"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Alterra, institute within the legal entity Stichting DLO",Netherlands,"> 10,000,000",0,,0,2013-11-29
"Policy Exchange","United Kingdom","3500000 - 3750000",0,,0,2014-10-17
"Terra Nova",France,"2000000 - 2250000",0,,0,2013-07-09
"AnMar-Research Lab. b.v.",Netherlands,"1500000 - 1750000",0,,1,2014-12-21
"Club des organismes de recherche associés",Belgium,"1000000 - 1250000",1,,0,2012-02-13
"Assembly of Scientists and Experts of Afghanistan",Germany,"900000 - 1000000",0,,0,2013-07-15
"European Institute for Export Compliance",Belgium,"900000 - 1000000",1,,0,2011-12-05
"ETP ZEP",Netherlands,"700000 - 800000",0,,8,2013-02-28
"Caribbean Research and Management of Biodiversity","Netherlands Antilles","600000 - 700000",0,,0,2012-02-02
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"600000 - 700000",3,,12,2011-09-19
"Rothamsted Research","United Kingdom","600000 - 700000",0,,0,2013-11-08
"European Centre for Information Policy and Security","United Kingdom","450000 - 500000",0,,0,2013-03-27
"European Foundation for Democracy",Belgium,"350000 - 400000",4,,1,2011-09-15
"OFFICE NATIONAL D’ETUDES ET DE RECHERCHES AEROSPATIALES",France,"350000 - 400000",0,,2,2014-10-20
"Associação BLC3 - Plataforma para o Desenvolvimento da Região Interior Centro",Portugal,"300000 - 350000",0,,0,2012-12-14
"Ecodesign Centre","United Kingdom","300000 - 350000",0,,0,2013-06-05
"FONDACA - fondazione per la cittadinanza attiva - Active Citizenship Foundation",Italy,"300000 - 350000",0,,0,2009-09-02
"Independent Academic Research Studies","United Kingdom","300000 - 350000",0,,0,2011-02-03
"Istituto Tethys",Italy,"300000 - 350000",0,,0,2011-02-06
"TIIC - Technology, Innovation and Investment Council e.V.",Germany,"300000 - 350000",0,,0,2014-11-21
"EUROPEX - Association of European Energy Exchanges",Belgium,"250000 - 300000",2,,1,2010-04-29
"European Public Health Association",Netherlands,"250000 - 300000",0,,6,2012-10-18
"Global CCS Institute Ltd",Australia,"250000 - 300000",1,,6,2014-08-25
