"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Asociación Mundial Derechos Inventor",Spain,"> 10,000,000",0,,0,2010-06-13
"The NHS Confederation","United Kingdom","> 10,000,000",4,,0,2011-09-23
firstaidfoundation,Germany,"> 10,000,000",0,,0,2012-07-16
"European Women's Lobby",Belgium,"7500000 - 7750000",9,,21,2011-09-16
"Gruppo di Volontariato Civile",Italy,"6750000 - 7000000",0,,0,2011-11-26
ClientEarth,"United Kingdom",4813709,2,,39,2011-12-21
"GECT ARCHIMED",Italy,"4500000 - 4750000",0,,0,2012-09-10
"CIDSE - International Alliance of Catholic development agencies",Belgium,"3500000 - 3750000",7,,14,2012-04-11
"Carbon Disclosure Project Europe",Germany,"3500000 - 3750000",0,,6,2012-12-04
"Consumer Council","United Kingdom","3000000 - 3250000",0,,0,2012-04-30
"Mediterranean Information Office for Environment, Culture and Sustainable Development",Greece,"2500000 - 2750000",0,,0,2009-04-14
"B'nai B'rith",Belgium,"2250000 - 2500000",2,,0,2011-12-09
"Associazione Italiana Celiachia",Italy,"1500000 - 1999999",0,,0,2011-07-05
"Bureau Européen des Unions de Consommateurs",Belgium,"1500000 - 1999999",9,,197,2008-10-29
"European Cyclists' Federation",Belgium,"1500000 - 1999999",6,,17,2011-04-27
"European Landowners'  Organization asbl",Belgium,"1500000 - 1999999",2,,24,2009-02-25
"BirdLife Europe",Belgium,"1500000 - 1749000",4,,72,2008-12-04
"Brabantse Milieufederatie",Netherlands,"1250000 - 1500000",0,,0,2012-08-07
"CONCORD Europe",Belgium,"1250000 - 1500000",0,,31,2012-09-21
"Eurogroup for Animals",Belgium,"1250000 - 1500000",2,,41,2008-10-10
"NAMUALI-Associacao Para Odesenvolvimento da Crianca e Educacao da Rapariga",Mozambique,"1250000 - 1500000",0,,0,2012-02-02
"The Pew Charitable Trusts","United States","1250000 - 1500000",5,,43,2011-10-21
"Asociatia Heidenroslein",Romania,"1000000 - 1250000",0,,0,2012-08-20
"European Citizen Action Service",Belgium,"1000000 - 1250000",2,,2,2010-06-04
"European Theoretical Spectroscopy Facility",Spain,"1000000 - 1250000",0,,0,2012-10-22
"FUNDACION UTZ KAPEH",Guatemala,"1000000 - 1250000",0,,0,2012-04-16
OCEANA,Spain,"1000000 - 1250000",5,,36,2010-02-18
"World Council of Nuclear Workers",France,"1000000 - 1250000",1,,0,2012-01-19
APRODEV,Belgium,"900000 - 1000000",3,,25,2008-12-01
"Amnesty International European Institutions Office",Belgium,"900000 - 1000000",0,,54,2012-02-29
"Mental health Europe",Belgium,"900000 - 1000000",4,,0,2012-07-17
Neth-ER,Belgium,"900000 - 1000000",0,,10,2011-10-20
"Platform for International Cooperation on Undocumented Migrants",Belgium,"900000 - 1000000",8,,8,2010-07-08
"Workability Europe",Belgium,"900000 - 1000000",0,,0,2009-06-18
"asociación dianova españa",Spain,"900000 - 1000000",0,,0,2012-01-20
"Allgemeiner Deutscher Automobil-Club e.V.",Germany,"900000 - 999999",0,,2,2010-07-28
"European Disability Forum",Belgium,"900000 - 999999",4,,30,2010-07-19
"Verbraucherzentrale Bundesverband",Germany,"900000 - 999999",1,,16,2008-12-09
"Famiglia di Therese",Italy,"800000 - 900000",0,,0,2011-12-09
"Greenpeace European Unit",Belgium,"800000 - 900000",11,,119,2008-10-29
"Confederation of Family Organisations in the European Union",Belgium,"700000 - 800000",6,,15,2011-09-26
"Fundación Luis Vives",Spain,"700000 - 800000",0,,0,2009-05-12
"Contact Office for European Research, Innovation and Education",Switzerland,"600000 - 700000",4,,7,2012-04-05
"European Association of Research and Technology Organisations",Belgium,"600000 - 700000",3,,27,2011-09-13
"European Environmental Bureau",Belgium,"600000 - 700000",7,,101,2009-03-06
"European Peacebuilding Liaison Office",Belgium,"600000 - 700000",2,,3,2009-01-02
"Friends of the Earth Europe",Belgium,"600000 - 700000",9,,70,2008-09-12
"EUROPA DONNA-The European Breast Cancer Coalition",Italy,"600000 - 699999",0,,1,2009-02-13
"Federation of European Motorcyclists Associations",Belgium,"500000 - 600000",1,,0,2012-01-24
"Independent Diplomat","United States","500000 - 600000",2,,1,2011-10-21
"Passaporti Diplomatici, Rappresentanze Diplomatiche ed Incarichi Costituzionali Della Real Casa di Portogallo – Validi Internazionalmente",Italy,"500000 - 600000",0,,0,2012-08-24
"Център за междуетнически диалог и толерантност ""Амалипе""",Bulgaria,"500000 - 600000",0,,0,2011-05-12
FERN,Belgium,"500000 - 599999",1,,33,2011-01-25
"ECDL Foundation",Ireland,"450000 - 500000",0,,4,2009-10-07
"Eurogroup for Wildlife and Laboratory Animals",Belgium,"450000 - 500000",2,,0,2008-10-10
"European Respiratory Society",Switzerland,"450000 - 500000",3,,5,2012-02-24
"Global Alliance for Mental Illness Advocacy Networks",Belgium,"450000 - 500000",0,,0,2009-05-22
"International Road Transport Union Permanent Delegation to the EU",Belgium,"450000 - 500000",6,,31,2011-02-14
ONE,Belgium,"450000 - 500000",3,,30,2011-12-06
"ONG GLOBE",Mauritania,"450000 - 500000",0,,0,2012-02-09
"Organziación de Consumidores y Usuarios",Spain,"450000 - 500000",0,,0,2010-01-14
"The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association",Belgium,"450000 - 500000",0,,21,2011-09-14
"Transport and Environment (European Federation for Transport and Environment)",Belgium,"450000 - 500000",7,,162,2010-02-22
"WWF European Policy Programme",Belgium,"450000 - 500000",9,,156,2008-09-23
Which?,"United Kingdom","450000 - 500000",1,,7,2011-09-05
"Alliance Defending Freedom","United States","400000 - 499999",0,,0,2010-08-20
"LATVIJAS ZIVSAIMNIEKU ASOCIĀCIJA",Latvia,"400000 - 499999",0,,0,2009-09-10
"ARD-Verbindungsbüro Brüssel",Belgium,"400000 - 450000",3,,33,2009-01-06
"Asian Shipowners' Forum",Singapore,"400000 - 450000",0,,0,2012-04-12
