"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Accenture International SARL",Luxembourg,"1250000 - 1499999",0,2,15,2009-03-09
"Amgen Inc","United States","1250000 - 1499999",3,4.75,1,2011-02-07
"Bank of America Merrill Lynch","United Kingdom","1250000 - 1499999",1,2.75,33,2011-01-19
"Bayerische Motoren Werke Aktiengesellschaft",Germany,"1250000 - 1499999",3,5.25,52,2008-12-17
BlackRock,"United States","1250000 - 1499999",5,2.5,35,2010-11-09
"Credit Suisse Group AG",Switzerland,"1250000 - 1499999",0,2.25,8,2015-04-28
"FINE DREAM s.r.o.","Czech Republic","1250000 - 1499999",0,1.25,0,2015-07-20
"Gas Infrastructure Europe",Belgium,"1250000 - 1499999",4,6,10,2009-07-28
"HSBC Holdings PLC","United Kingdom","1250000 - 1499999",5,5.25,47,2014-11-27
"Intel Corporation","United States","1250000 - 1499999",3,5,22,2008-12-31
"JPMorganChase & Co.","United States","1250000 - 1499999",4,10,37,2009-01-12
"Philip Morris International Inc.",Switzerland,"1250000 - 1499999",4,1.5,5,2009-07-07
"Solvay SA",Belgium,"1250000 - 1499999",0,2.25,9,2009-02-19
"Syngenta International AG",Switzerland,"1250000 - 1499999",3,2.25,18,2009-09-25
"UBS Group AG",Switzerland,"1250000 - 1499999",4,1.5,16,2014-12-12
"media.at GmbH",Austria,"1250000 - 1499999",0,1.5,0,2015-07-17
"ÖBB-Holding AG",Austria,"1250000 - 1499999",1,1.5,1,2009-08-27
"Five Star fish","United Kingdom",1300000,0,12.5,0,2015-08-21
"Citigroup Inc.","United States","1000000 - 1249999",7,1.25,36,2012-01-02
Ericsson,Sweden,"1000000 - 1249999",8,6,54,2010-01-22
"F. Hoffmann-La Roche Ltd",Switzerland,"1000000 - 1249999",2,4.25,1,2009-05-20
"Hitachi Corporate Office, Europe",Japan,"1000000 - 1249999",5,4.5,11,2009-04-24
"Koninklijke Philips",Netherlands,"1000000 - 1249999",2,4,27,2014-06-18
"Liberty Global PLC.",Netherlands,"1000000 - 1249999",6,3.25,32,2012-02-02
Orange,France,"1000000 - 1249999",6,5,76,2009-12-07
"Pfizer Inc.","United States","1000000 - 1249999",5,3,8,2008-12-18
"Robert Bosch GmbH",Germany,"1000000 - 1249999",6,6.25,42,2008-10-24
SAP,Germany,"1000000 - 1249999",4,2.5,29,2013-07-22
"SECIL-Companhia Geral de Cal e Cimento, S.A.",Portugal,"1000000 - 1249999",0,1,0,2014-07-29
"Vodafone Belgium SA",Belgium,"1000000 - 1249999",3,3.5,118,2010-04-20
"Deutsche Telekom",Germany,1130000,7,8.75,114,2009-11-06
"Selex ES spa",Italy,1000000,0,10,0,2014-02-07
"Testo AG",Germany,1000000,0,4.75,0,2015-03-09
"BNP PARIBAS",France,"900000 - 999999",3,6,42,2009-02-10
"Cisco Systems Inc.","United States","900000 - 999999",3,4,59,2014-12-08
"Fraport AG - Frankfurt Airport Services Worldwide",Germany,"900000 - 999999",0,0.5,9,2014-09-03
Gazprom,Russia,"900000 - 999999",10,4,10,2014-03-13
"Groupement Européen des Sociétés d'Auteurs et Compositeurs",Belgium,"900000 - 999999",5,2.25,46,2010-11-05
"MSD (Europe), Inc. (Merck Sharp & Dohme)","United States","900000 - 999999",1,2.25,12,2010-05-14
"MasterCard Europe",Belgium,"900000 - 999999",0,2.75,33,2012-04-27
"Mitsubishi Heavy Industries, Ltd.",Japan,"900000 - 999999",0,0.25,3,2015-09-14
"Morgan Stanley","United Kingdom","900000 - 999999",3,0.75,13,2009-07-23
"Opel Group",Germany,"900000 - 999999",3,4,4,2008-12-17
"Samsung Electronics Europe","United Kingdom","900000 - 999999",8,5.5,24,2011-11-30
"The Royal Bank of Scotland","United Kingdom","900000 - 999999",0,1,6,2014-11-27
"Universal Music Group International","United Kingdom","900000 - 999999",0,1.5,33,2015-01-14
Vattenfall,Sweden,"900000 - 999999",4,3,23,2010-09-03
"EnBW Energie Baden-Württemberg AG",Germany,990000,3,4.25,13,2009-06-23
"BT Group plc","United Kingdom",950000,3,4.25,49,2010-08-30
"Commerzbank AG",Germany,"800000 - 899999",4,5.5,31,2010-01-18
"IKEA Services B.V.",Netherlands,"800000 - 899999",7,5,23,2008-12-19
"KPMG EMA",Switzerland,"800000 - 899999",7,8,15,2012-05-09
"Manufacture Française des Pneumatiques Michelin",France,"800000 - 899999",4,3,17,2008-12-18
"PERNOD RICARD",France,"800000 - 899999",2,8.25,26,2008-06-23
SUEZ,France,"800000 - 899999",4,5.75,30,2009-10-12
"Smurfit Kappa Group",Ireland,"800000 - 899999",0,4,0,2010-01-12
"Society for Worldwide Interbank Financial Telecommunication",Belgium,"800000 - 899999",3,1.75,12,2013-08-20
"Statoil ASA",Norway,"800000 - 899999",5,3,51,2009-01-19
"Swiss Federal Railways",Switzerland,"800000 - 899999",3,1.5,1,2012-03-23
"Symantec Corporation","United States","800000 - 899999",2,2,30,2008-12-18
"Apple Inc.","United States","700000 - 799999",4,2.25,60,2013-06-20
"Aviva Plc","United Kingdom","700000 - 799999",0,2.75,26,2009-04-08
BPCE,France,"700000 - 799999",0,6,5,2014-03-27
"BSH Hausgeräte GmbH",Germany,"700000 - 799999",0,2.25,0,2015-12-30
Continental,Germany,"700000 - 799999",1,2.5,5,2012-08-23
"DEKRA e.V.",Germany,"700000 - 799999",4,7,9,2011-03-21
"EWE Aktiengesellschaft",Germany,"700000 - 799999",3,3,11,2012-02-06
"Eli Lilly and Company","United States","700000 - 799999",3,1.75,14,2010-04-02
"Heineken N.V.",Netherlands,"700000 - 799999",2,3,19,2015-01-30
"META Group S.r.l.",Italy,"700000 - 799999",0,9,0,2011-11-28
Nokia,Finland,"700000 - 799999",2,3.75,59,2011-02-21
Oracle,"United States","700000 - 799999",2,1.5,17,2009-03-31
"Procter & Gamble","United States","700000 - 799999",4,2.25,5,2008-12-11
"Prudential plc","United Kingdom","700000 - 799999",0,1.5,13,2009-12-11
"SHV Energy NV",Netherlands,"700000 - 799999",0,1.5,2,2015-01-15
"Sennheiser electronic",Germany,"700000 - 799999",0,8.75,2,2015-06-24
"The Goldman Sachs Group, Inc.","United States","700000 - 799999",1,1.75,57,2014-11-24
"YARA S.A.",Belgium,"700000 - 799999",1,2,0,2010-11-26
Shire,Ireland,700000,2,2,0,2011-04-28
"AREVA SA",France,"600000 - 699999",2,4.75,11,2009-11-06
"Alcoa Europe SA",Switzerland,"600000 - 699999",1,1.5,6,2008-12-09
"Amazon Europe Core SARL",Luxembourg,"600000 - 699999",4,3.75,86,2014-09-15
"Banco Santander, S.A.",Spain,"600000 - 699999",2,6.75,69,2014-11-20
"Deutsche Bahn AG",Germany,"600000 - 699999",4,4,31,2008-10-08
"Electricité Réseau Distribution France",France,"600000 - 699999",2,1,13,2012-02-01
"Fiat Chrysler Automobiles","United Kingdom","600000 - 699999",2,2,7,2008-12-30
"Henkel AG & Co. KGaA",Germany,"600000 - 699999",2,3,8,2009-12-22
"Hyundai Motor Company Brussels Office",Belgium,"600000 - 699999",3,2,12,2010-03-15
"LA POSTE",France,"600000 - 699999",3,2.75,10,2011-08-16
"Legal & General Group Plc","United Kingdom","600000 - 699999",0,1.25,3,2015-04-08
"METRO AG",Germany,"600000 - 699999",2,1.75,5,2013-01-29
"R9 TV Austria",Austria,"600000 - 699999",0,0.75,0,2015-09-25
"REDES ENERGÉTICAS NACIONAIS, SGPS",Portugal,"600000 - 699999",0,5,3,2012-06-15
SANOFI,France,"600000 - 699999",4,3,17,2009-12-11
"State Street Corporation","United States","600000 - 699999",2,1.75,1,2008-12-31
"The Bank of New York Mellon","United States","600000 - 699999",1,0.5,4,2014-07-10
"ThyssenKrupp AG",Germany,"600000 - 699999",1,3,17,2013-03-14
"Veolia Environnement Europe Services",France,"600000 - 699999",3,5.25,6,2009-02-25
"The Coca-Cola Company","United States",635000,2,3,12,2009-04-23
"AIR LIQUIDE",France,"500000 - 599999",0,2,10,2011-05-02
AXA,France,"500000 - 599999",4,2.5,11,2009-02-09
"Argus Media Ltd","United Kingdom","500000 - 599999",3,2.25,2,2014-01-07
"BANCO BILBAO VIZCAYA ARGENTARIA",Spain,"500000 - 599999",4,4,37,2014-02-15
BIOCHEMTEX,Italy,"500000 - 599999",2,2.75,4,2015-01-27
"BOUYGUES EUROPE",Belgium,"500000 - 599999",4,2.25,18,2009-12-08
"DONG Energy A/S",Denmark,"500000 - 599999",2,2,19,2015-01-06
"Dods Group PLC","United Kingdom","500000 - 599999",15,15.5,0,2011-08-09
"Eni S.p.A.",Italy,"500000 - 599999",6,3,50,2011-11-29
"Ford Motor Company",Germany,"500000 - 599999",4,2,19,2011-01-28
"Fédération belge des industries chimiques et des sciences de la vie",Belgium,"500000 - 599999",0,3,0,2008-08-25
"Honeywell Europe NV",Belgium,"500000 - 599999",0,2.5,9,2010-02-18
IBERDROLA,Spain,"500000 - 599999",4,3,58,2012-02-17
"Intercontinental Exchange","United States","500000 - 599999",0,0.75,19,2014-12-04
"Knauf Insulation",Germany,"500000 - 599999",0,2.75,6,2013-07-12
"Lloyds Banking Group","United Kingdom","500000 - 599999",2,1,3,2012-03-02
"McGraw Hill Financial, Inc.","United States","500000 - 599999",1,2.25,30,2014-12-05
"Moody's Shared Services UK Ltd.","United Kingdom","500000 - 599999",0,1.25,12,2012-05-10
"Norsk Hydro",Norway,"500000 - 599999",2,2.5,8,2010-02-08
"Peugeot S.A.",France,"500000 - 599999",3,2,4,2011-12-13
"SYNTHOS Spółka Akcyjna",Poland,"500000 - 599999",0,1.25,1,2015-07-22
"Schneider Electric",France,"500000 - 599999",3,2.75,60,2010-11-25
"Société Nationale des Chemins de Fer Français",France,"500000 - 599999",5,2.5,22,2009-01-28
"Sony Europe Limited","United Kingdom","500000 - 599999",1,3,0,2008-09-05
"T&L Sugars Limited","United Kingdom","500000 - 599999",3,1.25,9,2012-10-25
"Teva Pharmaceuticals Europe BV",Netherlands,"500000 - 599999",3,2.75,2,2011-12-14
"UPS Europe SPRL/BVBA",Belgium,"500000 - 599999",6,6,19,2011-09-01
UniCredit,Italy,"500000 - 599999",4,3.75,29,2009-04-30
Unilever,Netherlands,"500000 - 599999",1,3,36,2009-01-05
ZOETIS,"United States","500000 - 599999",0,1.25,0,2013-04-24
ABB,Belgium,599080,2,2,15,2008-11-04
"GMFUEL SERVICE",Spain,568000,0,4,0,2015-02-24
Euronext,France,500000,3,4,14,2010-12-16
"INsig2 d.o.o.",Croatia,500000,0,9,0,2015-06-07
Rabobank,Netherlands,500000,1,1.25,4,2015-01-09
3M,"United States","400000 - 499999",3,3.5,16,2011-12-15
"ABN AMRO Bank N.V.",Netherlands,"400000 - 499999",0,1,4,2014-02-05
"ANONIMI ETAIRIA EREVNAS, KAINOTOMIAS & ANAPTIKSIS TILEMATIKIS TEXNOLOGIAS",Greece,"400000 - 499999",0,3,0,2015-11-13
"Actavis Public Limited Company",Ireland,"400000 - 499999",0,11,0,2015-04-23
"Airbus Group N.V.",Netherlands,"400000 - 499999",12,10,202,2008-11-26
"Anheuser-Busch InBev nv/sa",Belgium,"400000 - 499999",0,0.75,15,2013-02-08
"Archer Daniels Midland Company",Switzerland,"400000 - 499999",0,1.5,4,2011-06-06
"Dun & Bradstreet Marketing Services N.V.","United States","400000 - 499999",0,3.5,3,2015-10-12
"Eastman Chemical Company","United States","400000 - 499999",0,3,1,2015-04-13
"Emerson Electric Co.",Switzerland,"400000 - 499999",0,0.5,10,2015-02-17
"FERROVIE DELLO STATO ITALIANE S.p.A.",Italy,"400000 - 499999",2,3,21,2008-09-25
"Facebook Ireland Limited",Ireland,"400000 - 499999",1,4.25,164,2012-01-25
"Fortum Oyj",Finland,"400000 - 499999",0,5.5,50,2011-12-07
"Genzyme a SANOFI Company","United States","400000 - 499999",0,1,0,2008-10-17
"Goodyear Dunlop Tires Europe B.V.",Netherlands,"400000 - 499999",1,2.25,2,2011-03-30
"H. Lundbeck A/S",Denmark,"400000 - 499999",0,0.75,0,2015-04-27
"Hasbro International Holding BV",Netherlands,"400000 - 499999",0,1,0,2015-04-16
"Hubert Burda Media Holding Kommanditgesellschaft",Germany,"400000 - 499999",0,0.5,21,2015-04-18
"Imperial Tobacco Group","United Kingdom","400000 - 499999",2,4.5,0,2011-02-08
"JT International Holding",Netherlands,"400000 - 499999",5,3,1,2011-06-14
"Japan Business Council in Europe",Belgium,"400000 - 499999",1,5.75,4,2009-02-11
"John Deere GmbH&Co.Kg",Germany,"400000 - 499999",0,2.75,4,2015-11-19
"Koch Companies Public Sector, LLC","United States","400000 - 499999",0,0.25,1,2013-03-19
LUKOIL,Russia,"400000 - 499999",4,2,0,2011-07-28
Lhoist,Belgium,"400000 - 499999",0,1.5,5,2015-04-28
"London Stock Exchange Group","United Kingdom","400000 - 499999",4,2,39,2014-11-28
"Mars Incorporated","United States","400000 - 499999",0,3,13,2012-07-02
"Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen",Germany,"400000 - 499999",0,2,3,2011-04-20
NASDAQ,Sweden,"400000 - 499999",3,2.75,33,2011-04-18
"QUALCOMM Inc.","United States","400000 - 499999",2,8.75,49,2009-12-21
"REWE ZENTRALFINANZ eG",Germany,"400000 - 499999",0,1.75,5,2014-05-02
"Raiffeisen Zentralbank Österreich AG",Austria,"400000 - 499999",2,2,21,2011-08-23
"Scania AB (publ)",Sweden,"400000 - 499999",0,3,41,2009-01-05
"Société Générale",France,"400000 - 499999",1,2.75,29,2009-04-30
"Statkraft AS",Norway,"400000 - 499999",0,2.5,8,2011-07-26
TEREOS,France,"400000 - 499999",1,1,2,2015-05-20
"TOYOTA MOTOR EUROPE",Belgium,"400000 - 499999",5,1.25,9,2008-12-10
"TRABA LOGISTICS",Netherlands,"400000 - 499999",0,3,1,2015-08-26
"Telecom Italia",Italy,"400000 - 499999",3,4.5,19,2015-07-30
Telenor,Belgium,"400000 - 499999",0,2.25,20,2010-02-02
"The Walt Disney Company Benelux BVBA",Belgium,"400000 - 499999",1,1.5,21,2014-12-31
"Time Warner Inc.","United States","400000 - 499999",2,2,9,2014-12-17
"Wintershall Holding GmbH",Germany,"400000 - 499999",2,2,5,2011-07-26
"Zurich Insurance Company Ltd",Switzerland,"400000 - 499999",0,3.25,15,2014-04-07
"adidas AG",Germany,"400000 - 499999",0,3,0,2014-02-05
"eBay EU liaison office",Switzerland,"400000 - 499999",3,1.5,33,2009-09-21
Safran,France,495000,3,5.5,11,2009-03-13
"Vehnet Limited","United Kingdom",485000,0,0.25,0,2015-10-26
ARIANESPACE,France,400000,0,1,32,2015-12-03
"AIR FRANCE",France,"300000 - 399999",1,1.75,11,2008-06-24
"AT&T, Inc.","United States","300000 - 399999",5,3.5,52,2012-03-29
AbbVie,"United States","300000 - 399999",0,1.25,4,2014-01-20
"Akuo Energy",France,"300000 - 399999",0,3,2,2015-03-04
"Albemarle Europe sprl",Belgium,"300000 - 399999",2,2,0,2011-08-09
"Alpiq Holding AG",Switzerland,"300000 - 399999",0,0.75,1,2015-05-07
"Axpo Holding AG",Switzerland,"300000 - 399999",1,0.5,4,2011-10-13
"BNP Paribas Securities Services",France,"300000 - 399999",1,2,0,2012-03-19
"Bacardi-Martini BV",Netherlands,"300000 - 399999",0,0.5,1,2015-06-22
"Bell Helicopter","United States","300000 - 399999",0,1.5,3,2014-02-18
"Brics Economies Trade Development Corporation Limited","United Kingdom","300000 - 399999",0,7,0,2015-10-31
"Bristol-Myers Squibb Company","United States","300000 - 399999",2,0.75,2,2011-09-26
"Bulgarian Telecommunication Company",Bulgaria,"300000 - 399999",0,3,1,2015-12-07
CELGENE,"United States","300000 - 399999",3,1.75,7,2011-04-14
"CNH Industrial","United Kingdom","300000 - 399999",2,1.5,3,2015-04-16
"COMPAÑIA ESPAÑOLA DE PETROLEOS SAU",Spain,"300000 - 399999",0,1.25,2,2015-02-26
"Caterpillar Belgium SA",Belgium,"300000 - 399999",2,2,4,2009-07-06
"Coca-Cola Enterprises Europe Ltd.","United Kingdom","300000 - 399999",0,1.5,1,2014-11-25
"Cook Medical","United States","300000 - 399999",1,2,0,2015-08-04
"DNV GL",Norway,"300000 - 399999",0,2,7,2014-12-04
"Danfoss A/S",Denmark,"300000 - 399999",3,2.5,9,2014-11-07
"Dell Inc","United States","300000 - 399999",3,3.75,21,2009-10-23
Dexia,Belgium,"300000 - 399999",0,3,0,2015-07-06
"Edison Spa",Italy,"300000 - 399999",1,2,16,2008-06-25
"Electrolux Home Products",Sweden,"300000 - 399999",1,2,1,2008-07-01
"Finanssialan Keskusliitto - Federation of Finnish Financial Services",Finland,"300000 - 399999",0,5.75,13,2008-12-20
"Gofio La Molineta, SL",Spain,"300000 - 399999",0,8,0,2015-07-24
"HISPASAT, S.A.",Spain,"300000 - 399999",0,1.5,0,2015-12-04
Hewlett-Packard,"United States","300000 - 399999",0,2,11,2009-09-25
"INEOS Olefins and Polymers Europe",Switzerland,"300000 - 399999",0,1,0,2014-07-03
"Infineon Technologies AG",Germany,"300000 - 399999",0,2,18,2012-04-26
Kaufland,Germany,"300000 - 399999",1,1,5,2011-09-28
"Kosmos Energy Ltd.","United States","300000 - 399999",1,0.75,5,2015-01-20
"LANXESS AG",Germany,"300000 - 399999",3,1.5,2,2011-01-13
LEXMARK,"United States","300000 - 399999",0,1,2,2015-06-01
"LUOSSAVAARA-KIIRUNAVAARA AB",Sweden,"300000 - 399999",0,0.75,0,2011-05-02
"Lufthansa Group",Germany,"300000 - 399999",1,2.5,41,2008-11-21
MERIAL,France,"300000 - 399999",2,0.75,1,2015-04-27
"MOL Hungarian Oil and Gas Company",Hungary,"300000 - 399999",0,6,6,2011-07-22
Mattel,"United States","300000 - 399999",0,0.75,1,2015-01-06
"McDonald's Europe",Switzerland,"300000 - 399999",1,0.75,8,2008-12-19
Medtronic,"United States","300000 - 399999",3,1.75,5,2014-04-29
"Mondelez Europe GmbH",Switzerland,"300000 - 399999",1,3,8,2009-02-09
Monsanto,"United States","300000 - 399999",2,1.25,5,2013-05-14
"Moët Hennessy",France,"300000 - 399999",3,1.25,3,2015-02-13
"NATS Ltd","United Kingdom","300000 - 399999",3,3.25,4,2010-07-09
"NXP B.V.",Netherlands,"300000 - 399999",0,1.25,9,2015-09-02
"National Grid PLC","United Kingdom","300000 - 399999",9,2,14,2011-09-15
"Nordic Public Service Broadcasters",Belgium,"300000 - 399999",1,1,6,2009-01-13
"PayPal Se Belgian Branch",Luxembourg,"300000 - 399999",1,1.5,13,2011-09-14
"PepsiCo Europe",Belgium,"300000 - 399999",2,2.75,13,2012-12-10
"Polskie Koleje Państwowe S.A.",Poland,"300000 - 399999",1,4,0,2010-05-12
RENAULT,France,"300000 - 399999",5,1.75,17,2008-06-26
"Red Hat Limited",Ireland,"300000 - 399999",1,1,7,2015-03-23
"Repsol, S.A.",Spain,"300000 - 399999",2,5.5,27,2011-02-01
"Royal Mail Group","United Kingdom","300000 - 399999",2,1.5,5,2014-03-04
"SAS Institute","United States","300000 - 399999",0,1,14,2015-02-23
"Society of Audiovisual Authors",Belgium,"300000 - 399999",3,3.25,26,2010-01-04
"Società italiana per l'assistenza al volo",Italy,"300000 - 399999",0,2,5,2015-10-26
Sofiprotéol,France,"300000 - 399999",0,0.75,3,2015-01-07
"Stadtwerke München GmbH",Germany,"300000 - 399999",1,1.25,0,2009-12-21
"Tata Consultancy Services",India,"300000 - 399999",0,1.5,9,2015-05-21
"Tata Steel Europe","United Kingdom","300000 - 399999",1,1.75,9,2009-04-09
"Technocorp Holding S.A",Switzerland,"300000 - 399999",0,2,0,2012-08-14
Umicore,Belgium,"300000 - 399999",5,1,5,2010-09-17
"United Technologies Corporation","United States","300000 - 399999",3,4,19,2010-09-06
"Utility Support Group (USG) B.V.",Netherlands,"300000 - 399999",1,1.5,0,2015-03-09
"VERBUND AG",Austria,"300000 - 399999",1,1.75,11,2009-08-26
"Valmet Corporation",Finland,"300000 - 399999",0,1.25,2,2014-10-14
"Verizon Communications Inc","United States","300000 - 399999",0,2,1,2015-02-20
"Volvo AB",Sweden,"300000 - 399999",2,2,23,2009-02-12
"Volvo Car Corporation AB",Sweden,"300000 - 399999",1,1,12,2011-04-12
Servier,France,355000,3,3,1,2009-04-07
"APG Groep N.V.",Netherlands,350000,0,1.75,11,2011-09-29
"Shannon LNG Ltd",Ireland,350000,0,1,2,2015-05-18
"Wienerberger AG",Austria,350000,0,1.75,3,2011-08-08
"SC RGIC CONSULTANTA SRL",Romania,328768,0,1,0,2015-06-22
"Saab AB",Sweden,310000,2,2.5,16,2012-07-16
"50 Hertz Transmission GmbH",Germany,300000,1,1.75,6,2015-03-18
"NBCUniversal International","United Kingdom",300000,0,0.25,7,2015-09-24
"Standard Chartered Bank","United Kingdom",300000,0,2,11,2009-06-04
THALES,France,300000,5,2.5,27,2009-01-29
Proximus,Belgium,299999,3,4,14,2015-08-03
"21st Century Fox","United States","200000 - 299999",2,1.5,7,2013-07-22
"AEGON N.V.",Netherlands,"200000 - 299999",0,0.75,5,2014-10-07
Abengoa,Spain,"200000 - 299999",0,4.5,5,2015-02-23
"Almirall, S.A.",Spain,"200000 - 299999",0,0.5,0,2015-09-16
Amway,Belgium,"200000 - 299999",3,1.5,4,2013-09-09
"Applied Materials",Germany,"200000 - 299999",2,2.75,5,2012-08-09
"Autodesk, Inc.","United States","200000 - 299999",0,0.75,0,2015-12-21
BRACCO,Italy,"200000 - 299999",0,1,2,2015-06-29
"Bertelsmann SE & Co. KGaA",Germany,"200000 - 299999",1,1.5,16,2011-09-08
"Biogen Inc.","United States","200000 - 299999",2,1,1,2013-03-26
"Boehringer Ingelheim",Germany,"200000 - 299999",0,0.25,5,2015-09-10
"Boeing International Corporation - Belgium Branch Office",Belgium,"200000 - 299999",2,3,22,2010-06-15
"Borealis AG",Austria,"200000 - 299999",1,1.5,3,2009-03-06
Brown-Forman,Netherlands,"200000 - 299999",0,0.25,1,2015-02-20
"Bunge Ltd",Switzerland,"200000 - 299999",6,6,3,2012-03-09
"CA Technologies","United States","200000 - 299999",1,1,22,2014-07-18
"CaixaBank, S.A.",Spain,"200000 - 299999",4,2,9,2015-03-02
"Canon Europe Ltd.","United Kingdom","200000 - 299999",1,2,2,2015-03-26
"Celanese International Holdings Luxembourg S.a.r.l.",Luxembourg,"200000 - 299999",0,0.25,1,2015-07-23
"Centrica plc","United Kingdom","200000 - 299999",2,1.5,9,2015-04-24
"Citadel LLC","United States","200000 - 299999",0,0.5,13,2015-02-05
"Colt Group S.A",Luxembourg,"200000 - 299999",0,1,0,2015-12-01
"Crédit Agricole S.A.",France,"200000 - 299999",3,3.5,17,2009-02-10
"DATEV eG",Germany,"200000 - 299999",4,2,1,2008-08-08
Danone,France,"200000 - 299999",3,3,14,2011-07-08
"Danske Bank",Denmark,"200000 - 299999",2,0.5,7,2010-07-01
EDENRED,France,"200000 - 299999",0,2.5,4,2010-12-24
"ENERGA - OBRÓT SA",Poland,"200000 - 299999",0,0.5,0,2015-08-13
ERAMET,France,"200000 - 299999",0,3.5,2,2013-08-19
"Experian plc",Ireland,"200000 - 299999",4,2,0,2012-02-13
"FERRERO International",Luxembourg,"200000 - 299999",3,4,2,2011-12-23
"First Data Corporation","United States","200000 - 299999",0,1.5,10,2015-02-04
"Flughafen München GmbH",Germany,"200000 - 299999",2,1,2,2011-09-02
"Forchem Oy",Finland,"200000 - 299999",0,0.5,2,2013-12-18
"Grupa Azoty S.A.",Poland,"200000 - 299999",0,1.25,1,2015-07-31
"H & M Hennes & Mauritz AB",Sweden,"200000 - 299999",1,2,5,2014-08-19
"Halliburton Company","United States","200000 - 299999",0,10,0,2013-03-22
