"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"CMS Bureau Francis Lefebvre",France,"> 10,000,000",0,1,0,2015-09-09
"DRYLLERAKIS & ASSOCIATES",Greece,1418337,0,22.5,0,2015-07-13
"Covington & Burling LLP","United States","900000 - 999999",7,7.25,11,2015-05-15
"SALESAS TRES CENTRO DE ESTUDIOS",Spain,"600000 - 699999",5,2.25,18,2013-02-27
"Pappas & Associates",Belgium,"400000 - 499999",0,10,1,2015-05-15
"Bates Wells Braithwaite","United Kingdom","300000 - 399999",0,0.5,0,2015-03-12
"Arthur's Legal B.V.",Netherlands,"100000 - 199999",0,2,0,2015-12-20
FIDAL,France,"100000 - 199999",0,1,9,2015-07-01
"Freshfields Bruckhaus Deringer LLP","United Kingdom","100000 - 199999",4,2,7,2015-10-22
"Kelley Drye & Warren LLP","United States","100000 - 199999",2,0.75,0,2014-05-28
"Latham & Watkins LLP",Belgium,"100000 - 199999",0,0.75,3,2015-11-06
"Mayer Brown Europe-Brussels LLP",Belgium,"100000 - 199999",3,0.75,2,2015-02-20
"McDermott Will & Emery Belgium LLP",Belgium,"100000 - 199999",0,0.5,1,2015-07-24
"Steptoe & Johnson LLP","United States","100000 - 199999",0,1.25,6,2015-12-30
"Wiggin LLP","United Kingdom","100000 - 199999",0,0.5,1,2015-05-13
"A. Silvestro",Belgium,"50000 - 99999",0,0.25,0,2014-10-10
"Alber & Geiger",Germany,"50000 - 99999",2,6.25,7,2011-09-19
COPPET,Belgium,"50000 - 99999",0,5,0,2015-07-16
"DLA Piper UK LLP - Belgium",Belgium,"50000 - 99999",8,2.25,6,2014-10-03
"Law Square",Belgium,"50000 - 99999",3,1.25,3,2015-05-28
"Linklaters LLP","United Kingdom","50000 - 99999",3,3.5,3,2012-01-30
"Avvocato Alberto Cozzo",Italy,"25000 - 49999",0,1,0,2009-05-14
"BDGS Associés",France,"25000 - 49999",0,4.5,1,2015-01-06
"EJC-Roberti & Associati / Juriscoop Scrl",Belgium,"25000 - 49999",0,1.75,0,2015-12-11
"FAU Bernard",France,"25000 - 49999",0,5,0,2013-02-15
"Grant Thornton Société d'Avocats",France,"25000 - 49999",0,0.5,0,2015-09-07
"LYSIAS Partners",France,"25000 - 49999",0,1.5,0,2015-09-08
"NCTM Studio Legale Associato",Italy,"25000 - 49999",4,1.25,1,2012-06-26
"Rechtsanwälte Lenz und Johlen",Germany,"25000 - 49999",0,0.25,0,2015-04-23
TERRAQUI,Spain,"25000 - 49999",0,0.5,0,2012-01-09
"bxl-law SPRL",Belgium,"25000 - 49999",0,1,0,2013-01-18
"ALTHEIS LTD","United Kingdom","10000 - 24999",0,1.5,0,2011-10-12
"Advokatfirman Öberg & Associés AB",Sweden,"10000 - 24999",0,1,0,2011-02-14
"Blanche Magarinos-Rey",France,"10000 - 24999",1,1,0,2015-09-14
"CMS Reich-Rohrwig Hainz Rechtsanwälte GmbH",Austria,"10000 - 24999",0,0.5,0,2015-10-28
"Cremades & Calvo-Sotelo",Spain,"10000 - 24999",0,1,1,2015-03-26
"Grimaldi Studio legale",Italy,"10000 - 24999",0,0.5,0,2014-07-24
"Markus Nessler - Beratung & Recht",Germany,"10000 - 24999",0,0.5,0,2015-04-28
"Pierre Roquefeuil Avocat",France,"10000 - 24999",0,1,0,2014-02-19
"Stoffregen Lawfirm",Belgium,"10000 - 24999",0,0.5,0,2011-07-13
CHAPUS,France,10000,0,0.25,0,2014-11-17
"A TURQUOISE",France,"< 9,999",3,0.75,2,2015-01-22
"AKD advocaten & notarissen",Netherlands,"< 9,999",0,16.5,0,2015-04-22
"Advokatfirmaet Frederik Madsen",Denmark,"< 9,999",0,0.25,0,2008-09-29
"Advokatfirman Vinge KB",Sweden,"< 9,999",0,1.25,1,2015-03-27
"Alinea, Avocats à la Cour, SELARL",France,"< 9,999",2,1.25,3,2012-10-05
"Baker & McKenzie Partnerschaft von Rechtsanwälten, Wirtschaftsprüfern und Steuerberatern mbB",Germany,"< 9,999",0,0.5,1,2012-09-12
"CABINET AVOCAT PAUN CIPRIAN ADRIAN",Romania,"< 9,999",0,2,0,2015-10-12
"Chilosi Martelli - Studio Legale Associato",Italy,"< 9,999",0,0.5,0,2015-01-12
"DS Avocats A.A.R.P.I",France,"< 9,999",0,0.5,0,2013-10-31
"Dahan, Dahan-Bitton & Dahan",France,"< 9,999",0,0.75,0,2014-01-06
"Distefano Law Office",Belgium,"< 9,999",0,0.25,0,2013-10-03
"Dr. Oliver Sude",Germany,"< 9,999",0,1,0,2013-03-20
"Eversheds LLP","United Kingdom","< 9,999",0,0.75,0,2015-08-12
"FREDERIC MAURO SPRL",Belgium,"< 9,999",1,1,1,2015-01-20
Fratini&Associati,Italy,"< 9,999",0,0.5,0,2014-09-24
"G.S.Kostakopoulos & Associates",Greece,"< 9,999",0,0.75,0,2015-07-10
"Galasso Carlo Filippo",Italy,"< 9,999",1,1,0,2012-07-03
"Giulio Marini",Italy,"< 9,999",0,1,0,2011-08-04
JEANTETASSOCIES,France,"< 9,999",0,0.25,0,2010-05-10
"Kancelaria Adwokacka adw. Sebastian Bohuszewicz - Legal Counselors Group",Poland,"< 9,999",0,0.25,0,2015-07-28
"LexTax Consulting, SLP",Spain,"< 9,999",0,0.5,0,2014-04-26
"Lizop & Associés",France,"< 9,999",0,0.75,0,2015-07-03
"Mannheimer Swartling Advokatbyrå",Sweden,"< 9,999",0,1.5,2,2015-09-08
McGuireWoods,Belgium,"< 9,999",0,0.25,0,2015-06-09
"Michela Cocchi - Studio Legale",Italy,"< 9,999",0,0.25,0,2014-02-24
"Portolano Cavallo Studio legale",Italy,"< 9,999",0,1.75,0,2015-09-30
"RECALL DOBRZYNIECKI & PARTNERS LAW OFFICE","United Kingdom","< 9,999",0,0.5,0,2011-07-03
"Rechtsanwalt Dr. Anton Schaefer",Austria,"< 9,999",0,1,0,2012-09-02
"Rödl & Partner",Germany,"< 9,999",0,0.5,0,2012-04-02
"SPRL Matthieu Wemaere Association d'Avocats",Belgium,"< 9,999",0,1.25,0,2014-08-27
"Shearman & Sterling (London) LLP","United Kingdom","< 9,999",0,0.25,0,2015-01-28
"Studio Legale Bonelli Erede Pappalardo",Italy,"< 9,999",0,1.25,2,2015-02-24
"VALIŠ LEGAL, s.r.o.",Slovakia,"< 9,999",0,0.25,0,2014-06-13
"Wirtschaftrat Recht Bremer & Heller",Germany,"< 9,999",0,0.75,1,2015-02-09
"avv. Davide Maresca",Italy,"< 9,999",0,0.25,0,2014-05-23
"Legale Genchi",Italy,1,2,1,0,2014-08-02
"Avv. Dr. Alessandro Amicarelli","United Kingdom",0,0,0.25,0,2011-12-20
"Brauner Schurgers Uhlenhut Rechtsanwälte",Germany,0,0,3,0,2014-05-18
"Domański Zakrzewski Palinka sp. k.",Poland,0,0,0.5,0,2015-12-04
"Hakima BenAzzouz",Belgium,0,1,0.25,0,2013-02-04
"Kris Moutoussamy - Avocat",France,0,0,1,0,2014-02-24
"KÜFFNER MAUNZ LANGER ZUGMAIER Rechtsanwaltsges. mbH",Germany,0,0,0.25,0,2014-06-13
"Odvjetničko društvo Gjurašić, Fak & Partneri",Croatia,0,0,1,0,2015-02-06
"Osborne Clarke",Belgium,0,0,1,0,2015-08-28
"Avocats DIVORCE-LEX",Belgium,"no figure available",0,0.25,0,2015-10-28
"Decker et Black",Belgium,"no figure available",0,1.75,0,2015-11-05
"ENDROIT AVOCAT SELAS",France,"no figure available",0,0.25,0,2015-07-31
"Emery Avocats",France,"no figure available",0,0.25,0,2015-10-13
"FERRAN ABOGADOS",Spain,"no figure available",0,1,0,2015-04-07
"IUSAUTHOR law office",Bulgaria,"no figure available",0,3,0,2015-08-24
"MEHTIYEVA Kamalia",France,"no figure available",0,1,0,2015-03-27
"Stelli-Kis Ügyvédi Iroda",Hungary,"no figure available",0,2.5,0,2015-10-07
"Studio Associato Angioy Pirastru",Italy,"no figure available",0,0.75,0,2015-05-27
