"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Deutsches Institut für Wirtschaftsforschung",Germany,"> 10,000,000",0,0.25,1,2013-08-28
"European Centre for Development Policy Management",Netherlands,"6250000 - 6499999",1,37,4,2015-01-22
"The Brookings Institution","United States","6250000 - 6499999",0,19.75,6,2015-05-18
"European Council on Foreign Relations","United Kingdom","5500000 - 5749000",0,35,14,2015-01-14
"Instituto de Telecomunicações",Portugal,5281000,0,12.5,0,2016-09-06
Bruegel,Belgium,"3750000 - 3999999",2,29.25,23,2011-09-27
"TS Corporation Srl",Italy,3500000,0,10,0,2017-04-02
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3000000 - 3249999",2,28.25,4,2009-11-18
"Friends of Europe",Belgium,"2750000 - 2999999",1,20.5,45,2011-09-23
"INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA",Spain,"2750000 - 2999999",0,7.5,0,2016-10-17
"European Policy Centre",Belgium,"2250000 - 2499999",0,29.5,49,2009-01-22
"Centre for European Reform","United Kingdom","1750000 - 1999999",0,14,36,2015-01-19
"Instituut voor Bestuurders / L'Institut des Administrateurs",Belgium,"1750000 - 1999999",0,16.75,0,2010-08-31
"Rosa Luxemburg Stiftung Brussels Office",Belgium,"1750000 - 1999999",7,10,0,2017-04-25
"Institut français de recherche pour l’exploitation de la mer",France,"1500000 - 1749000",0,17,0,2016-05-24
Konrad-Adenauer-Stiftung,Germany,"1500000 - 1749000",5,14,13,2017-05-24
Concawe,Belgium,1600000,0,6,2,2011-07-26
"Asociación Empresarial de Investigación Centro Tecnológico del Mármol, Piedra y Materiales",Spain,"1000000 - 1249999",0,1.5,0,2016-12-07
"Carnegie Europe",Belgium,"1000000 - 1249999",0,12.5,14,2015-09-24
"Institut Jacques Delors / Jacques Delors Institute",France,"1000000 - 1249999",0,11.75,27,2015-05-12
"Institut für Weltwirtschaft",Germany,"1000000 - 1249999",0,4.25,0,2015-06-11
"Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS",Italy,"1000000 - 1249999",0,2.5,0,2017-07-27
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,"1000000 - 1249999",5,5,0,2012-11-28
"Joint Institute for Innovation Policy",Belgium,"1000000 - 1249999",10,9,0,2015-04-30
"Marine and Environmental Sciences Centre",Portugal,"1000000 - 1249999",0,7.25,0,2017-06-19
"RINA CONSULTING-Centro Sviluppo Materiali",Italy,"1000000 - 1249999",0,10,0,2016-12-02
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"1000000 - 1249999",3,15.5,10,2013-03-08
"The Lisbon Council for Economic Competitiveness and Social Renewal asbl",Belgium,"1000000 - 1249999",0,6,16,2008-10-05
