"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"The University of Nottingham","United Kingdom",480760000,0,190,0,2017-02-10
"University of Amsterdam - Faculty of Law",Netherlands,4545000,0,25,0,2017-02-23
UnternehmerTUM,Germany,3600000,0,1,4,2017-01-13
"Baltic International Academy",Latvia,3054423,0,4.25,0,2017-03-30
"Institut d’ Investigació en Ciències de la Salut Germans Trias i Pujol",Spain,2943000,0,4.5,0,2016-11-09
"University of Warwick","United Kingdom","1250000 - 1499999",0,86,3,2015-01-30
"Klaipėdos turizmo mokykla",Lithuania,1396267,0,12.5,0,2017-04-26
"UK Research Office",Belgium,"1000000 - 1249999",11,10,3,2013-04-03
"Universidade do Porto",Portugal,"1000000 - 1249999",0,6.25,2,2017-05-17
"Institut de Recherche pour le Développement",France,1000000,0,5,5,2015-05-13
"Technische Universität Dresden",Germany,"900000 - 999999",0,2,0,2015-06-01
"The Joint Institute for Nuclear Research",Russia,"900000 - 999999",0,47.5,0,2015-07-23
"Universität Stuttgart",Germany,"900000 - 999999",0,7.25,2,2016-07-18
"Vrije Universiteit Brussel",Belgium,"900000 - 999999",0,8.5,2,2016-12-19
"SABANCI UNIVERSITESI",Turkey,855609,0,36.5,1,2017-10-17
"Harper Adams University","United Kingdom","700000 - 799999",0,5.25,0,2016-12-05
"EMN National Contact Point of Luxembourg (University of Luxembourg)",Luxembourg,789585,0,4.5,0,2017-12-19
"Universiteit Antwerpen",Belgium,"600000 - 699999",0,6.5,1,2017-03-01
"World Maritime University",Sweden,"600000 - 699999",0,5,0,2015-09-07
"Edinburgh Napier University","United Kingdom","500000 - 599999",0,6.5,0,2015-11-17
"FernUniversität in Hagen",Germany,"400000 - 499999",0,5.25,0,2017-01-16
"Universitatea Babeș-Bolyai",Romania,"400000 - 499999",0,19.5,0,2015-12-22
"Digital Economy Lab, University of Warsaw",Poland,425000,0,12.5,2,2015-10-30
"University of Salford","United Kingdom",415000,0,2.5,0,2015-03-13
"EuroTech Universities Alliance",Belgium,"300000 - 399999",3,2.5,4,2014-07-15
"Faculty of Technical Sciences, University of Novi Sad",Serbia,"300000 - 399999",0,0.25,0,2016-03-10
"Goldsmiths, University of London","United Kingdom","300000 - 399999",0,5,0,2016-10-13
"Hogeschool van Arnhem en Nijmegen",Netherlands,"300000 - 399999",0,3,0,2012-09-26
"Miskolci Egyetem",Hungary,"300000 - 399999",0,11.25,0,2017-01-31
"Technical University of Denmark",Denmark,"300000 - 399999",0,5.75,0,2016-11-25
"The Open University","United Kingdom","300000 - 399999",0,7.5,1,2012-10-29
"UNIVERSITA' DEGLI STUDI DI FIRENZE",Italy,"300000 - 399999",0,1.75,0,2017-01-16
"Univerzita Komenského v Bratislave",Slovakia,"300000 - 399999",0,10,0,2017-01-27
"Erasmus MC Universitair Medisch Centrum Rotterdam",Netherlands,350000,0,3,1,2016-04-19
"European Academies' Science Advisory Council",Germany,"200000 - 299999",0,4,4,2013-07-26
"Galway-Mayo Institute of Technology",Ireland,"200000 - 299999",0,3,0,2016-06-10
"Institute of Technology Tralee",Ireland,"200000 - 299999",0,6.25,0,2017-06-23
"Linköpings universitet",Sweden,"200000 - 299999",0,5,0,2017-09-21
"School of Geography, Queen Mary University of London","United Kingdom","200000 - 299999",0,1.25,0,2017-06-21
"The Royal Society","United Kingdom","200000 - 299999",0,2,5,2013-01-16
"Vysoká škola chemicko-technologická v Praze","Czech Republic","200000 - 299999",0,1,0,2015-07-08
"Šiaulių valstybinė kolegija",Lithuania,"200000 - 299999",0,2,0,2015-12-23
