"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"University of Warwick","United Kingdom","1250000 - 1499999",0,86,3,2015-01-30
"Klaipėdos turizmo mokykla",Lithuania,1396267,0,12.5,0,2017-04-26
"UK Research Office",Belgium,"1000000 - 1249999",10,10,3,2013-04-03
"Universidade do Porto",Portugal,"1000000 - 1249999",0,6.25,2,2017-05-17
"University College London","United Kingdom","1000000 - 1249999",0,20.25,0,2018-04-06
"Technische Universität Dresden",Germany,"900000 - 999999",0,2,0,2015-06-01
"University of Bath","United Kingdom","900000 - 999999",0,17.5,0,2013-02-07
"Vrije Universiteit Brussel",Belgium,"900000 - 999999",0,8.5,2,2016-12-19
"Ústav geotechniky Slovenskej akadémie vied",Slovakia,"900000 - 999999",0,0.75,0,2016-09-26
"Harper Adams University","United Kingdom","700000 - 799999",0,5.25,0,2016-12-05
"EMN National Contact Point of Luxembourg (University of Luxembourg)",Luxembourg,789585,0,4.5,0,2017-12-19
"Libera Università Internazionale degli Studi Sociali Guido Carli, Dipartimento di Giurisprudenza",Italy,"600000 - 699999",0,3.25,0,2018-04-20
"Universiteit Antwerpen",Belgium,"600000 - 699999",0,6.5,1,2017-03-01
"World Maritime University",Sweden,"600000 - 699999",0,4.25,0,2015-09-07
"Edinburgh Napier University","United Kingdom","500000 - 599999",0,5.75,0,2015-11-17
"Norwegian Institute for Water Reseach",Norway,"500000 - 599999",0,9,0,2017-07-21
"Fundación Zaragoza Logistics Center",Spain,581229,0,12,0,2013-01-25
EconomiX,France,580000,0,10,0,2018-04-13
"Faculty of Technical Sciences, University of Novi Sad",Serbia,"400000 - 499999",0,0.25,0,2016-03-10
"FernUniversität in Hagen",Germany,"400000 - 499999",0,5.25,0,2017-01-16
"Rijksuniversiteit Groningen",Netherlands,"400000 - 499999",1,5.5,0,2018-01-11
"UNIVERSIDAD DE CÁDIZ",Spain,"400000 - 499999",0,4,0,2016-05-20
"Universitatea Babeș-Bolyai",Romania,"400000 - 499999",0,19.5,0,2015-12-22
"SRUC, Scotland's Rural College","United Kingdom",460000,0,0.5,0,2018-03-07
"SABANCI UNIVERSITESI",Turkey,413595,0,5.75,1,2017-10-17
"ALIANZA 4-UNIVERSIDADES",Spain,"300000 - 399999",0,2,0,2017-05-05
"Conference of European Schools for Advanced Engineering Education and Research",Belgium,"300000 - 399999",0,2.5,8,2015-02-10
"European Academies' Science Advisory Council",Germany,"300000 - 399999",0,4,4,2013-07-26
"Goldsmiths, University of London","United Kingdom","300000 - 399999",0,5,0,2016-10-13
"Hogeschool van Arnhem en Nijmegen",Netherlands,"300000 - 399999",0,6.25,0,2012-09-26
"Miskolci Egyetem",Hungary,"300000 - 399999",0,11.25,0,2017-01-31
"Technical University of Denmark",Denmark,"300000 - 399999",0,5.75,0,2016-11-25
"The Open University","United Kingdom","300000 - 399999",0,7.5,1,2012-10-29
"UNIVERSITA' DEGLI STUDI DI FIRENZE",Italy,"300000 - 399999",0,1.75,0,2017-01-16
"University of South-Eastern Norway",Norway,"300000 - 399999",0,2.25,0,2016-06-08
"Univerza v Ljubljani",Slovenia,"300000 - 399999",0,2.5,1,2018-04-04
"Univerzita Komenského v Bratislave",Slovakia,"300000 - 399999",0,10,0,2017-01-27
"Erasmus MC Universitair Medisch Centrum Rotterdam",Netherlands,350000,0,3,1,2016-04-19
"Leibniz Institut für Biodiversität der Tiere - Zoologisches Forschungsmuseum Alexander Koenig",Germany,300000,0,1.5,0,2018-01-18
"Campus Automobile Spa-Francorchamps",Belgium,"200000 - 299999",0,3.75,0,2017-03-03
EuropeanFunds.info,Malta,"200000 - 299999",0,5,0,2015-01-31
"Galway-Mayo Institute of Technology",Ireland,"200000 - 299999",0,3,0,2016-06-10
"Hellenic Naval Academy",Greece,"200000 - 299999",0,13.75,0,2016-11-12
"Linköpings universitet",Sweden,"200000 - 299999",0,5,0,2017-09-21
"The Royal Society","United Kingdom","200000 - 299999",0,2,5,2013-01-16
"Université libre de Bruxelles",Belgium,"200000 - 299999",0,5.5,3,2016-04-19
"Vysoká škola chemicko-technologická v Praze","Czech Republic","200000 - 299999",0,1,0,2015-07-08
"ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s","Czech Republic","200000 - 299999",0,6.25,0,2018-03-02
"Šiaulių valstybinė kolegija",Lithuania,"200000 - 299999",0,2,0,2015-12-23
"Università degli Studi di Catania",Italy,250000,0,4.5,0,2016-06-03
"EUROPEAN ASSOCIATION OF ESTABLISHMENTS FOR VETERINARY EDUCATION",Austria,242210,0,6.5,0,2016-01-06
"Graz University of Technology",Austria,225000,0,3.25,0,2016-07-20
"All European Academies",Germany,224000,0,3,3,2015-02-11
"Eindhoven University of Technology",Netherlands,200000,1,2,1,2018-02-02
"Freie Universität Berlin",Germany,200000,0,1,3,2012-11-19
"Humboldt-Universität zu Berlin",Germany,200000,0,2.5,4,2017-04-10
"Open Universiteit in the Netherlands",Netherlands,200000,0,2.25,0,2016-01-25
"UNIVERSITA' DEGLI STUDI DI TRIESTE",Italy,200000,0,2.5,0,2016-12-12
"Aleksandro Stulginskio universitetas",Lithuania,"100000 - 199999",0,1.25,0,2017-04-18
"Barcelona Supercomputing Center- Centro Nacional de Supercomputación",Spain,"100000 - 199999",0,9.25,1,2018-03-26
"Deutscher Akademischer Austauschdienst",Germany,"100000 - 199999",1,2.75,1,2012-02-01
"FUNDACIÓ PER A LA UNIVERSITAT OBERTA DE CATALUNYA",Spain,"100000 - 199999",0,1.75,0,2015-12-04
"Faculdade de Engenharia da Universidade do Porto",Portugal,"100000 - 199999",0,3,0,2016-03-23
"Institut für Textiltechnik",Germany,"100000 - 199999",0,2,0,2017-09-21
