"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Instituto de Telecomunicações",Portugal,7339567,0,25,0,2016-09-06
"European Council on Foreign Relations","United Kingdom","6750000 - 6999999",0,18,14,2015-01-14
"European Centre for Development Policy Management",Netherlands,"6250000 - 6499999",0,37,4,2015-01-22
"The Brookings Institution","United States","6250000 - 6499999",0,19.75,6,2015-05-18
"Fundación Tekniker",Spain,"5500000 - 5749000",0,91.5,0,2012-01-24
Bruegel,Belgium,4939108,0,29,16,2018-05-23
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3500000 - 3749000",0,30,4,2009-11-18
"Friends of Europe",Belgium,"3500000 - 3749000",0,26.5,45,2011-09-23
"INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA",Spain,"2750000 - 2999999",0,7.5,0,2016-10-17
"European Policy Centre",Belgium,"2250000 - 2499999",0,29.5,49,2009-01-22
"Association pour les Transferts de Technologies du Mans",France,"2000000 - 2249999",0,22.5,0,2018-02-01
"The Joint Institute for Innovation Policy",Belgium,"2000000 - 2249999",6,12,0,2018-06-18
"Instituut voor Bestuurders / L'Institut des Administrateurs",Belgium,"1750000 - 1999999",0,17.25,0,2010-08-31
"Rosa Luxemburg Stiftung Brussels Office",Belgium,"1750000 - 1999999",6,9,0,2017-04-25
Konrad-Adenauer-Stiftung,Germany,"1500000 - 1749000",4,14,13,2017-05-24
Concawe,Belgium,1600000,0,8,2,2011-07-26
"Centre for European Reform","United Kingdom","1250000 - 1499999",0,16.5,36,2015-01-19
"Institut Jacques Delors / Jacques Delors Institute",France,"1250000 - 1499999",0,11,27,2015-05-12
"Institut français de recherche pour l’exploitation de la mer",France,"1250000 - 1499999",0,15.5,0,2016-05-24
"Research and Education Laboratory in Information Technologies",Greece,1456350,0,30,0,2018-03-08
"Instytut Metali Niezelaznych",Poland,1321300,0,15.25,0,2015-06-18
"Asociación Empresarial de Investigación Centro Tecnológico del Mármol, Piedra y Materiales",Spain,"1000000 - 1249999",0,1.5,0,2016-12-07
CERIC-ERIC,Italy,"1000000 - 1249999",0,4,0,2014-09-26
"Carnegie Europe",Belgium,"1000000 - 1249999",0,14.25,14,2015-09-24
"Center for the Study of Democracy",Bulgaria,"1000000 - 1249999",0,20.25,2,2010-11-17
"Institut für Weltwirtschaft",Germany,"1000000 - 1249999",0,6,0,2015-06-11
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,"1000000 - 1249999",6,5,0,2012-11-28
"RINA CONSULTING-Centro Sviluppo Materiali",Italy,"1000000 - 1249999",0,10,0,2016-12-02
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"1000000 - 1249999",6,17.5,10,2013-03-08
"The German Marshall Fund of the United States - The Transatlantic Foundation",Belgium,"1000000 - 1249999",6,9.75,20,2015-11-27
"The Regulatory Assistance Project","United States","1000000 - 1249999",2,5.75,2,2012-12-06
"Vlaamse Instelling voor Technologisch Onderzoek",Belgium,"1000000 - 1249999",0,10,0,2016-10-04
"Institut de Recherche pour le Développement",France,1000000,0,6,5,2015-05-13
"ASOCIACIÓN DE INVESTIGACIÓN DE LAS INDUSTRIAS CERÁMICAS",Spain,"900000 - 999999",0,11.25,0,2017-09-26
"Climate Economics Chair (Paris-Dauphine University -  Europlace Institute of Finance)",France,"900000 - 999999",0,10.25,1,2013-01-25
"Elettra - Sincrotrone Trieste S.C.p.A.",Italy,"900000 - 999999",0,10,0,2012-10-18
"Laboratório Nacional de Engenharia Civil, I.P.",Portugal,"900000 - 999999",0,8.75,1,2017-11-09
"The Lisbon Council for Economic Competitiveness and Social Renewal asbl",Belgium,"900000 - 999999",0,8,16,2008-10-05
"League of European Research Universities",Belgium,989000,6,7,6,2014-01-24
"Cyprus Neuroscience & Technology Institute",Cyprus,"800000 - 899999",0,27.5,0,2016-01-19
