"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"International Swaps and Derivatives Association","United States","2500000 - 2749000",2,5,10,2009-02-08
"European Federation of Food, Agriculture and Tourism Trade Unions",Belgium,"1500000 - 1749000",6,11.25,28,2009-02-03
"Association de Lutte contre la Piraterie Audiovisuelle",France,"1250000 - 1499999",0,7.5,0,2016-04-04
"União Geral de Trabalhadores",Portugal,"1250000 - 1499999",0,38,0,2016-12-28
"Conseil des Notariats de l'Union Européenne",Belgium,"1000000 - 1249999",5,5.75,4,2011-08-26
"EUROPEAN TRADE UNION CONFEDERATION",Belgium,"1000000 - 1249999",8,22.25,196,2009-02-02
"European Broadcasting Union - Union Européenne de Radio-télévision AISBL",Belgium,"1000000 - 1249999",6,7,41,2009-04-30
"GSMA Europe","United Kingdom","1000000 - 1249999",9,6.75,56,2011-12-22
"Toimihenkilökeskusjärjestö STTK",Finland,"1000000 - 1249999",0,20,5,2016-12-20
"Regional Organisation of the International Trade Union Confederation",Togo,1000000,0,1.75,0,2016-11-03
"Confederatia Sindicala Nationala MERIDIAN",Romania,"900000 - 999999",0,33.75,0,2015-03-26
"International Trade Union Confederation",Belgium,902576,2,1.25,3,2009-04-27
"Institute of Chartered Accountants in England and Wales","United Kingdom","800000 - 899999",1,2.5,7,2008-12-04
"European Federation of Public Service Unions",Belgium,"700000 - 799999",2,9,43,2009-04-16
"FEDERAZIONE ITALIANA DELLA CACCIA BRESCIA",Italy,"600000 - 699999",0,1,0,2015-03-12
"Federation of Veterinarians of Europe",Belgium,"600000 - 699999",0,6,6,2008-12-05
"National Farmers' Union","United Kingdom","600000 - 699999",0,50,9,2016-03-07
"FILMJUS Hungarian Society for the Protection of Audio-visual Authors’ and Producers’ Rights",Hungary,685000,0,2,0,2015-10-26
"European Documentary Network",Denmark,654943,0,5.5,0,2015-04-17
"Associazione degli Enti Previdenziali Privati",Italy,"500000 - 599999",0,11,2,2015-09-30
"European Biomass Association",Belgium,"500000 - 599999",4,1.75,11,2010-10-28
"Fédération Nationale du Crédit Agricole",France,"500000 - 599999",1,1,0,2015-04-17
"UNI Europa",Belgium,"500000 - 599999",5,6,18,2012-02-06
"The Swedish Trade Union Confederation",Sweden,577500,0,5.5,6,2015-06-26
"Associação Nacional das Farmácias",Portugal,"400000 - 499999",1,2.5,0,2016-10-06
"Bundesarbeitskammer Österreich",Austria,"400000 - 499999",0,6.5,5,2009-06-26
"Bureau Européen de l'Agriculture Française",Belgium,"400000 - 499999",3,4,5,2011-08-04
"Council of European Dentists",Belgium,"400000 - 499999",2,3,2,2009-01-15
"Cyprus Hotel Association",Cyprus,"400000 - 499999",0,0.75,0,2015-07-24
"Deutscher Gewerkschaftsbund",Germany,"400000 - 499999",1,7,30,2009-09-30
"European CanCer Organisation",Belgium,"400000 - 499999",2,2.5,4,2011-07-20
"European Transport Workers' Federation",Belgium,"400000 - 499999",12,5,50,2009-02-12
Rederscentrale,Belgium,"400000 - 499999",0,3.75,0,2009-12-21
"Union des Transports Publics et ferroviaires",France,"400000 - 499999",2,2,3,2009-06-05
"Sveriges Akademikers Centralorganisation",Sweden,400000,0,1.75,6,2016-12-19
"Wirtschaftsvereinigung Stahl",Germany,400000,2,2.75,11,2009-06-23
"ASSOCIATION DE L'ECONOMIE NUMERIQUE",France,"300000 - 399999",0,1,0,2015-12-22
"Bureau Telematica Binnenvaart",Netherlands,"300000 - 399999",0,3,1,2016-04-13
CAOBISCO,Belgium,"300000 - 399999",0,3,1,2016-04-15
"Confédération Générale du Travail Force ouvrière",France,"300000 - 399999",0,0.75,0,2016-12-06
"European Federation of Journalists",Belgium,"300000 - 399999",4,0.5,20,2011-09-06
"European Society for Medical Oncology",Switzerland,"300000 - 399999",0,1.5,4,2016-12-08
"European Society of Cardiology",France,"300000 - 399999",1,2.25,12,2011-10-20
"FEDERATION FRANCAISE DES VINS D'APERITIF",France,"300000 - 399999",0,1.5,1,2012-05-11
"Food Supplements Europe",Belgium,"300000 - 399999",0,1.5,6,2013-07-10
"Fédération Française d'Equitation",France,"300000 - 399999",0,1.25,4,2011-05-31
"Industriegewerkschaft Metall",Germany,"300000 - 399999",4,3.75,20,2014-03-13
"Irish Road Haulage Association",Ireland,"300000 - 399999",0,1,3,2015-09-15
"Palkansaajajärjestöjen EU-edustusto FinUnions",Belgium,"300000 - 399999",0,2,5,2015-01-28
"Union Française des Semenciers",France,"300000 - 399999",1,9,0,2016-06-09
"Unión de Uniones de Agricultores y Ganaderos",Spain,"300000 - 399999",0,12,0,2015-05-18
"Österreichischer Gewerkschaftsbund",Austria,"300000 - 399999",0,4,12,2010-10-17
"Asociacion Agraria Jovenes Agricultores",Spain,"200000 - 299999",1,12,2,2015-04-15
"Association Nationale des Sociétés par Actions",France,"200000 - 299999",0,1.25,1,2015-05-28
"BREIZ EUROPE",France,"200000 - 299999",3,2.25,22,2011-09-30
"Brussels Office of the Swedish Trade Unions",Belgium,"200000 - 299999",2,2,8,2011-07-05
