"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Asociación Mundial Derechos Inventor",Spain,"> 10,000,000",0,,0,2010-06-13
"ECCO2 Global Partners","United States","> 10,000,000",1,,0,2014-05-14
"The NHS Confederation","United Kingdom","> 10,000,000",3,,0,2011-09-23
"International Juvenile Justice Observatory",Belgium,"4750000 - 5000000",0,,0,2011-01-10
ClientEarth,"United Kingdom",4813709,7,,39,2011-12-21
"International Union for Conservation of Nature EU Representative Office",Belgium,"4000000 - 4250000",3,,29,2012-04-03
"EUROPEAN ORGANISATION FOR RARE DISEASES",France,"3750000 - 4000000",0,,14,2011-08-30
"ITALIA NOSTRA ONLUS - SEZIONE VITERBO",Italy,"3000000 - 3250000",0,,1,2013-05-21
"ASSOCIAZIONE ISTITUTO MEDICO PSICO-PEDAGOGICO LUCIA MANGANO",Italy,"2500000 - 2750000",0,,0,2014-11-03
"Japan Business Machine and Information System Industries Association",Japan,"2500000 - 2750000",0,,1,2014-12-08
"Lhasa Limited","United Kingdom","2500000 - 2750000",0,,0,2014-10-10
"Mediterranean Information Office for Environment, Culture and Sustainable Development",Greece,"2500000 - 2750000",0,,0,2009-04-14
"B'nai B'rith",Belgium,"2250000 - 2500000",3,,0,2011-12-09
"Koninklijke Nederlandse Toeristenbond ANWB",Netherlands,"2250000 - 2500000",0,,0,2009-05-27
"Special Olympics Europe Eurasia",Ireland,"2250000 - 2500000",0,,3,2014-12-18
"Identites & Traditions Européennes",Belgium,"2000000 - 2250000",1,,0,2013-03-20
"The European Union Youth Orchestra","United Kingdom","2000000 - 2250000",0,,3,2014-12-08
"Network of European Regions Using Space Technologies",Belgium,"1750000 - 2000000",2,,2,2013-06-07
"sloneczny europejczyk",Poland,"1750000 - 2000000",0,,0,2014-03-12
"Associazione Italiana Celiachia",Italy,"1500000 - 1999999",0,,0,2011-07-05
"European Cyclists' Federation",Belgium,"1500000 - 1999999",1,,17,2011-04-27
"European Landowners'  Organization asbl",Belgium,"1500000 - 1999999",2,,24,2009-02-25
"Bureau Européen des Unions de Consommateurs",Belgium,"1500000 - 1750000",20,,197,2008-10-29
"European Association for Local Democracy",France,"1500000 - 1750000",0,,1,2014-10-24
"International Crisis Group",Belgium,"1500000 - 1750000",0,,12,2009-05-10
"The Pew Charitable Trusts","United States","1500000 - 1750000",9,,43,2011-10-21
"CONCORD Europe",Belgium,"1250000 - 1500000",4,,31,2012-09-21
"Eurogroup for Animals",Belgium,"1250000 - 1500000",5,,41,2008-10-10
"European Multiple Sclerosis Platform",Belgium,"1250000 - 1500000",2,,1,2013-11-29
"European Partnership for Democracy",Belgium,"1250000 - 1500000",0,,7,2014-08-18
"International Cyber-Rights Association","United Kingdom","1250000 - 1500000",0,,0,2014-05-27
"Methaq for Development and Human Rights Center",Jordan,"1250000 - 1500000",0,,0,2014-09-15
"Brabantse Milieufederatie",Netherlands,"1000000 - 1250000",0,,0,2012-08-07
"Comharchumann Fuinnimh Oileáin Árann Teoranta",Ireland,"1000000 - 1250000",0,,0,2014-02-12
"European Association for Quality Assurance in Higher Education",Belgium,"1000000 - 1250000",0,,0,2014-05-21
"European Citizen Action Service",Belgium,"1000000 - 1250000",5,,2,2010-06-04
"European Network on Debt and Development",Belgium,"1000000 - 1250000",11,,15,2009-10-12
"Greenpeace European Unit",Belgium,"1000000 - 1250000",13,,119,2008-10-29
"Amnesty International European Institutions Office",Belgium,"900000 - 1000000",13,,54,2012-02-29
"Environmental Justice Foundation","United Kingdom","900000 - 1000000",5,,13,2014-07-23
"European Disability Forum",Belgium,"900000 - 1000000",6,,30,2010-07-19
Neth-ER,Belgium,"900000 - 1000000",5,,10,2011-10-20
"Transparency International Liaison Office to the European Union",Belgium,"900000 - 1000000",13,,47,2008-06-23
"Allgemeiner Deutscher Automobil-Club e.V.",Germany,"900000 - 999999",0,,2,2010-07-28
"Verbraucherzentrale Bundesverband",Germany,"900000 - 999999",17,,16,2008-12-09
APRODEV,Belgium,"800000 - 900000",9,,25,2008-12-01
"Aids Healthcare Foundation Europe",Netherlands,"800000 - 900000",0,,0,2014-05-28
"Caritas Europa",Belgium,"800000 - 900000",9,,24,2009-01-06
"European Peacebuilding Liaison Office",Belgium,"800000 - 900000",0,,3,2009-01-02
"European Women's Lobby",Belgium,"800000 - 900000",10,,21,2011-09-16
"Famiglia di Therese",Italy,"800000 - 900000",0,,0,2011-12-09
"Platform for International Cooperation on Undocumented Migrants",Belgium,"800000 - 900000",7,,8,2010-07-08
"Ecological and Toxicological Association of Dyes and Organic Pigments Manufacturers",Switzerland,"700000 - 800000",0,,0,2013-09-13
"Eurogroup for Wildlife and Laboratory Animals",Belgium,"700000 - 800000",4,,0,2008-10-10
"European Microfinance Network aisbl",Belgium,"700000 - 800000",0,,10,2013-04-19
"Platform of European Social NGOs",Belgium,"700000 - 800000",4,,30,2009-02-20
"ADRA - Adventist Development and Relief Agency - EU Liaison Office",Belgium,"600000 - 700000",0,,2,2011-01-31
"Confederation of Family Organisations in the European Union",Belgium,"600000 - 700000",7,,15,2011-09-26
"Contact Office for European Research, Innovation and Education",Switzerland,"600000 - 700000",3,,7,2012-04-05
"European Association of Research and Technology Organisations",Belgium,"600000 - 700000",4,,27,2011-09-13
"European Environmental Bureau",Belgium,"600000 - 700000",10,,101,2009-03-06
"Finance Watch",Belgium,"600000 - 700000",6,,12,2011-10-05
"International Federation for Spina Bifida and Hydrocephalus",Belgium,"600000 - 700000",2,,0,2014-03-12
"OXFAM INTERNATIONAL EU ADVOCACY OFFICE",Belgium,"600000 - 700000",12,,87,2009-04-28
"WWF European Policy Programme",Belgium,"600000 - 700000",7,,156,2008-09-23
"EUROPA DONNA-The European Breast Cancer Coalition",Italy,"600000 - 699999",0,,1,2009-02-13
"European Consumer Centre Belgium",Belgium,"500000 - 600000",0,,0,2012-03-01
"European Youth Forum",Belgium,"500000 - 600000",6,,36,2012-01-18
"FEBEM FEGE",Belgium,"500000 - 600000",0,,0,2013-04-22
"Federation of Associations for Hunting & Conservation of the EU",Belgium,"500000 - 600000",5,,22,2009-02-20
"Friends of the Earth Europe",Belgium,"500000 - 600000",9,,70,2008-09-12
FERN,Belgium,"500000 - 599999",3,,33,2011-01-25
"Association Belge des Consommateurs Test-Achats / Belgische Verbruikersunie Test Aankoop",Belgium,"450000 - 500000",0,,3,2014-09-09
"CO-Gas Safety, The Carbon Monoxide & Gas Safety Society","United Kingdom","450000 - 500000",0,,0,2013-10-28
"ECDL Foundation",Ireland,"450000 - 500000",0,,4,2009-10-07
"Euro Coop - European Community of Consumer Cooperatives",Belgium,"450000 - 500000",0,,4,2008-07-28
"European Internet Foundation",Belgium,"450000 - 500000",3,,1,2013-06-27
"European Respiratory Society",Switzerland,"450000 - 500000",4,,5,2012-02-24
"Hemaia Center For Supporting Human Rights Defenders",Egypt,"450000 - 500000",0,,0,2013-09-24
"International Road Transport Union Permanent Delegation to the EU",Belgium,"450000 - 500000",5,,31,2011-02-14
"Norwegian Accounting Standards Board",Norway,"450000 - 500000",0,,0,2014-10-30
ONE,Belgium,"450000 - 500000",10,,30,2011-12-06
"Organziación de Consumidores y Usuarios",Spain,"450000 - 500000",0,,0,2010-01-14
"Rebeat Digital GmbH",Austria,"450000 - 500000",0,,0,2014-02-05
"The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association",Belgium,"450000 - 500000",5,,21,2011-09-14
"Transport and Environment (European Federation for Transport and Environment)",Belgium,"450000 - 500000",11,,162,2010-02-22
"Action for Teens",Belgium,"400000 - 499999",3,,0,2011-09-08
"Alliance Defending Freedom","United States","400000 - 499999",0,,0,2010-08-20
"Government To You",Belgium,"400000 - 499999",3,,0,2014-02-03
"LATVIJAS ZIVSAIMNIEKU ASOCIĀCIJA",Latvia,"400000 - 499999",0,,0,2009-09-10
"Association Européenne de l'Energie",France,"400000 - 450000",4,,0,2011-09-08
"Balkan Civil Society Developmet Network",Macedonia,"400000 - 450000",0,,0,2009-12-17
"CEJI - A Jewish Contribution to an Inclusive Europe",Belgium,"400000 - 450000",2,,1,2012-09-28
"EuroGeoSurveys - The Geological Surveys of Europe",Belgium,"400000 - 450000",1,,8,2010-09-27
"European Federation for Intercultural Learning",Belgium,"400000 - 450000",0,,1,2012-01-17
"European Haemophilia Consortium",Belgium,"400000 - 450000",3,,0,2014-05-27
"European Health Telematics Association",Belgium,"400000 - 450000",0,,1,2014-06-30
IDF-Germany,Germany,"400000 - 450000",0,,0,2013-03-06
"Independent Diplomat","United States","400000 - 450000",2,,1,2011-10-21
"Jesuit Refugee Service-Europe",Belgium,"400000 - 450000",1,,0,2012-06-25
"Organizatia de Aparare a Drepturilor Omului",Romania,"400000 - 450000",0,,0,2014-07-01
"Plan International - EU Office",Belgium,"400000 - 450000",4,,18,2009-05-27
R&Dialogue,Netherlands,"400000 - 450000",0,,0,2014-10-09
"World Vision Brussels & EU Representation ivzw/aisbl",Belgium,"400000 - 450000",6,,17,2009-12-09
"BirdLife Europe",Belgium,"350000 - 400000",5,,72,2008-12-04
"CEE Bankwatch Network","Czech Republic","350000 - 400000",2,,21,2010-06-30
"Centre européen Robert Schuman",France,"350000 - 400000",0,,0,2011-10-04
"Deutscher Caritasverband e. V.",Germany,"350000 - 400000",3,,0,2009-02-25
"Erasmus Student Network",Belgium,"350000 - 400000",3,,2,2010-01-14
"European Environmental Citizens' Organisation for Standardisation",Belgium,"350000 - 400000",0,,7,2010-05-21
"European Federation of Community of Sant'Egidio AISBL",Belgium,"350000 - 400000",0,,2,2014-11-04
"European Liver Patients' Association",Belgium,"350000 - 400000",0,,7,2012-09-13
"European Parliamentary Financial Services Forum",Belgium,"350000 - 400000",4,,1,2010-04-07
