"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"FERROVIAL AGROMAN S.A.",Spain,"> 10,000,000",0,30.5,0,2014-01-31
"General Electric Company","United States","5250000 - 5499999",6,9.25,88,2008-12-24
Google,"United States","5250000 - 5499999",7,8.25,264,2011-03-29
"ExxonMobil Petroleum & Chemical",Belgium,"4500000 - 4749000",9,8,31,2009-01-06
"Microsoft Corporation","United States","4500000 - 4749000",6,8.5,156,2009-01-13
"Shell Companies",Netherlands,"4500000 - 4749000",9,11,80,2012-04-18
"Deutsche Bank AG",Germany,3379000,5,6.75,75,2013-05-30
"BASF SE",Germany,3200000,11,11.75,35,2008-12-16
"BP p.l.c.","United Kingdom","2750000 - 2999999",4,5.25,43,2008-11-14
"Huawei Technologies",China,2800000,4,7.25,64,2013-06-25
"Daimler Aktiengesellschaft",Germany,"2500000 - 2749000",5,7.75,41,2008-12-18
"GEIE des Utilisateurs d'ERTMS",Belgium,"2500000 - 2749000",0,10,0,2013-09-03
"IDIADA Automotive Technology, S.A",Spain,"2500000 - 2749000",0,2,0,2016-11-02
"Statoil ASA",Norway,"2500000 - 2749000",6,7.5,51,2009-01-19
"Volkswagen Aktiengesellschaft",Germany,2660000,4,14.75,77,2009-01-15
"PFA Koncernen",Denmark,2500000,0,4,1,2017-06-18
"British American Tobacco","United Kingdom","2250000 - 2499999",7,2.25,2,2009-01-21
"Dow Europe GmbH",Switzerland,"2000000 - 2249999",4,5.5,51,2009-02-05
"ELECTRICITE DE FRANCE",France,"2000000 - 2249999",13,11,49,2009-06-12
"ENEL SpA",Italy,"2000000 - 2249999",6,6.25,75,2008-07-17
ENGIE,France,"2000000 - 2249999",4,11,71,2011-12-13
"Samsung Electronics Europe","United Kingdom","2000000 - 2249999",4,3.75,24,2011-11-30
"Siemens AG",Germany,2234000,14,9.75,52,2008-12-12
"RWE AG",Germany,2000000,6,5.5,25,2010-04-15
"Telefonica, S.A.",Spain,2000000,6,6,89,2008-06-23
"Airbus Group N.V.",Netherlands,"1750000 - 1999999",11,6.5,202,2008-11-26
"Amazon Europe Core SARL",Luxembourg,"1750000 - 1999999",11,6,86,2014-09-15
"Credit Suisse Group AG",Switzerland,"1750000 - 1999999",0,1.75,8,2015-04-28
"EVONIK INDUSTRIES AG",Germany,"1750000 - 1999999",11,7,6,2008-12-23
"IBM Corporation","United States","1750000 - 1999999",2,5.75,115,2009-01-08
"Johnson & Johnson","United States","1750000 - 1999999",19,5.75,10,2009-03-06
"Novartis International AG",Switzerland,"1750000 - 1999999",8,5.25,23,2009-04-27
"TOTAL S.A.",France,"1750000 - 1999999",5,6,28,2008-12-16
"Bayer AG",Germany,1948000,9,12.25,38,2008-12-17
"Whirlpool EMEA S.p.A",Italy,1800000,0,13.5,0,2017-01-12
"Allianz SE",Germany,"1500000 - 1749000",4,5.5,19,2009-07-03
ArcelorMittal,Luxembourg,"1500000 - 1749000",4,5.25,84,2009-06-10
Diageo,"United Kingdom","1500000 - 1749000",3,4.5,18,2011-04-19
GlaxoSmithKline,"United Kingdom","1500000 - 1749000",5,4.75,11,2009-01-06
"HSBC Holdings PLC","United Kingdom","1500000 - 1749000",4,3.5,47,2014-11-27
"JT International",Switzerland,"1500000 - 1749000",3,4.25,1,2011-06-14
"LVMH Publica",Belgium,"1500000 - 1749000",3,3.25,33,2009-09-22
"Syngenta International AG",Switzerland,"1500000 - 1749000",4,2,18,2009-09-25
"Deutsche Post DHL Group",Germany,1741000,7,8,20,2011-01-27
"Deutsche Telekom",Germany,1500000,7,9,114,2009-11-06
ARTEVIA,France,"1250000 - 1499999",0,15,1,2017-01-06
"Amgen Inc","United States","1250000 - 1499999",2,4.25,1,2011-02-07
"Bank of America Merrill Lynch","United Kingdom","1250000 - 1499999",2,2.75,33,2011-01-19
"Bayerische Motoren Werke Aktiengesellschaft",Germany,"1250000 - 1499999",4,5.5,52,2008-12-17
BlackRock,"United States","1250000 - 1499999",5,2.5,35,2010-11-09
Ericsson,Sweden,"1250000 - 1499999",5,6.25,54,2010-01-22
"F. Hoffmann-La Roche Ltd",Switzerland,"1250000 - 1499999",1,4,1,2009-05-20
"Gas Infrastructure Europe",Belgium,"1250000 - 1499999",2,6,10,2009-07-28
Huntsman,"United States","1250000 - 1499999",0,4,0,2017-01-27
"Intel Corporation","United States","1250000 - 1499999",4,5.5,22,2008-12-31
"POLYECO SA",Greece,"1250000 - 1499999",0,3.5,0,2016-11-30
"Rolls-Royce plc","United Kingdom","1250000 - 1499999",3,3.5,21,2010-01-26
"Solvay SA",Belgium,"1250000 - 1499999",0,1,9,2009-02-19
"UBS Group AG",Switzerland,"1250000 - 1499999",3,1.5,16,2014-12-12
"Barclays PLC","United Kingdom",1257307,2,2.5,17,2011-08-03
"Apple Inc.","United States","1000000 - 1249999",3,2.5,60,2013-06-20
"Chevron Belgium NV","United States","1000000 - 1249999",4,3.25,4,2012-05-22
"Cisco Systems Inc.","United States","1000000 - 1249999",2,4,59,2014-12-08
"Environmental Protection Engineering SA",Greece,"1000000 - 1249999",0,1,0,2016-11-07
"Facebook Ireland Limited",Ireland,"1000000 - 1249999",5,5,164,2012-01-25
"HERE Technologies",Netherlands,"1000000 - 1249999",0,0.5,2,2016-10-10
"Hitachi Corporate Office, Europe",Japan,"1000000 - 1249999",5,7,11,2009-04-24
"Hyperloop Technology, Inc.","United States","1000000 - 1249999",0,2.25,3,2016-06-11
"INOVYN ChlorVinyls","United Kingdom","1000000 - 1249999",0,4,0,2015-07-03
"Inserm Transfert",France,"1000000 - 1249999",0,19.25,0,2017-03-22
"Liberty Global BV",Netherlands,"1000000 - 1249999",3,3.5,32,2012-02-02
"Links Management and Technology S.p.A.",Italy,"1000000 - 1249999",0,25,0,2017-07-31
Orange,France,"1000000 - 1249999",6,6,76,2009-12-07
"Robert Bosch GmbH",Germany,"1000000 - 1249999",5,8.75,42,2008-10-24
SAP,Germany,"1000000 - 1249999",4,2.5,29,2013-07-22
"SECIL-Companhia Geral de Cal e Cimento, S.A.",Portugal,"1000000 - 1249999",0,1,0,2014-07-29
"The Goldman Sachs Group, Inc.","United States","1000000 - 1249999",1,2,57,2014-11-24
"Vodafone Belgium SA",Belgium,"1000000 - 1249999",6,4.5,118,2010-04-20
"Wayna Aero",Spain,"1000000 - 1249999",1,1.5,0,2017-06-09
"BT Group plc","United Kingdom",1050000,3,4.25,49,2010-08-30
"Deutscher Franchiseverband e.V.",Germany,1000000,0,7,0,2017-09-11
"Testo SE & Co. KGaA",Germany,1000000,0,4.75,0,2015-03-09
AERNNOVA,Spain,"900000 - 999999",0,4.25,0,2012-07-30
"BNP PARIBAS",France,"900000 - 999999",3,6,42,2009-02-10
BPCE,France,"900000 - 999999",4,7,5,2014-03-27
"Fraport AG - Frankfurt Airport Services Worldwide",Germany,"900000 - 999999",0,0.5,9,2014-09-03
Gazprom,Russia,"900000 - 999999",12,4,10,2014-03-13
"Groupement Européen des Sociétés d'Auteurs et Compositeurs",Belgium,"900000 - 999999",5,3.25,46,2010-11-05
Indra,Spain,"900000 - 999999",5,4,14,2013-04-04
"JPMorgan Chase & Co.","United States","900000 - 999999",5,2.25,37,2009-01-12
"MSD (Europe), Inc. (Merck Sharp & Dohme)","United States","900000 - 999999",10,3.5,12,2010-05-14
"Marlo AS",Norway,"900000 - 999999",0,20,0,2016-11-25
"Mastercard Europe",Belgium,"900000 - 999999",0,2.75,33,2012-04-27
"Nike, Inc.","United States","900000 - 999999",4,4,5,2016-04-22
"Pfizer Inc.","United States","900000 - 999999",5,2,8,2008-12-18
