"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
E-Hälsomyndigheten,Sweden,"> 10,000,000",0,2,0,2015-12-17
"Beheersmaatschappij Antwerpen Mobiel",Belgium,6085620,0,37.5,0,2015-07-13
"Kainuun Etu Oy",Finland,"3000000 - 3249999",0,23,0,2015-08-26
"Centre for Fine Arts",Belgium,"2000000 - 2249999",0,5,20,2015-07-07
"European Agency for Special Needs and Inclusive Education",Denmark,2186422,3,26,5,2015-02-09
"Wirtschaftskammer Österreich",Austria,"1750000 - 1999999",0,16.25,36,2010-01-07
"KfW Bankengruppe",Germany,"800000 - 899999",3,5.25,60,2012-09-25
"Colegio Oficial de Pilotos de la Aviación Comercial",Spain,500000,0,23,0,2015-06-30
"Long Distance Advisory Council / Consejo Consultivo de Flota Comunitaria de Larga Distancia en Aguas Lejanas / Conseil Consultatif de Pêche Lointaine",Spain,"400000 - 499999",1,2.75,4,2015-10-15
BLEU-BLANC-COEUR,France,"300000 - 399999",0,10,0,2015-09-28
"Deutsche Gesetzliche Unfallversicherung e.V.",Germany,"200000 - 299999",0,2,2,2015-05-20
"Municipal Waste Europe",Belgium,"200000 - 299999",3,1,8,2009-04-21
"Zagorska razvojna agencija d.o.o.",Croatia,"200000 - 299999",0,0.25,0,2015-08-14
"University of Salford","United Kingdom",265000,0,4,0,2015-03-13
"ETABLISSEMENT AUTONOME DE CONTROLE ET DE COORDINATION DES EXPORTATIONS",Morocco,"100000 - 199999",0,1,0,2015-10-11
"Rada pre vysielanie a retransmisiu",Slovakia,99999,0,0.5,0,2015-09-30
"APDL - Administracao dos Portos do Douro, Leixoes e Viana do Castelo, SA",Portugal,"50000 - 99999",0,0.75,1,2015-02-06
"Associazione Culturale Alfabeto del Mondo Onlus",Italy,"50000 - 99999",0,12,0,2015-08-24
"Deutscher Fussball-Bund e.V.",Germany,"50000 - 99999",1,1,1,2011-08-23
"Het Commissariaat voor de Media",Netherlands,"50000 - 99999",0,0.75,0,2015-09-29
"INSTITUT NATIONAL DE L'AUDIOVISUEL",France,"50000 - 99999",0,1,1,2015-07-16
"Interactive Advertising Bureau Europe",Belgium,"50000 - 99999",5,2.75,17,2011-11-24
"Internet Corporation for Assigned Names and Numbers","United States","50000 - 99999",0,0.5,10,2015-07-03
"Aqua Publica Europea",Belgium,"25000 - 49999",2,1,0,2012-05-03
"Conseil national de l'ordre des masseurs kinésithérapeutes",France,"25000 - 49999",0,1,1,2015-11-06
"Hauptverband der österreichischen Sozialversicherungsträger",Austria,"25000 - 49999",1,1,2,2015-09-22
"ICE-Agenzia per la promozione all'estero e l'internazionalizzazione delle imprese italiane",Italy,"25000 - 49999",3,8,0,2012-02-08
"nv De Scheepvaart",Belgium,"25000 - 49999",0,2,0,2015-04-03
"UN-World HUman Facility",Malaysia,24999,0,0.75,0,2015-09-06
"Filmförderungsanstalt/German Federal Film Board",Germany,"10000 - 24999",0,0.25,1,2015-09-28
"Hoge Raad voor de Zelfstandigen en de KMO / Conseil Supérieur des Indépendants et des PME",Belgium,"10000 - 24999",0,0.5,0,2010-04-21
"Letove prevadzkove sluzby Slovenskej republiky, statny podnik",Slovakia,"10000 - 24999",0,0.5,1,2015-06-30
"Telewizja Polska S.A.",Poland,"10000 - 24999",0,1.25,0,2015-04-07
"the International Center for Strategic Studies and Human Rights",Iraq,"10000 - 24999",0,23.5,0,2013-09-22
"Bird Protection Macedonia",Macedonia,20000,0,5,0,2015-05-27
"Zero Waste Scotland","United Kingdom",20000,0,0.75,0,2015-08-18
"Hungarian Office for Mining and Geology",Hungary,10000,0,0.25,0,2015-06-30
"Jordan Society for the Conservation of Turtles and Tortoises",Jordan,10000,0,12.5,0,2015-02-09
ARAMIS,France,"< 9,999",0,0.25,0,2012-10-16
ARD-Gremienvorsitzendenkonferenz,Germany,"< 9,999",0,0.5,0,2015-09-23
"Autorité des Marchés Financiers",France,"< 9,999",0,7.25,0,2015-09-08
"BlueAssist vzw",Belgium,"< 9,999",0,0.25,1,2015-08-14
"CONSEJO AUDIOVISUAL DE ANDALUCÍA",Spain,"< 9,999",0,2.5,0,2015-09-25
"COUNCIL OF CATALAN CHAMBERS OF COMMERCE",Spain,"< 9,999",0,9.5,0,2015-07-24
"Conference of European Directors of Roads",Belgium,"< 9,999",3,2.75,5,2015-01-07
"Consejo Superior de Investigaciones Científicas",Spain,"< 9,999",4,2.5,0,2012-10-03
"Conselho Económico e Social",Portugal,"< 9,999",0,0.25,0,2015-06-09
"European Network of National Human Rights Institutions",Belgium,"< 9,999",0,3.75,3,2015-05-19
"Evropské spotřebitelské centrum při České obchodní inspekci","Czech Republic","< 9,999",0,4,0,2015-08-31
"FAIB, FEDERATION OF EUROPEAN & INTERNATIONAL ASSOCIATIONS ESTABLISHED IN BELGIUM",Belgium,"< 9,999",0,0.5,0,2011-01-26
"FUNDACION DE COMUNICACIONES LATINOAMERICANAS DAVID LIVINGSTON",Venezuela,"< 9,999",0,150,0,2014-07-30
Folkhälsomyndigheten,Sweden,"< 9,999",0,1,0,2015-10-20
"General Lighthouse Authorities Research and Radionavigation Directorate","United Kingdom","< 9,999",0,0.25,0,2015-06-01
