"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Asociación Mundial Derechos Inventor",Spain,"> 10,000,000",0,,0,2010-06-13
"The NHS Confederation","United Kingdom","> 10,000,000",4,,0,2011-09-23
"associazione italiana biblioteche",Italy,"6250000 - 6500000",0,,0,2013-01-04
"KOGİDER - Kobi Girişimci İş Dünyası Derneği",Turkey,"5750000 - 6000000",0,,0,2013-07-21
"Europeana Foundation",Netherlands,"5000000 - 5250000",0,,13,2013-12-18
"International Juvenile Justice Observatory",Belgium,"4750000 - 5000000",0,,0,2011-01-10
ClientEarth,"United Kingdom",4813709,5,,39,2011-12-21
"CIDSE - International Alliance of Catholic development agencies",Belgium,"3500000 - 3750000",5,,14,2012-04-11
"Carbon Disclosure Project Europe",Germany,"3500000 - 3750000",0,,6,2012-12-04
"ITALIA NOSTRA ONLUS - SEZIONE VITERBO",Italy,"3000000 - 3250000",0,,1,2013-05-21
"Sourcefabric, o.p.s.","Czech Republic","2750000 - 3000000",0,,0,2013-05-17
"Mediterranean Information Office for Environment, Culture and Sustainable Development",Greece,"2500000 - 2750000",0,,0,2009-04-14
"B'nai B'rith",Belgium,"2250000 - 2500000",3,,0,2011-12-09
"Koninklijke Nederlandse Toeristenbond ANWB",Netherlands,"2250000 - 2500000",0,,0,2009-05-27
"Identites & Traditions Européennes",Belgium,"2000000 - 2250000",2,,0,2013-03-20
"Network of European Regions Using Space Technologies",Belgium,"1750000 - 2000000",1,,2,2013-06-07
"The Pew Charitable Trusts","United States","1750000 - 2000000",5,,43,2011-10-21
"Associazione Italiana Celiachia",Italy,"1500000 - 1999999",0,,0,2011-07-05
"Bureau Européen des Unions de Consommateurs",Belgium,"1500000 - 1999999",21,,197,2008-10-29
"European Cyclists' Federation",Belgium,"1500000 - 1999999",1,,17,2011-04-27
"European Landowners'  Organization asbl",Belgium,"1500000 - 1999999",1,,24,2009-02-25
"BirdLife Europe",Belgium,"1500000 - 1749000",4,,72,2008-12-04
"CONCORD Europe",Belgium,"1250000 - 1500000",1,,31,2012-09-21
"Eurogroup for Animals",Belgium,"1250000 - 1500000",2,,41,2008-10-10
"European Multiple Sclerosis Platform",Belgium,"1250000 - 1500000",0,,1,2013-11-29
"Amigos de la Tierra España",Spain,"1000000 - 1250000",0,,0,2013-06-12
"Biomass Heating Solutions limited",Ireland,"1000000 - 1250000",0,,0,2013-07-24
"Brabantse Milieufederatie",Netherlands,"1000000 - 1250000",0,,0,2012-08-07
"European Citizen Action Service",Belgium,"1000000 - 1250000",2,,2,2010-06-04
"Greenpeace European Unit",Belgium,"1000000 - 1250000",12,,119,2008-10-29
"Amnesty International European Institutions Office",Belgium,"900000 - 1000000",9,,54,2012-02-29
"European Disability Forum",Belgium,"900000 - 1000000",5,,30,2010-07-19
"Mental health Europe",Belgium,"900000 - 1000000",0,,0,2012-07-17
Neth-ER,Belgium,"900000 - 1000000",3,,10,2011-10-20
"stichtung ""partner"" international association for dialogue and cooperation",Netherlands,"900000 - 1000000",1,,0,2013-11-06
"Allgemeiner Deutscher Automobil-Club e.V.",Germany,"900000 - 999999",0,,2,2010-07-28
"Verbraucherzentrale Bundesverband",Germany,"900000 - 999999",13,,16,2008-12-09
APRODEV,Belgium,"800000 - 900000",7,,25,2008-12-01
"Caritas Europa",Belgium,"800000 - 900000",9,,24,2009-01-06
"European Peacebuilding Liaison Office",Belgium,"800000 - 900000",0,,3,2009-01-02
"European Women's Lobby",Belgium,"800000 - 900000",10,,21,2011-09-16
"Famiglia di Therese",Italy,"800000 - 900000",0,,0,2011-12-09
"Platform for International Cooperation on Undocumented Migrants",Belgium,"800000 - 900000",0,,8,2010-07-08
"Transparency International Liaison Office to the European Union",Belgium,"800000 - 900000",8,,47,2008-06-23
"COLLECTIF STRATEGIES ALIMENTAIRES",Belgium,"700000 - 800000",0,,0,2012-10-15
"Ecological and Toxicological Association of Dyes and Organic Pigments Manufacturers",Switzerland,"700000 - 800000",0,,0,2013-09-13
"European Microfinance Network aisbl",Belgium,"700000 - 800000",0,,10,2013-04-19
"Caribbean Research and Management of Biodiversity","Netherlands Antilles","600000 - 700000",0,,0,2012-02-02
"Confederation of Family Organisations in the European Union",Belgium,"600000 - 700000",7,,15,2011-09-26
"Contact Office for European Research, Innovation and Education",Switzerland,"600000 - 700000",4,,7,2012-04-05
"European Association of Research and Technology Organisations",Belgium,"600000 - 700000",3,,27,2011-09-13
"European Environmental Bureau",Belgium,"600000 - 700000",8,,101,2009-03-06
"Friends of the Earth Europe",Belgium,"600000 - 700000",8,,70,2008-09-12
"WWF European Policy Programme",Belgium,"600000 - 700000",6,,156,2008-09-23
"EUROPA DONNA-The European Breast Cancer Coalition",Italy,"600000 - 699999",0,,1,2009-02-13
"European Consumer Centre Belgium",Belgium,"500000 - 600000",0,,0,2012-03-01
"European Health Management Association",Belgium,"500000 - 600000",0,,3,2013-01-28
"European Network on Debt and Development",Belgium,"500000 - 600000",6,,15,2009-10-12
"FEBEM FEGE",Belgium,"500000 - 600000",0,,0,2013-04-22
"Federation of Associations for Hunting & Conservation of the EU",Belgium,"500000 - 600000",3,,22,2009-02-20
"Federation of European Motorcyclists Associations",Belgium,"500000 - 600000",2,,0,2012-01-24
"Finance Watch",Belgium,"500000 - 600000",6,,12,2011-10-05
FERN,Belgium,"500000 - 599999",0,,33,2011-01-25
"ECDL Foundation",Ireland,"450000 - 500000",0,,4,2009-10-07
"Eurogroup for Wildlife and Laboratory Animals",Belgium,"450000 - 500000",2,,0,2008-10-10
"European Internet Foundation",Belgium,"450000 - 500000",3,,1,2013-06-27
"European Respiratory Society",Switzerland,"450000 - 500000",4,,5,2012-02-24
"Fondation Nicolas Hulot pour la Nature et l'Homme",France,"450000 - 500000",0,,0,2013-05-31
"Hemaia Center For Supporting Human Rights Defenders",Egypt,"450000 - 500000",0,,0,2013-09-24
