"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Alterra, institute within the legal entity Stichting DLO",Netherlands,"> 10,000,000",0,,0,2013-11-29
"Vitrociset SpA",Italy,"5250000 - 5500000",0,,0,2012-10-04
"Terra Nova",France,"2000000 - 2250000",0,,0,2013-07-09
"Club des organismes de recherche associés",Belgium,"1000000 - 1250000",0,,0,2012-02-13
"Assembly of Scientists and Experts of Afghanistan",Germany,"900000 - 1000000",0,,0,2013-07-15
"ETP ZEP",Netherlands,"700000 - 800000",0,,8,2013-02-28
"Rothamsted Research","United Kingdom","600000 - 700000",0,,0,2013-11-08
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"450000 - 500000",2,,12,2011-09-19
"European Fashion Council",Bulgaria,"450000 - 500000",0,,0,2010-01-15
"FONDACA - fondazione per la cittadinanza attiva - Active Citizenship Foundation",Italy,"350000 - 400000",0,,0,2009-09-02
"Associação BLC3 - Plataforma para o Desenvolvimento da Região Interior Centro",Portugal,"300000 - 350000",0,,0,2012-12-14
"Ecodesign Centre","United Kingdom","300000 - 350000",0,,0,2013-06-05
"Independent Academic Research Studies","United Kingdom","300000 - 350000",0,,0,2011-02-03
"EUROPEX - Association of European Energy Exchanges",Belgium,"250000 - 300000",0,,1,2010-04-29
"European Institute for Export Compliance",Belgium,"250000 - 300000",1,,0,2011-12-05
"European Public Health Association",Netherlands,"250000 - 300000",0,,6,2012-10-18
HISPAFRICA,Spain,"250000 - 300000",0,,0,2012-06-25
INERIS,France,"250000 - 300000",0,,0,2010-07-29
"Activil Ltd",Russia,"200000 - 250000",0,,0,2013-11-11
"European Capital Markets Institute",Belgium,"200000 - 250000",1,,2,2011-11-23
"Forum permanent de la société civile européenne",Belgium,"200000 - 250000",0,,0,2013-05-21
"NatCen Social Research","United Kingdom","200000 - 250000",2,,0,2013-09-10
"Norsk institutt for luftforskning",Norway,"200000 - 250000",0,,0,2013-03-21
"Commissariat à l'Energie atomique et aux énergies alternatives",France,"150000 - 200000",2,,8,2011-09-26
"German Marine Research Consortium",Germany,"150000 - 200000",2,,0,2011-06-06
Hanns-Seidel-Stiftung,Germany,"150000 - 200000",6,,17,2012-03-16
"Netherlands Organisation for Applied Scientific Research TNO",Netherlands,"150000 - 200000",2,,9,2010-07-27
"Open Knowledge Foundation Deutschland e.V.",Germany,"150000 - 200000",0,,0,2011-08-25
"Stiftelsen SINTEF",Norway,"150000 - 200000",0,,1,2011-06-15
"The Gallup Organisation Europe",Belgium,"150000 - 200000",1,,0,2012-02-08
"Alfred-Wegener-Institut, Helmholtz-Zentrum für Polar- und Meeresforschung",Germany,"100000 - 150000",0,,0,2012-07-30
BalticSea2020,Sweden,"100000 - 150000",1,,0,2009-10-01
"Bay Zoltán Nonprofit Ltd. for Applied Research",Hungary,"100000 - 150000",0,,0,2012-06-12
"Bayerische Forschungsallianz GmbH",Germany,"100000 - 150000",1,,0,2012-10-09
"Consorzio per il Centro Interuniversitario di Biologia Marina ed Ecologia Applicata G. Bacci",Italy,"100000 - 150000",0,,0,2009-05-25
"European Network of Transmission System Operators for Electricity",Belgium,"100000 - 150000",2,,41,2012-02-10
"Hogeschool van Arnhem en Nijmegen",Netherlands,"100000 - 150000",0,,0,2012-09-26
"Initiative and Referendum Institute Europe",Germany,"100000 - 150000",0,,0,2010-01-20
