"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Vereniging FME-CWM",Netherlands,"2000000 - 2249999",0,12.5,0,2017-06-01
"Accountancy Europe",Belgium,2200000,6,12,5,2008-09-16
"Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.",Germany,"1750000 - 1999999",8,14,47,2008-12-01
"Syndicat national des entreprises artistiques et culturelles",France,1500000,0,9.75,0,2010-07-29
"Fédération Nationale de l'Artisanat Automobile",France,"1250000 - 1499999",0,20.5,2,2017-01-12
"Association pour un Hébergement et un TOurisme Professionnels",France,"1000000 - 1249999",0,2.25,0,2015-12-24
"BioForum Vlaanderen",Belgium,"1000000 - 1249999",0,1,0,2013-09-05
"Conseil des Notariats de l'Union Européenne",Belgium,"1000000 - 1249999",4,7,4,2011-08-26
EBU-UER,Belgium,"1000000 - 1249999",8,7.5,41,2009-04-30
"EUROPEAN TRADE UNION CONFEDERATION",Belgium,"1000000 - 1249999",9,22.25,196,2009-02-02
"GSMA Europe","United Kingdom","1000000 - 1249999",9,6.75,56,2011-12-22
"Toimihenkilökeskusjärjestö STTK",Finland,"1000000 - 1249999",0,15,5,2016-12-20
CroissancePlus,France,1000000,0,0.25,0,2017-12-07
"European Working Community for Food Inspection and Consumer Protection",France,"900000 - 999999",0,1.5,0,2010-09-20
"Ogólnopolskie Porozumienie Związków Zawodowych",Poland,"900000 - 999999",0,2.5,2,2017-05-30
"UNIÓN GENERAL DE TRABAJADORES, SECTOR DE LAS COMUNICACIONES",Spain,907000,0,3,0,2015-09-14
FTF,Denmark,"800000 - 899999",0,3,0,2018-10-29
"Institute of Chartered Accountants in England and Wales","United Kingdom","800000 - 899999",0,2.5,7,2008-12-04
"Standing Committee of European Doctors",Belgium,"800000 - 899999",6,6.75,19,2008-09-18
"Association Française de la Gestion financière",France,"700000 - 799999",3,5,13,2008-07-10
"European Federation of Public Service Unions",Belgium,"700000 - 799999",8,4.5,43,2009-04-16
"Industrianställda i Norden",Sweden,"700000 - 799999",0,3.5,1,2018-09-12
"FEDERAZIONE ITALIANA DELLA CACCIA BRESCIA",Italy,"600000 - 699999",0,1,0,2015-03-12
"Federation of Veterinarians of Europe",Belgium,"600000 - 699999",2,6,6,2008-12-05
"National Farmers' Union","United Kingdom","600000 - 699999",0,6.5,9,2016-03-07
"European Documentary Network",Denmark,654943,0,5.5,0,2015-04-17
"Asociación Española de Abastecimientos de Agua y Saneamiento",Spain,610000,0,4.25,0,2017-01-23
"The Swedish Trade Union Confederation",Sweden,600000,0,5.5,6,2015-06-26
"ASSOCIATION DE LA TRANSFORMATION LATIERE",France,"500000 - 599999",0,2.5,0,2018-01-30
"Associazione degli Enti Previdenziali Privati",Italy,"500000 - 599999",0,11,2,2015-09-30
"European Biomass Association",Belgium,"500000 - 599999",4,4.5,11,2010-10-28
"French association of industries and companies in the water and environment sectors",France,"500000 - 599999",0,4,0,2017-01-25
"Fédération Nationale du Crédit Agricole",France,"500000 - 599999",0,1,0,2015-04-17
"Naczelna Izba Aptekarska",Poland,"500000 - 599999",0,0.25,0,2018-08-02
"UNI Europa",Belgium,"500000 - 599999",7,6,18,2012-02-06
"Confederazione Italiana Sindacati Lavoratori",Italy,567331,0,9.5,5,2017-01-05
"Szakszervezetek Együttműködési Fóruma",Hungary,502073,0,5,2,2017-05-13
"SGF International e.V.",Germany,500000,0,0.75,0,2015-11-24
"ASSOCIAZIONE ITALIANA IMPRESE DI LOGISTICA,MAGAZZINI GENERALI E FRIGORIFERI,TERMINAL OPERATORS PORTUALI,INTERPORTUALI E AEROPORTUALI",Italy,"400000 - 499999",0,6,0,2010-01-15
"Association de Lutte contre la Piraterie Audiovisuelle",France,"400000 - 499999",0,7.5,0,2016-04-04
"Bundesarbeitskammer Österreich",Austria,"400000 - 499999",0,7.5,5,2009-06-26
"Bureau Européen de l'Agriculture Française",Belgium,"400000 - 499999",4,4,5,2011-08-04
"Cyprus Hotel Association",Cyprus,"400000 - 499999",0,0.75,0,2015-07-24
"Deutscher Gewerkschaftsbund",Germany,"400000 - 499999",3,9,30,2009-09-30
"European CanCer Organisation",Belgium,"400000 - 499999",4,2,4,2011-07-20
"European Transport Workers' Federation",Belgium,"400000 - 499999",14,5.25,50,2009-02-12
"Fédération Nationale de la Mutualité Française",France,"400000 - 499999",0,3,0,2008-09-15
"Nordic Financial Unions",Sweden,"400000 - 499999",1,3.5,2,2008-09-04
"Rederscentrale cvba",Belgium,"400000 - 499999",0,4.75,0,2009-12-21
"Union luxembourgeoise de l'économie sociale et solidaire",Luxembourg,"400000 - 499999",0,0.25,0,2015-02-20
"Union sociale pour l'habitat",France,"400000 - 499999",0,3,0,2010-09-07
"Think Smartgrids",France,475000,0,0.25,0,2016-03-08
"Sveriges Akademikers Centralorganisation",Sweden,400000,0,1.75,6,2016-12-19
"Actuarial Association of Europe",Belgium,"300000 - 399999",1,1.5,4,2013-05-15
"Akava ry",Finland,"300000 - 399999",0,2.5,11,2012-09-26
"Bundesverband der Wertpapierfirmen e.V.",Germany,"300000 - 399999",0,1.75,0,2015-04-13
"Bureau Telematica Binnenvaart",Netherlands,"300000 - 399999",0,3,1,2016-04-13
CAOBISCO,Belgium,"300000 - 399999",0,2.25,1,2016-04-15
"Confédération Générale du Travail Force ouvrière",France,"300000 - 399999",0,0.75,0,2016-12-06
"Council of European Dentists",Belgium,"300000 - 399999",4,3.75,2,2009-01-15
"Danish Trade Union Office",Denmark,"300000 - 399999",4,2.5,6,2015-09-01
"European Federation of Accountants and Auditors for Small and Medium-sized Enterprises",Belgium,"300000 - 399999",0,1.25,0,2015-05-05
"European Milk Board",Belgium,"300000 - 399999",12,3,8,2009-10-07
"European Society for Medical Oncology",Switzerland,"300000 - 399999",3,1.5,4,2016-12-08
"European Society of Cardiology",France,"300000 - 399999",5,2.75,12,2011-10-20
"FEDERATION FRANCAISE DES VINS D'APERITIF",France,"300000 - 399999",0,1.5,1,2012-05-11
FIVS,France,"300000 - 399999",0,2.25,0,2015-02-05
"Finnish trade union representation to the EU",Belgium,"300000 - 399999",1,2,5,2015-01-28
"Food Supplements Europe",Belgium,"300000 - 399999",0,1.5,6,2013-07-10
"Hauptverband der Deutschen Bauindustrie",Germany,"300000 - 399999",1,1,2,2011-11-16
"Icelandic Financial Services Association",Iceland,"300000 - 399999",0,2,1,2017-06-26
"Industriegewerkschaft Metall",Germany,"300000 - 399999",0,4.5,20,2014-03-13
"International Dockworkers Council",Spain,"300000 - 399999",0,2,2,2016-11-22
"Irish Creamery Milk Suppliers Association",Ireland,"300000 - 399999",9,6,10,2011-04-19
"Norwegian Visual Artists Copyright Society (BONO)",Norway,"300000 - 399999",0,0.25,0,2014-01-28
"Service Employees International Union","United States","300000 - 399999",0,0.25,0,2018-03-29
"Verband der Hessisch-Pfälzischen Zuckerrübenanbauer e.V",Germany,"300000 - 399999",0,6,0,2017-12-21
"Vereinte Dienstleistungsgewerkschaft",Germany,"300000 - 399999",1,4,3,2012-09-04
"Österreichischer Gewerkschaftsbund",Austria,"300000 - 399999",0,4,12,2010-10-17
"OP COOPERATIVE PECHEURS D'AQUITAINE",France,382712,0,6.5,0,2017-02-15
"Vereinigung für Stadt-, Regional- und Landesplanung e.V.",Germany,350000,0,0.25,0,2014-09-09
"Bulgarian Pharmaceutical Union",Bulgaria,335000,0,2.5,0,2017-03-30
"industriAll European Trade Union",Belgium,310691,11,9,54,2014-11-03
"Association Nationale des Sociétés par Actions",France,"200000 - 299999",0,1.25,1,2015-05-28
"BLOCUL NATIONAL SINDICAL",Romania,"200000 - 299999",0,4,0,2015-06-04
"BREIZ EUROPE",France,"200000 - 299999",2,2.25,22,2011-09-30
"Brazilian Sugarcane Industry Association",Brazil,"200000 - 299999",1,0.5,0,2018-02-26
"Brussels Office of the Swedish Trade Unions",Belgium,"200000 - 299999",2,2,8,2011-07-05
Bundesärztekammer,Germany,"200000 - 299999",2,2,3,2010-07-14
"Chambre des salariés",Luxembourg,"200000 - 299999",0,15.5,6,2018-02-07
"Confedratia Nationala a Sindicatelor libere din Romania - Fratia",Romania,"200000 - 299999",0,1,0,2017-02-19
"Confédération Française Démocratique du Travail",France,"200000 - 299999",0,11,2,2014-07-18
"Confédération des Associations Nationales de Tanneurs et Mégissiers de la Communauté Européenne",Belgium,"200000 - 299999",0,1,0,2015-03-16
