"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Klaipėdos turizmo mokykla",Lithuania,1714809,0,12.5,0,2017-04-26
"University of Warwick","United Kingdom","1250000 - 1499999",0,86,3,2015-01-30
"Montanuniversitaet Leoben",Austria,"1000000 - 1249999",0,21.25,0,2016-09-02
"Politechnika Wrocławska",Poland,"1000000 - 1249999",0,2,0,2017-10-27
"UK Research Office",Belgium,"1000000 - 1249999",8,10,3,2013-04-03
"Universidade do Porto",Portugal,"1000000 - 1249999",0,6.25,2,2017-05-17
"University College London","United Kingdom","1000000 - 1249999",0,20.25,0,2018-04-06
"University of Bath","United Kingdom","900000 - 999999",0,17.5,0,2013-02-07
"Vrije Universiteit Brussel",Belgium,"900000 - 999999",0,9,2,2016-12-19
"Alma Mater Studiorum - Università di Bologna",Italy,"800000 - 899999",0,23,0,2013-03-14
"Stichting IHE Delft",Netherlands,"800000 - 899999",0,4.75,0,2012-09-17
"The University of Birmingham","United Kingdom",709761,2,14,0,2015-03-12
"Fundación Zaragoza Logistics Center",Spain,"600000 - 699999",0,9,0,2013-01-25
"Universiteit Antwerpen",Belgium,"600000 - 699999",0,6.5,1,2017-03-01
UnternehmerTUM,Germany,"600000 - 699999",0,8.25,4,2017-01-13
"World Maritime University",Sweden,"600000 - 699999",0,4.25,0,2015-09-07
"Edinburgh Napier University","United Kingdom","500000 - 599999",0,5.75,0,2015-11-17
"EMN National Contact Point of Luxembourg (University of Luxembourg)",Luxembourg,506388,0,4.5,0,2017-12-19
"European Academies' Science Advisory Council",Germany,"400000 - 499999",0,4,4,2013-07-26
"Faculty of Technical Sciences, University of Novi Sad",Serbia,"400000 - 499999",0,0.75,0,2016-03-10
"Harper Adams University","United Kingdom","400000 - 499999",0,6.5,0,2016-12-05
"Rijksuniversiteit Groningen",Netherlands,"400000 - 499999",0,5.5,0,2018-01-11
"UNIVERSIDAD DE CÁDIZ",Spain,"400000 - 499999",0,4,0,2016-05-20
"Universitatea Babeș-Bolyai",Romania,"400000 - 499999",0,19.5,0,2015-12-22
"SABANCI UNIVERSITESI",Turkey,413595,0,7.75,1,2017-10-17
"Graz University of Technology",Austria,400000,0,3.25,0,2016-07-20
"ALIANZA 4-UNIVERSIDADES",Spain,"300000 - 399999",0,2,0,2017-05-05
"All European Academies",Germany,"300000 - 399999",0,7.75,3,2015-02-11
"Goldsmiths, University of London","United Kingdom","300000 - 399999",0,10,0,2016-10-13
"Hogeschool van Arnhem en Nijmegen (HAN University of Applied Sciences)",Netherlands,"300000 - 399999",0,6.25,0,2012-09-26
"ISLES INTERNATIONAL UNIVERSITY","United Kingdom","300000 - 399999",0,1,0,2012-02-08
"Miskolci Egyetem",Hungary,"300000 - 399999",0,11.25,0,2017-01-31
"The Open University","United Kingdom","300000 - 399999",0,7.5,1,2012-10-29
"UNIVERSITA' DEGLI STUDI DI FIRENZE",Italy,"300000 - 399999",0,1.75,0,2017-01-16
"University of South-Eastern Norway",Norway,"300000 - 399999",0,2.25,0,2016-06-08
"Univerza v Ljubljani",Slovenia,"300000 - 399999",0,2.75,1,2018-04-04
"Univerzita Komenského v Bratislave",Slovakia,"300000 - 399999",0,10,0,2017-01-27
"Erasmus Universitair Medisch Centrum Rotterdam",Netherlands,350000,0,3,1,2016-04-19
"Erasmus Universiteit Rotterdam",Netherlands,"200000 - 299999",0,3.25,0,2019-03-25
"Galway-Mayo Institute of Technology",Ireland,"200000 - 299999",0,10,0,2016-06-10
"Hellenic Naval Academy",Greece,"200000 - 299999",0,13.75,0,2016-11-12
"Instituto Politécnico do Porto",Portugal,"200000 - 299999",0,15,2,2019-02-15
"Lancaster University","United Kingdom","200000 - 299999",0,4.5,0,2015-11-06
"Linköpings universitet",Sweden,"200000 - 299999",0,5,0,2017-09-21
"The Royal Society","United Kingdom","200000 - 299999",0,1.5,5,2013-01-16
"Université libre de Bruxelles",Belgium,"200000 - 299999",0,5.5,3,2016-04-19
"Vysoká škola chemicko-technologická v Praze","Czech Republic","200000 - 299999",0,1,0,2015-07-08
"ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s","Czech Republic","200000 - 299999",0,6.5,0,2018-03-02
"Šiaulių valstybinė kolegija",Lithuania,"200000 - 299999",0,2,0,2015-12-23
"Università degli Studi di Catania",Italy,250000,0,4.5,0,2016-06-03
"Eindhoven University of Technology",Netherlands,210000,1,2,1,2018-02-02
"Humboldt-Universität zu Berlin",Germany,200000,0,2.5,4,2017-04-10
"UNIVERSITA' DEGLI STUDI DI TRIESTE",Italy,200000,0,5,0,2016-12-12
"Barcelona Supercomputing Center- Centro Nacional de Supercomputación",Spain,"100000 - 199999",0,9.25,1,2018-03-26
"Bath Spa University","United Kingdom","100000 - 199999",0,2.5,0,2017-06-21
"Deutscher Akademischer Austauschdienst",Germany,"100000 - 199999",0,2.75,1,2012-02-01
"Ecole d'Enseignement Supérieur Consulaire ESCP Europe",France,"100000 - 199999",0,2.25,1,2019-05-13
"European Consortium of Innovative Universities",Netherlands,"100000 - 199999",0,1.75,1,2019-02-21
"FUNDACIÓ PER A LA UNIVERSITAT OBERTA DE CATALUNYA",Spain,"100000 - 199999",0,1.75,0,2015-12-04
"Faculdade de Engenharia da Universidade do Porto",Portugal,"100000 - 199999",0,3,0,2016-03-23
"Imperial College London, Malabo Montpellier Panel","United Kingdom","100000 - 199999",0,2.25,1,2015-01-19
"Institut für Textiltechnik",Germany,"100000 - 199999",0,2,0,2017-09-21
"Institut za primerjalno pravo pri Pravni fakulteti v Ljubljani",Slovenia,"100000 - 199999",0,2.5,0,2018-06-21
"Istituto Universitario Salesiano Torino Rebaudengo",Italy,"100000 - 199999",0,5.5,0,2017-09-21
"Maynooth University",Ireland,"100000 - 199999",0,4.25,0,2016-09-01
"National Technical University of Athens (Centre for Hydrology and Informatics)",Greece,"100000 - 199999",0,7,0,2016-06-24
"National University of Ireland Galway",Ireland,"100000 - 199999",0,2.5,2,2015-12-04
"Politechnika Łódzka (Lodz University of Technology)",Poland,"100000 - 199999",0,2,0,2019-04-19
"Politecnico di Milano",Italy,"100000 - 199999",0,1,3,2018-10-31
"Politecnico di Torino",Italy,"100000 - 199999",0,5,0,2015-07-28
"Queen's University Belfast","United Kingdom","100000 - 199999",0,8.5,0,2017-11-28
"Royal Holloway and Bedford New College","United Kingdom","100000 - 199999",0,1.5,0,2016-09-28
"Technische Universität Dresden",Germany,"100000 - 199999",0,2,0,2015-06-01
"UNIVERSITY OF ALICANTE",Spain,"100000 - 199999",0,6.75,0,2018-09-26
"University College Dublin – National University of Ireland, Dublin",Ireland,"100000 - 199999",1,2.5,3,2015-11-30
"University of Pisa",Italy,"100000 - 199999",0,1.25,0,2018-10-10
"University of Salford","United Kingdom","100000 - 199999",0,1,0,2015-03-13
"Università Cattolica del Sacro Cuore",Italy,"100000 - 199999",2,7.75,1,2015-05-14
"Università Vita-Salute San Raffaele",Italy,"100000 - 199999",0,4.5,0,2019-11-15
"Università degli Studi di Torino",Italy,"100000 - 199999",1,2,0,2016-11-22
"Università degli Studi di Trento",Italy,"100000 - 199999",0,3.5,0,2016-06-17
"Veterinärmedizinische Universität Wien",Austria,"100000 - 199999",0,0.75,0,2016-12-14
"Welsh Higher Education Brussels","United Kingdom","100000 - 199999",3,3,2,2013-09-10
"Polish Science Contact Agency",Belgium,179817,4,4,0,2016-04-26
"Open Universiteit in the Netherlands",Netherlands,175000,0,2.25,0,2016-01-25
"Institut Curie",France,150000,0,5,4,2018-03-15
"DCU Brexit Institute",Ireland,144000,0,4,1,2017-11-03
"Vytautas Magnus University",Lithuania,142097,0,1.25,0,2017-04-18
"Itä-Suomen yliopisto",Finland,140000,0,1,3,2018-02-21
"Young European Research Universities Network",Belgium,127317,0,2,1,2016-11-08
"Universiteit Utrecht",Netherlands,125000,0,3.5,1,2016-12-16
"Consorcio Campus Iberus",Spain,124066,0,1.25,0,2017-08-30
"Baltic International Academy",Latvia,118683,0,4.25,0,2017-03-30
"Faculdade de Ciências da Universidade de Lisboa",Portugal,105000,0,4,2,2015-06-16
"AT-One EEIG",Germany,100000,0,1,0,2012-10-08
"Copenhagen Business School",Denmark,100000,0,0.5,0,2017-08-17
"SYNTRA Midden-Vlaanderen",Belgium,100000,0,1,2,2017-08-31
"Syddansk Universitet",Denmark,100000,0,3.5,0,2017-11-29
"Academisch Ziekenhuis Leiden (Leiden University Medical Center)",Netherlands,"50000 - 99999",0,0.75,0,2018-02-07
"Académie des sciences",France,"50000 - 99999",0,25,7,2016-11-30
"Conférence des Présidents d'Université",France,"50000 - 99999",3,3.5,1,2011-09-12
"Coventry University","United Kingdom","50000 - 99999",2,3,0,2018-10-02
"Cranfield University","United Kingdom","50000 - 99999",0,2.5,0,2016-05-27
"Eesti Maaülikool (Estonian University of Life Sciences)",Estonia,"50000 - 99999",0,4.25,0,2018-01-17
"European Acoustics Association",Spain,"50000 - 99999",0,1.5,0,2011-11-29
"Ghent University",Belgium,"50000 - 99999",3,1.5,3,2013-04-02
"HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE",Switzerland,"50000 - 99999",0,1.5,0,2018-07-20
"Institut Mines-Telecom",France,"50000 - 99999",0,0.5,0,2015-03-03
"Istanbul Technical University",Turkey,"50000 - 99999",0,1,2,2018-03-22
"J.J. Strossmayer University in Osijek, Faculty of Economics, International Centre for Entrepreneurial Studies",Croatia,"50000 - 99999",0,2,0,2012-09-28
"Kingston University Higher Education Corporation","United Kingdom","50000 - 99999",0,4.75,0,2015-12-03
"Københavns Universitet",Denmark,"50000 - 99999",0,6.25,1,2016-08-17
"Latvia University of Life Sciences and Technologies",Latvia,"50000 - 99999",0,2.5,0,2019-11-08
"Link Campus University",Italy,"50000 - 99999",1,0.25,0,2017-01-23
"Lunds universitet",Sweden,"50000 - 99999",2,1,1,2016-04-28
Luonnonvarakeskus,Finland,"50000 - 99999",0,0.25,1,2018-09-11
"Media Governance and Industries Research Lab of the University of Vienna",Austria,"50000 - 99999",0,1,0,2015-10-01
"Norwegian University of Science and Technology",Norway,"50000 - 99999",3,1.5,13,2016-03-11
"Oulun yliopisto",Finland,"50000 - 99999",0,0.75,2,2017-05-08
"SULEYMAN DEMIREL UNIVERSITY",Turkey,"50000 - 99999",0,5.5,0,2017-09-18
