"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"European Centre for Development Policy Management",Netherlands,"7000000 - 7249999",0,37,4,2015-01-22
"Fundación Tekniker",Spain,"5500000 - 5749000",0,91.5,0,2012-01-24
Bruegel,Belgium,5001006,0,30.5,16,2018-05-23
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3750000 - 3999999",1,34.25,4,2009-11-18
"Friends of Europe",Belgium,3765491,1,28.5,45,2011-09-23
"ASOCIACIÓN DE INVESTIGACIÓN DE LAS INDUSTRIAS CERÁMICAS",Spain,3446154,0,11.25,0,2017-09-26
"The Joint Institute for Innovation Policy",Belgium,"3000000 - 3249999",0,6,0,2018-06-18
"European Policy Centre",Belgium,"2500000 - 2749000",0,28.5,49,2009-01-22
Concawe,Belgium,2564000,0,5.25,2,2011-07-26
"Association pour les Transferts de Technologies du Mans",France,"2000000 - 2249999",0,22.5,0,2018-02-01
"Instituut voor Bestuurders / L'Institut des Administrateurs",Belgium,"1750000 - 1999999",0,15.25,0,2010-08-31
NOVETHIC,France,"1750000 - 1999999",0,15,0,2016-11-24
"The Brookings Institution","United States","1750000 - 1999999",0,11,6,2015-05-18
"Centre for European Reform","United Kingdom","1500000 - 1749000",0,15.75,36,2015-01-19
"The Royal United Services Institute for Defence and Security Studies","United Kingdom","1500000 - 1749000",0,12.25,0,2015-07-14
"Sieć Badawcza Łukasiewicz - Instytut Metali Niezelaznych",Poland,1657900,0,16,0,2015-06-18
"Agora Energiewende",Germany,"1250000 - 1499999",0,6,8,2016-03-17
"Asociación Empresarial de Investigación Centro Tecnológico del Mármol, Piedra y Materiales",Spain,"1250000 - 1499999",0,1.5,0,2016-12-07
"Institut Jacques Delors / Jacques Delors Institute",France,"1250000 - 1499999",3,11,27,2015-05-12
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"1250000 - 1499999",8,19,10,2013-03-08
"The Lisbon Council for Economic Competitiveness and Social Renewal asbl",Belgium,1489592,0,8,16,2008-10-05
"""Athena"" Research and Innovation Center in Information, Communication and Knowledge Technologies",Greece,"1000000 - 1249999",0,22.5,0,2014-03-05
CERIC-ERIC,Italy,"1000000 - 1249999",0,4,0,2014-09-26
"Carnegie Europe",Belgium,"1000000 - 1249999",0,13.5,14,2015-09-24
"Center for the Study of Democracy",Bulgaria,"1000000 - 1249999",0,20.25,2,2010-11-17
"Centre for European Policy Studies",Belgium,"1000000 - 1249999",1,1,63,2011-09-16
"FOUNDATION FOR RESEARCH AND TECHNOLOGY - HELLAS",Greece,"1000000 - 1249999",0,7.25,0,2019-09-17
"Fundació Institut d’ Investigació en Ciències de la Salut Germans Trias i Pujol",Spain,"1000000 - 1249999",0,5,0,2016-11-09
"Institut für Weltwirtschaft",Germany,"1000000 - 1249999",0,6,0,2015-06-11
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,"1000000 - 1249999",8,5,0,2012-11-28
"RINA CONSULTING-Centro Sviluppo Materiali",Italy,"1000000 - 1249999",0,10,0,2016-12-02
"The German Marshall Fund of the United States - The Transatlantic Foundation",Belgium,"1000000 - 1249999",2,10.75,20,2015-11-27
"The Regulatory Assistance Project","United States","1000000 - 1249999",0,6.75,2,2012-12-06
"European Science Foundation",France,1101945,0,9.25,4,2016-09-16
"Institut de Recherche pour le Développement",France,1000000,0,6,5,2015-05-13
"TS Corporation Srl",Italy,1000000,0,10,0,2017-04-02
"Elettra - Sincrotrone Trieste S.C.p.A.",Italy,"900000 - 999999",0,10,0,2012-10-18
"INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA",Spain,"900000 - 999999",0,7.5,0,2016-10-17
"Laboratório Nacional de Engenharia Civil, I.P.",Portugal,"900000 - 999999",0,8.75,1,2017-11-09
"Leibniz Institute of Ecological Urban and Regional Development",Germany,"900000 - 999999",0,4.5,0,2012-08-16
"Rosa Luxemburg Stiftung Brussels Office",Germany,"900000 - 999999",8,8.5,0,2017-04-25
"Third Generation Environmentalism Ltd","United Kingdom","900000 - 999999",3,15.75,61,2012-01-11
"League of European Research Universities",Belgium,989000,0,7,6,2014-01-24
"Energieinstitut an der Johannes Kepler Universität Linz",Austria,965270,0,13,0,2016-04-21
"Climate Economics Chair (Paris-Dauphine University -  Europlace Institute of Finance)",France,"800000 - 899999",0,10.25,1,2013-01-25
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"800000 - 899999",2,11.75,12,2011-09-19
"Independent Academic Research Studies International Institute","United Kingdom","800000 - 899999",0,6.5,0,2011-02-03
"Instytut Morski w Gdańsku",Poland,"800000 - 899999",0,8,0,2016-05-24
"Observatoire social européen",Belgium,"800000 - 899999",0,11.25,2,2015-07-28
"Science Europe",Belgium,"800000 - 899999",4,9,7,2012-04-30
"Svenska Institutet för Europapolitiska studier",Sweden,"800000 - 899999",1,10.5,0,2018-10-19
"Vlaamse Instelling voor Technologisch Onderzoek",Belgium,"800000 - 899999",0,5,0,2016-10-04
"Fundación Alternativas",Spain,854000,0,2,0,2015-10-31
"Hellenic Foundation for European and Foreign Policy",Greece,800000,0,12.25,0,2019-07-26
"Buildings Performance Institute Europe, BPIE ASBL",Belgium,"700000 - 799999",1,17.5,4,2013-01-25
"Fondation Jean-Jaurès",France,"700000 - 799999",0,1.5,1,2019-11-19
"POUR LA SOLIDARITÉ asbl",Belgium,"700000 - 799999",0,10.25,0,2015-08-25
ThinkYoung,Belgium,"700000 - 799999",9,1.25,1,2013-07-19
"alchemia-nova GmbH",Austria,"700000 - 799999",0,15.75,0,2013-06-12
"ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.",Germany,"700000 - 799999",0,10.25,1,2017-02-15
"European Space Policy Institute",Austria,733000,0,10,1,2016-10-28
"Think Tank EUROPA",Denmark,732206,0,4.5,6,2015-01-23
"Nexus Instituut",Netherlands,700000,0,4.75,0,2016-11-22
"Collaborating Centre on Sustainable Consumption and Production",Germany,"600000 - 699999",0,9,0,2015-05-20
"European Institute for Export Compliance",Belgium,"600000 - 699999",1,8,0,2011-12-05
"IFP Energies nouvelles",France,"600000 - 699999",0,3,0,2012-04-24
"RAND Europe CIC","United Kingdom","600000 - 699999",0,10.25,0,2015-05-06
