"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Search for Common Ground",Belgium,"> 10,000,000",0,2.5,9,2016-12-09
"Oxfam-Magasins du Monde",Belgium,9804000,0,0.25,1,2016-11-08
"AGRICORD vzw",Belgium,"8750000 - 8999999",0,5,2,2011-01-31
"JA Europe",Belgium,"8000000 - 8249999",3,10,11,2015-07-07
"Fundación Corporación Tecnológica de Andalucía",Spain,8150022,0,4.25,0,2016-06-21
EUROCITIES,Belgium,"4750000 - 4999999",15,30,51,2009-12-18
"Forest Peoples Programme","United Kingdom","4750000 - 4999999",0,19.75,3,2016-04-05
"Norwegian Financial Services Complaints Boards",Norway,4500000,0,0.25,0,2016-09-28
"Bertelsmann Stiftung",Germany,"3750000 - 3999999",1,15,29,2011-04-20
"IBON International Foundation, Inc.",Philippines,"3500000 - 3749000",0,9,0,2016-12-08
"Transport and Environment (European Federation for Transport and Environment)",Belgium,"3500000 - 3749000",20,19.25,162,2010-02-22
"European Environmental Bureau",Belgium,"3250000 - 3499999",11,16.75,101,2009-03-06
"European Institute of Peace",Belgium,"3000000 - 3249999",6,11.25,9,2015-05-07
"Conference of Peripheral Maritime Regions (CRPM)",France,"2750000 - 2999999",2,25,26,2008-11-28
"European Youth Forum",Belgium,"2750000 - 2999999",13,28.5,36,2012-01-18
Natagora,Belgium,"2750000 - 2999999",0,50,0,2016-08-18
"AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA",Italy,2814332,3,1.5,3,2015-10-29
"European University Association",Belgium,"2500000 - 2749000",11,38.5,18,2010-01-12
"Stichting Cinekid",Netherlands,2635009,0,17,0,2016-09-21
"Non Profit Enterprise and Self-sustainability Team","United States","2250000 - 2499999",0,1,0,2015-03-02
"Open Society European Policy Institute",Belgium,"2250000 - 2499999",12,19.75,61,2008-08-21
"WWF European Policy Programme",Belgium,"2000000 - 2249999",13,21.75,156,2008-09-23
"Social Progress Imperative","United States",2068992,0,4,6,2016-11-21
"Bureau Européen des Unions de Consommateurs",Belgium,"1750000 - 1999999",29,19.5,197,2008-10-29
"European Cyclists' Federation",Belgium,"1750000 - 1999999",1,15,17,2011-04-27
"Terre des Hommes International Federation",Switzerland,"1750000 - 1999999",0,5.5,4,2015-04-22
"African Women's Development and Communication Network",Kenya,1891957,0,3,0,2016-12-13
"Unión Nacional de Instituciones para el Trabajo de Acción Social",Bolivia,1767555,0,25,0,2016-11-11
"International Crisis Group",Belgium,"1500000 - 1749000",0,10.25,12,2009-05-10
"Svenska Naturskyddsföreningen",Sweden,"1500000 - 1749000",0,2.5,1,2016-03-08
"The Pew Charitable Trusts","United States","1500000 - 1749000",8,15,43,2011-10-21
"Sanitation and Water for All","United States",1656747,0,4.5,0,2016-01-27
"ANIMA Investment Network",France,"1250000 - 1499999",0,11,0,2016-02-03
"Bund der Steuerzahler Deutschland e. V.",Germany,"1250000 - 1499999",0,20,1,2016-12-21
"International Union for Conservation of Nature EU Representative Office",Belgium,"1250000 - 1499999",4,13.25,29,2012-04-03
"King Baudouin Foundation",Belgium,"1250000 - 1499999",0,2,0,2015-05-29
"The Applied Research Institute - Jerusalem","Palestinian Territories","1250000 - 1499999",0,19.75,0,2016-03-23
"Ensemble contre la peine de mort",France,1259418,0,9,1,2015-07-09
"European Chamber of Commerce in Korea","South Korea","1000000 - 1249999",0,0.25,12,2015-09-22
"European Women's Lobby",Belgium,"1000000 - 1249999",7,4,21,2011-09-16
"International Council on Clean Transportation","United States","1000000 - 1249999",0,4.5,10,2010-12-14
"MESOLAVITIS TRAPEZIKON - EPENDITIKON YPIRESION",Greece,"1000000 - 1249999",0,4,0,2016-09-22
"Plataforma per la Llengua",Spain,"1000000 - 1249999",0,17,1,2016-06-09
"Stichting BirdLife Europe",Netherlands,"1000000 - 1249999",7,18,72,2008-12-04
"The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association",Belgium,"1000000 - 1249999",6,4.25,21,2011-09-14
"Transparency International",Germany,"1000000 - 1249999",13,16.25,47,2008-06-23
"WWF Deutschland",Germany,"1000000 - 1249999",0,40,3,2013-09-04
Neth-ER,Belgium,1246670,6,7.5,10,2011-10-20
GLOBSEC,Slovakia,1245467,0,14,10,2016-09-26
"European Environmental Citizens' Organisation for Standardisation",Belgium,1219102,0,11.75,7,2010-05-21
"Fondazione Centro Produttività Veneto",Italy,1219000,0,6,0,2016-12-29
"European AIDS Treatment Group",Germany,1207812,0,7,4,2012-02-13
"TISPOL European Traffic Police Network.","United Kingdom",1200000,0,1,0,2016-12-12
"Deutsches Rotes Kreuz e.V.",Germany,1139000,0,1.25,4,2016-08-16
"Allgemeiner Deutscher Automobil-Club e.V.",Germany,"900000 - 999999",0,6.5,2,2010-07-28
"Asociacija LATGA",Lithuania,"900000 - 999999",0,35,0,2015-08-24
"Caritas Europa",Belgium,"900000 - 999999",8,8.75,24,2009-01-06
"Council of European Energy Regulators",Belgium,"900000 - 999999",3,8,9,2011-10-25
"European Centre for Nature Conservation",Netherlands,"900000 - 999999",0,11.25,1,2016-03-15
"European Disability Forum",Belgium,"900000 - 999999",7,10,30,2010-07-19
"European Endowment for Democracy",Belgium,"900000 - 999999",5,2.5,5,2015-04-24
"Federation of Associations for Hunting & Conservation of the EU",Belgium,"900000 - 999999",3,8,22,2009-02-20
