"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"JA Europe",Belgium,7776887,4,12,11,2015-07-07
"Stiftung Mercator",Germany,"6750000 - 6999999",0,1,2,2015-02-25
Altroconsumo,Italy,"5000000 - 5249999",0,2,2,2009-01-13
EUROCITIES,Belgium,"4500000 - 4749000",17,22,51,2009-12-18
"Irish Congress Trade Unions",Ireland,"4000000 - 4249999",0,0.75,2,2014-07-02
"Bertelsmann Stiftung",Germany,"3750000 - 3999999",0,15,29,2011-04-20
"IBON International Foundation, Inc.",Philippines,"3500000 - 3749000",0,9,0,2016-12-08
"European Environmental Bureau",Belgium,"3250000 - 3499999",11,19.75,101,2009-03-06
"European Youth Forum",Belgium,"2750000 - 2999999",16,30.5,36,2012-01-18
"Bureau Européen des Unions de Consommateurs",Belgium,"2250000 - 2499999",27,25.5,197,2008-10-29
"European Cyclists' Federation",Belgium,"2000000 - 2249999",4,15.75,17,2011-04-27
"WWF European Policy Programme",Belgium,"2000000 - 2249999",13,21.75,156,2008-09-23
"Transparency International",Germany,"1750000 - 1999999",12,16.75,47,2008-06-23
"Inter-Environnement Wallonie",Belgium,1872446,0,0.5,0,2016-01-05
Barncancerfonden,Sweden,"1500000 - 1749000",0,1,0,2017-03-12
"Open Society European Policy Institute",Belgium,"1500000 - 1749000",12,19,61,2008-08-21
"Eurochild AISBL",Belgium,"1250000 - 1499999",3,12,11,2009-02-18
"European Social Network","United Kingdom","1250000 - 1499999",0,14,7,2009-04-14
"King Baudouin Foundation",Belgium,"1250000 - 1499999",0,2,0,2015-05-29
"Stichting BirdLife Europe",Netherlands,"1250000 - 1499999",8,17,72,2008-12-04
"The Applied Research Institute - Jerusalem","Palestinian Territories","1250000 - 1499999",0,19.75,0,2016-03-23
"Vlaamse Hogescholenraad",Belgium,"1250000 - 1499999",0,2.75,1,2018-09-21
"European AIDS Treatment Group",Germany,1372184,0,10,4,2012-02-13
"ANIMA Investment Network",France,"1000000 - 1249999",0,9.25,0,2016-02-03
"Caritas Europa",Belgium,"1000000 - 1249999",10,9.25,24,2009-01-06
"Climate Action Network Europe",Belgium,"1000000 - 1249999",8,13,103,2009-02-11
"Climate Bonds Initiative","United Kingdom","1000000 - 1249999",0,20,1,2011-05-23
"European Chamber of Commerce in Korea","South Korea","1000000 - 1249999",0,1.25,12,2015-09-22
"European Council on Refugees and Exiles",Belgium,"1000000 - 1249999",5,8.5,3,2009-08-19
"European Disability Forum",Belgium,"1000000 - 1249999",7,10,30,2010-07-19
"European Environmental Citizens' Organisation for Standardisation",Belgium,"1000000 - 1249999",1,11.25,7,2010-05-21
"European Health Forum Gastein",Austria,"1000000 - 1249999",1,6.25,8,2014-05-28
"European Partnership for Democracy",Belgium,"1000000 - 1249999",4,5,7,2014-08-18
"European Women's Lobby",Belgium,"1000000 - 1249999",13,4,21,2011-09-16
"FUNDACION TOMILLO",Spain,"1000000 - 1249999",0,6,0,2018-05-29
"Fair Trials","United Kingdom","1000000 - 1249999",0,5.5,3,2015-03-04
"Federação Portuguesa de Golfe",Portugal,"1000000 - 1249999",0,1.5,0,2017-01-04
"International Council on Clean Transportation","United States","1000000 - 1249999",0,8.75,10,2010-12-14
"International Union for Conservation of Nature EU Representative Office",Belgium,"1000000 - 1249999",3,13.25,29,2012-04-03
"Istituto Sindacale per la Cooperazione allo Sviluppo",Italy,"1000000 - 1249999",0,0.5,0,2011-01-14
"Mémorial de la Shoah",France,"1000000 - 1249999",0,3.75,0,2017-04-07
"Non Profit Enterprise and Self-sustainability Team","United States","1000000 - 1249999",0,1,0,2015-03-02
"People for the Ethical Treatment of Animals Foundation","United Kingdom","1000000 - 1249999",2,6.25,0,2018-03-16
"Plataforma per la Llengua",Spain,"1000000 - 1249999",0,23.25,1,2016-06-09
