"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Centro Tecnológico del Mar - Fundación CETMAR",Spain,"2250000 - 2499999",0,39,0,2016-05-31
"Wirtschaftskammer Österreich",Austria,"1750000 - 1999999",0,15,36,2010-01-07
"Japan Bank for International Cooperation",Japan,"1500000 - 1749000",0,1,1,2018-11-16
"Autorità di Sistema portuale del Mar Tirreno Settentrionale",Italy,"1000000 - 1249999",0,3,0,2019-01-30
"Centre for Fine Arts",Belgium,"1000000 - 1249999",0,5,20,2015-07-07
"DIRECCIÓN DE ENERGÍA (COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA)",Spain,"1000000 - 1249999",0,10,0,2017-07-06
"HELLENIC FINANCIAL STABILITY FUND",Greece,1000000,0,3.25,0,2019-04-01
"Malta Communications Authority",Malta,1000000,0,21.5,0,2019-05-10
"Egmont Institute",Belgium,"900000 - 999999",0,18,9,2016-09-28
"KfW Bankengruppe",Germany,"900000 - 999999",7,5.5,60,2012-09-25
"Obszar Metropolitalny Gdansk-Gdynia-Sopot",Poland,964821,0,5.25,0,2017-09-28
"Chambre de commerce et d'industrie de région Paris Ile-de-France",France,"800000 - 899999",0,6,1,2010-12-09
"Organismo Publico Puertos del Estado",Spain,"700000 - 799999",0,2.5,0,2016-11-02
"RAM Logistica Infrastrutture e Trasporti Spa",Italy,725712,0,4,0,2016-11-10
"Service de lutte contre la pauvreté, la précarité et l'exclusion sociale",Belgium,"600000 - 699999",0,7,0,2015-06-03
"Small Business Standards",Belgium,"600000 - 699999",0,3.75,0,2014-05-21
"Unione Italiana delle Camere di Commercio, Industria, Artigianato e Agricoltura",Italy,"600000 - 699999",0,3,1,2010-04-15
Viapass,Belgium,650000,0,12.25,1,2018-04-26
"Chambre de métiers et de l'artisanat de la Loire",France,625453,0,14,0,2018-03-08
"AGENZIA NAZIONALE PER I SERVIZI SANITARI REGIONALI",Italy,600860,0,10.5,0,2018-05-31
"Centre National d'Etudes Spatiales",France,"500000 - 599999",0,3,1,2016-12-06
"Danish Committee for Health Education",Denmark,"500000 - 599999",0,1.75,0,2018-07-16
"FUNDACIÓN FUNDECYT PARQUE CIENTIFICO Y TECNOLOGICO DE EXTREMADURA",Spain,"500000 - 599999",0,17,0,2014-08-04
"Long Distance Advisory Council / Consejo Consultivo de Flota Comunitaria de Larga Distancia en Aguas Lejanas / Conseil Consultatif de Pêche Lointaine",Spain,"500000 - 599999",1,2.75,4,2015-10-15
"Development Agency of Karditsa AE OTA",Greece,525092,0,15.75,0,2015-03-15
"Maritime Technology Cluster FVG",Italy,505829,0,9,0,2014-01-17
"Colegio de registradores de la propiedad y mercantiles de España",Spain,500000,0,4.5,0,2017-03-24
"European Agency for Special Needs and Inclusive Education",Denmark,"400000 - 499999",4,4,5,2015-02-09
"Luxembourg Finance Labelling Agency",Luxembourg,"400000 - 499999",0,3,0,2018-03-16
NRW.BANK,Germany,"400000 - 499999",2,2,9,2009-01-06
"Société Régionale d'Investissement de Wallonie",Belgium,"400000 - 499999",0,0.25,1,2017-05-05
"Zavod za gradbeništvo Slovenije",Slovenia,"400000 - 499999",0,12,0,2017-10-19
"Agriculture and Horticulture Development Board","United Kingdom","300000 - 399999",0,4,1,2015-01-13
"Chambre de Métiers et de l'Artisanat de Seine-Maritime",France,"300000 - 399999",0,13.75,0,2018-03-08
"Corporación Andina de Fomento",Venezuela,"300000 - 399999",0,5,2,2016-02-16
"Market Advisory Council / Conseil Consultatif pour les Marchés",Belgium,"300000 - 399999",0,1.75,1,2016-11-28
"Ombudsperson for Gender Equality of the Republic of Croatia",Croatia,"300000 - 399999",0,4,0,2019-03-20
"Pohjois-Savon liitto",Finland,"300000 - 399999",0,4,0,2019-06-27
"The University of Nottingham","United Kingdom","300000 - 399999",0,7.25,0,2017-02-10
"Zweites Deutsches Fernsehen",Germany,"300000 - 399999",3,3,28,2009-01-15
"Oficina Española de Ciencia y Tecnología E.P.E. (CDTI)",Belgium,333499,0,4,0,2016-03-04
Vinnova,Sweden,312000,1,2.5,3,2018-07-20
"Agence Française de Développement",France,"200000 - 299999",0,4,4,2013-07-15
"Caisse Nationale des Allocations Familiales",France,"200000 - 299999",0,4,0,2016-01-22
"Chambre de Commerce et d'Industrie Métropolitaine Bretagne Ouest",France,"200000 - 299999",0,4.25,0,2019-07-17
"Chambre de Commerce et d'Industrie de Région des Pays de la Loire",France,"200000 - 299999",0,3,1,2015-03-06
"Deutsche Gesetzliche Unfallversicherung e.V.",Germany,"200000 - 299999",0,2,2,2015-05-20
"Hauptverband der österreichischen Sozialversicherungsträger",Austria,"200000 - 299999",3,4,2,2015-09-22
"Hrvatski audiovizualni centar - Croatian Audiovisual Centre",Croatia,"200000 - 299999",0,0.5,0,2015-09-30
"IrRADIARE, Investigação e Desenvolvimento em Engenharia e Ambiente, Lda",Portugal,"200000 - 299999",0,7,2,2018-04-22
"Luchtverkeersleiding Nederland",Netherlands,"200000 - 299999",0,2,0,2014-02-14
"Network Rail Infrastructure Limited","United Kingdom","200000 - 299999",0,1.5,0,2016-07-15
"Norddeutsche Landesbank Girozentrale",Germany,"200000 - 299999",0,2.5,1,2019-04-16
"Romanian Maritime Training Center",Romania,"200000 - 299999",0,5,0,2017-05-04
"Trikala Development Agency",Greece,"200000 - 299999",0,7.5,0,2018-01-04
"Bundesverband ANUAS e.V. - Hilfsorganisation für Angehörige von Mord-, Tötungs-, Suizid- und Vermisstenfällen",Germany,250000,0,10,0,2017-03-06
"GIP OI du Hainaut",France,201766,0,4,0,2017-03-29
Alliander,Netherlands,200000,0,0.25,0,2017-05-24
"Chambre de Métiers et de l'Artisanat Interdépartementale Calvados Orne",France,200000,0,3.25,0,2018-03-08
"Administrador de Infraestructuras Ferroviarias",Spain,"100000 - 199999",0,2,0,2016-09-27
"Allgemeine Ortskrankenkasse-Bundesverband",Germany,"100000 - 199999",1,1,0,2014-01-06
"Amsterdam Economic Board",Netherlands,"100000 - 199999",0,2,0,2019-08-26
"Architects Registration Board","United Kingdom","100000 - 199999",0,3,0,2017-02-24
"Associació pel Desenvolupament Rural de la Catalunya Central",Spain,"100000 - 199999",0,4,0,2017-08-29
"Autorità di Sistema Portuale del Mar Adriatico Settentrionale",Italy,"100000 - 199999",0,6.5,1,2015-01-16
"Bank Gospodarstwa Krajowego",Poland,"100000 - 199999",0,5.25,4,2017-06-09
Bpifrance,France,"100000 - 199999",3,1.25,14,2013-10-23
"CCI France",France,"100000 - 199999",2,1.5,1,2018-05-23
"City of Dublin Energy Management Agency Ltd",Ireland,"100000 - 199999",0,1,0,2016-11-07
"Consejo General de Colegios Oficiales de Médicos",Spain,"100000 - 199999",0,2,2,2015-03-18
"DFS Deutsche Flugsicherung GmbH",Germany,"100000 - 199999",1,1,10,2009-05-18
"De Vlaamse Waterweg nv",Belgium,"100000 - 199999",0,4,0,2015-04-03
"Deutsche Forschungsgemeinschaft",Germany,"100000 - 199999",0,1.5,1,2014-07-07
"Etablissement Autonome de Contrôle et de Coordination des Exportations",Morocco,"100000 - 199999",2,0.75,0,2019-05-06
"Etelä-Savon maakuntaliitto",Finland,"100000 - 199999",0,3,0,2019-06-25
EuroGeographics,Belgium,"100000 - 199999",0,0.5,0,2012-01-19
"European Hospital and Healthcare Federation",Belgium,"100000 - 199999",4,1.5,8,2010-02-10
"FEDERACIÓN ANDALUZA DE COFRADÍAS DE PESCADORES",Spain,"100000 - 199999",0,0.25,0,2018-09-21
"Gemeinsamer Bundesausschuss",Germany,"100000 - 199999",0,1.5,0,2018-11-13
"General Medical Council","United Kingdom","100000 - 199999",0,1.5,0,2012-07-23
"Gestore dei Mercati Energetici S.p.A.",Italy,"100000 - 199999",0,0.75,0,2017-07-24
"Goethe-Institut e.V.",Germany,"100000 - 199999",0,1.5,8,2012-02-15
"Hague Conference on Private International Law",Netherlands,"100000 - 199999",0,1,1,2018-02-27
"Havenbedrijf Antwerpen NV van publiek recht",Belgium,"100000 - 199999",0,1.25,4,2014-12-08
"Hellenic Association of Municipal Water and Sewerage Companies",Greece,"100000 - 199999",0,0.5,0,2018-10-17
"Investitions- und Förderbank Niedersachsen",Germany,"100000 - 199999",1,1,1,2019-03-19
"Investitionsbank Sachsen_Anhalt",Germany,"100000 - 199999",1,1.5,0,2019-08-22
"Joint Nature Conservation Committee","United Kingdom","100000 - 199999",0,1.25,2,2012-04-03
"Kommuninvest i Sverige AB",Sweden,"100000 - 199999",0,1,2,2016-05-26
"LITGRID AB",Lithuania,"100000 - 199999",0,2.5,0,2017-12-19
"Londonderry Port & Harbour Commissioners","United Kingdom","100000 - 199999",0,1.5,1,2018-04-30
