"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Implement a European-wide coordination of research and innovation programs on raw materials to strengthen the industry competitiveness and the shift to a circular economy",Portugal,2732032,0,2,0,2016-10-18
"Assembly of European Regions",France,"1000000 - 1249999",7,8.5,21,2014-02-26
"ICLEI - Local Governments for Sustainability European Secretariat",Germany,"900000 - 999999",0,2,9,2018-10-30
"Mission Opérationnelle Transfrontalière",France,"900000 - 999999",0,6,0,2015-09-14
"Eixo Atlantico do Noroeste Peninsular",Spain,"600000 - 699999",0,3.75,0,2015-10-08
EUREGIO,Germany,670281,0,38,0,2019-07-17
"Oslo-Stockholm 2.55 AB",Sweden,600000,0,2,0,2019-06-24
"Joint Programming Initiative on Agriculture, Food Security and Climate Change",France,"500000 - 599999",0,9,2,2011-11-28
"Overseas Countries and Territories Association",Belgium,"500000 - 599999",2,3,1,2017-03-06
RAILPOL,Netherlands,"400000 - 499999",0,3.25,0,2016-08-01
"Stiftelsen Jamtli",Sweden,"400000 - 499999",0,5.75,0,2017-06-05
"United Cities and Local Governments - Asia Pacific",Indonesia,"400000 - 499999",0,3.5,0,2018-06-18
"United Cities and Local Governments Middle East and West Asia Section",Turkey,"400000 - 499999",0,10.75,0,2018-02-01
"COMMONWEALTH LOCAL GOVERNMENT FORUM","United Kingdom",454063,0,6.25,0,2016-12-02
"Regio Randstad",Belgium,450000,0,9,0,2016-11-14
"Airport Regions Conference",Belgium,"300000 - 399999",2,5,1,2015-02-09
"Association of European Border Regions",Germany,"300000 - 399999",0,8.25,2,2015-10-22
"Mersey Maritime","United Kingdom","300000 - 399999",0,5,0,2016-12-14
PLATFORMA,Belgium,"300000 - 399999",7,7,8,2017-02-02
"UGANDA LOCAL GOVERNMENTS ASSOCIATION",Uganda,"300000 - 399999",0,1.5,0,2016-11-28
MEDAC,Italy,397876,0,2,2,2015-11-11
"North Calotte Council",Finland,381239,0,3,0,2015-12-03
"ASOCIACION MEDCITIES Y/O MEDCITÉS",Spain,"200000 - 299999",0,2.5,0,2018-11-19
"Assemblée des Régions Européennes Viticoles",France,"200000 - 299999",0,1,0,2011-07-19
"Internationale Bodenseekonferenz",Germany,"200000 - 299999",0,3.5,0,2015-12-17
"Université de la Grande Région",Luxembourg,"200000 - 299999",0,3.75,1,2018-03-14
"Euregio Scheldemond",Belgium,200000,0,2,0,2018-03-09
"Istituto centrale per il Catalogo Unico delle biblioteche italiane",Italy,200000,0,6.75,0,2018-01-08
"Baltic Sea States Subregional Co-operation",Norway,"100000 - 199999",0,2,0,2008-12-19
