"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"University College Dublin – National University of Ireland, Dublin",Ireland,492005000,0,2.5,3,2015-11-30
"Queen Mary University of London","United Kingdom","> 10,000,000",0,3535,0,2015-06-10
"The University of Manchester","United Kingdom","> 10,000,000",0,400,0,2015-11-10
"University of Reading","United Kingdom","> 10,000,000",0,200,0,2015-12-03
"Universitatea POLITEHNICA din Bucuresti",Romania,"6000000 - 6249999",0,250,0,2014-09-29
"INSTITUT SUPERIEUR D'OSTEOPATHIE DE LYON",France,5200000,0,59.75,0,2015-12-17
"Šiaulių valstybinė kolegija",Lithuania,"3500000 - 3749000",0,142.5,0,2015-12-23
"Universidade de Coimbra",Portugal,"3000000 - 3249999",0,62.5,4,2015-04-17
"Institut de Recherche pour le Développement",France,1000000,0,4.5,5,2015-05-13
"Technische Universität Dresden",Germany,"900000 - 999999",0,2,0,2015-06-01
"The Joint Institute for Nuclear Research",Russia,"900000 - 999999",0,47.5,0,2015-07-23
"Dharma Gate Buddhist College",Hungary,498298,0,0.5,0,2015-12-23
"Digital Economy Lab, University of Warsaw",Poland,300000,0,6.75,2,2015-10-30
"University of Chemical Technology and Metallurgy",Bulgaria,250000,0,1.25,0,2015-12-03
"Istituto per la Competitività",Italy,"100000 - 199999",2,7,14,2015-07-12
"Lancaster University","United Kingdom","100000 - 199999",0,4,0,2015-11-06
"Wetsus, European Centre of Excellence for Sustainable Water Technology",Netherlands,"100000 - 199999",0,125,0,2015-07-15
"Faculdade de Ciências da Universidade de Lisboa",Portugal,105000,0,4,2,2015-06-16
"Warszawska Wyższa Szkoła Humanistyczna im. Bolesława Prusa",Poland,100000,0,2.5,0,2015-10-30
"Ghent University",Belgium,"50000 - 99999",2,0.5,3,2013-04-02
"Kingston University Higher Education Corporation","United Kingdom","50000 - 99999",0,3.5,0,2015-12-03
"National University of Ireland Galway",Ireland,"50000 - 99999",0,3.5,2,2015-12-04
"Practising Law Institute","United States","50000 - 99999",0,0.25,0,2015-06-17
"Academy of European Law",Germany,52000,1,1.25,6,2012-03-06
"Institut für interdisziplinäre dermatologische Prävention und Rehabilitation",Germany,50000,0,2,1,2015-05-18
"Universiteit Hasselt",Belgium,"25000 - 49999",0,0.75,0,2015-11-20
"Università Cattolica del SacroCuore",Italy,"25000 - 49999",1,7.75,1,2015-05-14
"European Dental Students Association",Ireland,42500,0,4.5,0,2015-10-15
"Conférence des Présidents d'Université",France,"10000 - 24999",3,4,1,2011-09-12
"Diplomatic Corps Institute","United Kingdom","10000 - 24999",2,0.5,0,2015-11-11
EDU,Belgium,"10000 - 24999",1,0.5,0,2011-08-07
