"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"R Street Institute","United States",217731034,0,0.25,0,2015-12-18
"Graphene Flagship",Sweden,20068368,0,375,1,2015-07-29
"Stiftung Wissenschaft und Politik",Germany,11507813,4,3.25,2,2014-01-17
"Real Instituto Elcano",Spain,3357301,0,1.5,3,2015-10-30
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3000000 - 3249999",0,27,4,2009-11-18
"Association philosophique française le DROIT HUMAIN",France,3100000,0,6.25,0,2015-06-05
"European Policy Centre",Belgium,"2250000 - 2499999",0,23,49,2009-01-22
"Centro Italiano Ricerche Aerospaziali (CIRA ScpA)",Italy,2425000,0,8.5,1,2015-05-22
"Consiglio Nazionale delle Ricerca - Istituto di Tecnologie Industriali e Automazione",Italy,2000000,0,52,0,2015-12-21
"The Brookings Institution","United States","1250000 - 1499999",0,27.5,6,2015-05-18
"Institut Jacques Delors",France,1435661,0,7.5,27,2015-05-12
"Groupe de Recherche et d'Information sur la Paix et la sécurité",Belgium,1222196,1,3,0,2015-07-07
E3G,"United Kingdom","900000 - 999999",4,25,61,2012-01-11
"Academic Cooperation Association",Belgium,825964,0,5,1,2015-07-13
"Observatoire social européen",Belgium,"700000 - 799999",0,13.5,2,2015-07-28
"League of European Research Universities",Belgium,735000,5,6,6,2014-01-24
"Fundación Alternativas",Spain,700000,0,1.5,0,2015-10-31
"t2i - trasferimento tecnologico e innovazione",Italy,"600000 - 699999",0,20,0,2015-06-16
"CASE – Centrum Analiz Społeczno-Ekonomicznych – Fundacja Naukowa",Poland,657743,0,27,0,2015-07-03
"The EUROREC Institute",France,627969,0,3.25,0,2015-12-01
"Research in Advanced Medical Informatics and Telematics (vzw - asbl)",Belgium,616000,0,2.5,0,2015-12-01
"Netherlands Institute of International Relations ‘Clingendael’",Netherlands,600000,0,6,2,2015-08-06
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"500000 - 599999",1,27.5,12,2011-09-19
"ETP ZEP",Netherlands,538000,0,1.25,8,2013-02-28
"FONDATION POUR LA RECHERCHE SUR LA BIODIVERSITE",France,503145,0,5.5,0,2015-12-04
"Global CCS Institute Ltd",Australia,"400000 - 499999",7,8,6,2014-08-25
"Institut für Weltwirtschaft",Germany,"400000 - 499999",0,43.25,0,2015-06-11
"demosEUROPA - Centrum Strategii Europejskiej",Poland,"400000 - 499999",0,5,0,2015-06-19
"acatech-Deutsche Akademie der Technikwissenschaften/ National Academy of Science and Engineering",Germany,"300000 - 399999",0,2.75,1,2011-11-09
"Institut pour le Droit Européen de la Circulation",Luxembourg,300000,0,6.25,0,2015-03-11
"European Marine Board",Belgium,"200000 - 299999",0,6,2,2015-09-08
"Financial Markets Law Committee","United Kingdom","200000 - 299999",0,5.5,2,2015-07-01
"SwissCore, Contact Office for European Research, Innovation and Education",Switzerland,"200000 - 299999",4,4,7,2012-04-05
"Instytut Metali Niezelaznych",Poland,296000,0,2.75,0,2015-06-18
"Gold Mercury International","United Kingdom",295000,0,12.5,0,2015-06-10
"Fondazione Studi Consulenti del Lavoro",Italy,280423,0,4.5,0,2015-10-04
"Bayerische Forschungsallianz GmbH",Germany,"100000 - 199999",1,0.75,0,2012-10-09
"Institut de relations internationales et stratégiques",France,"100000 - 199999",0,1.5,0,2015-11-20
"The German Marshall Fund of the United States - Transatlantic Center",Belgium,"100000 - 199999",0,11.75,20,2015-11-27
"Topten International Services",Switzerland,"100000 - 199999",0,1,0,2015-09-17
"VšĮ ""Viešosios politikos ir vadybos institutas""",Lithuania,160771,0,100,0,2015-05-26
"German Development Institute / Deutsches Institut für Entwicklungspolitik (DIE)",Germany,100000,0,20,3,2015-06-23
"Institute for Infrastructure, Environment and Innovation",Belgium,100000,0,3,0,2015-07-23
"The Royal United Services Institute for Defence and Security Studies","United Kingdom",100000,0,10.25,0,2015-07-14
"ACM EUROPE",Belgium,"50000 - 99999",1,1,0,2015-06-04
"Center for Strategic and International Studies","United States","50000 - 99999",0,4.25,2,2015-02-02
"Europe External Policy Advisors",Belgium,"50000 - 99999",3,1.5,1,2015-07-02
"Fondation Institut de recherche pour le développement durable et les relations internationales",France,"50000 - 99999",0,3.5,3,2015-10-12
"Magyar Tudományos Akadémia",Hungary,"50000 - 99999",0,25,3,2015-06-25
"National Institute for Nuclear Physics",Italy,"50000 - 99999",0,2,0,2014-03-24
"National Research Council of Italy",Italy,"50000 - 99999",1,4.5,3,2011-09-01
"Play the Game/Danish Institute for Sports Studies",Denmark,"50000 - 99999",0,1.5,2,2015-05-13
"The Motor Insurance Repair Research Centre","United Kingdom","50000 - 99999",0,0.25,0,2015-11-18
"Tyndall National Institute, University College Cork",Ireland,"50000 - 99999",0,2,0,2015-05-18
"International Services Association",India,81730,0,9,0,2010-10-21
"Instytut Kosciuszki - Instytut Integracji Europejskiej",Poland,80542,0,7.25,2,2015-06-25
"Global Governance Institute",Belgium,50000,1,2,0,2015-06-25
"Comunicare Digitale",Italy,"25000 - 49999",0,1,0,2015-11-27
"Deutsches Institut für Vertrauen und Sicherheit im Internet (Deutsche Post gemeinnützige Gesellschaft für sichere und vertrauliche Kommunikation im Internet mbH)",Germany,"25000 - 49999",0,0.5,0,2015-12-17
"European Cooperation in Science and Technology",Belgium,"25000 - 49999",4,58,8,2015-02-16
"Evropské hodnoty o.s.","Czech Republic","25000 - 49999",0,32.75,3,2015-10-27
"Fondation Prospective et Innovation",France,"25000 - 49999",0,1.25,3,2015-12-17
"IRBM Science Park",Italy,"25000 - 49999",1,0.75,2,2015-04-21
"Open Europe","United Kingdom","25000 - 49999",0,8,8,2011-11-28
"Progressive Policy Institute","United States","25000 - 49999",0,1,10,2015-12-22
ThinkYoung,Belgium,"25000 - 49999",4,1.25,1,2013-07-19
"Associazione Universitaria di Studi Europei",Italy,46172,0,0.5,0,2015-07-08
"Accademia Italiana del Codice di Internet",Italy,33084,0,9,0,2015-09-28
"Institut für Arbeitsmarkt- und Berufsforschung der Bundesagentur für Arbeit",Germany,30000,0,0.25,0,2015-06-30
"Art is Open Source",Italy,25000,0,2,0,2015-09-26
"CONSORCI INSTITUT D'INVESTIGACIONS BIOMEDIQUES AUGUST PI I SUNYER",Spain,"10000 - 24999",0,0.5,0,2015-12-03
"EUROSIF A.I.S.B.L (EUROPEAN SUSTAINABLE INVESTMENT FORUM)",Belgium,"10000 - 24999",2,3,12,2009-08-11
"European Bureau for Innovation and Science",Belgium,"10000 - 24999",0,1,0,2014-07-04
"European Fashion Council",Bulgaria,"10000 - 24999",0,8.5,0,2010-01-15
"European Privacy Association",Belgium,"10000 - 24999",0,1.25,0,2009-07-23
"Fondation pour le droit continental/Civil Law Initiative",France,"10000 - 24999",0,0.25,0,2015-09-09
"German Marine Research Consortium",Germany,"10000 - 24999",2,2,0,2011-06-06
"Grande Loge Féminine de France (Institut Maçonnique Européen)",France,"10000 - 24999",2,3500,0,2009-02-26
"National Institute of Technology and Evaluation",Japan,"10000 - 24999",0,3.25,0,2015-12-03
"Stichting Nederland Kennisland",Netherlands,"10000 - 24999",0,0.75,2,2009-10-09
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"10000 - 24999",5,12,10,2013-03-08
"Tutkimusosuuskunta Tapaus",Finland,"10000 - 24999",0,0.25,0,2015-07-14
"VTT Technical Research Centre of Finland Ltd",Finland,"10000 - 24999",2,10.5,2,2015-05-08
"Women's Eco-nomic and Social Think Tank","United Kingdom","10000 - 24999",1,1.75,1,2013-09-19
"What Is The Situation Institute",Spain,10000,0,5,0,2015-12-26
"AGENCIA DE QUALITAT I AVALUACIO SANITARIES DE CATALUNYA",Spain,"< 9,999",0,2.25,0,2015-12-01
"Alfred-Wegener-Institut, Helmholtz-Zentrum für Polar- und Meeresforschung",Germany,"< 9,999",0,0.25,0,2012-07-30
"Alliance des consultants industriels francophones",France,"< 9,999",0,1.5,0,2012-11-19
"Asociace pro mezinárodní otázky (Association for International Affairs)","Czech Republic","< 9,999",0,5.25,0,2012-11-16
"Asociación para la Investigación y Desarrollo Industrial de los Recursos Naturales",Spain,"< 9,999",0,0.5,0,2015-06-01
"Assembly of Scientists and Experts of Afghanistan",Germany,"< 9,999",0,2.5,0,2013-07-15
"Bertelsmann Stiftung",Germany,"< 9,999",1,0.75,29,2011-04-20
"Biological Resource Centre of Institut Pasteur",France,"< 9,999",0,0.5,0,2015-12-04
"Board of Quality Standards",Dominica,"< 9,999",0,0.75,0,2015-11-17
"British Institute of International and Comparative Law","United Kingdom","< 9,999",0,2.25,0,2015-11-25
"Brussels Metropolitan",Belgium,"< 9,999",0,1.75,0,2013-10-22
CERIC-ERIC,Italy,"< 9,999",0,0.25,0,2014-09-26
"Carnegie Europe",Belgium,"< 9,999",0,13.5,14,2015-09-24
"Centre National de la Recherche Scientifique",France,"< 9,999",5,3.5,4,2015-07-14
"Centre d'études politiques économiques et sociales",Belgium,"< 9,999",0,1.5,0,2015-07-25
"Centre for European Policy Studies",Belgium,"< 9,999",4,50,63,2011-09-16
"Centre for European and International Policy Action",Belgium,"< 9,999",0,2,0,2015-05-27
"Citynet S.A.",Spain,"< 9,999",0,0.25,0,2011-08-26
"Club de Cazadores de Becada con Perro",Spain,"< 9,999",0,1.25,0,2015-06-25
"Collaborating Centre on Sustainable Consumption and Production",Germany,"< 9,999",0,10,0,2015-05-20
"Connect-EU Materials Group",Spain,"< 9,999",0,0.25,0,2011-11-21
"Consorzio per il Centro Interuniversitario di Biologia Marina ed Ecologia Applicata G. Bacci",Italy,"< 9,999",0,0.75,0,2009-05-25
"Croatan Institute","United States","< 9,999",0,0.25,0,2015-11-25
"DEX Innovation Centre","Czech Republic","< 9,999",0,0.25,0,2014-09-29
"Deutsches Zentrum für Neurodegenerative Erkrankungen e.V.",Germany,"< 9,999",0,0.25,0,2015-11-23
"EQUITY IN HEALTH INSTITUTE",Italy,"< 9,999",0,0.25,0,2013-06-24
"EU-Asia Centre",Belgium,"< 9,999",1,1,1,2012-12-21
"Ecodesign Centre","United Kingdom","< 9,999",0,1,0,2013-06-05
"European Association for Negotiation and Mediation",Belgium,"< 9,999",0,2.5,0,2012-02-07
"European Centre for Development Policy Management",Netherlands,"< 9,999",3,55,4,2015-01-22
"European Centre for Public Affairs","United Kingdom","< 9,999",0,0.5,2,2013-01-23
"European Climate Research Alliance",Belgium,"< 9,999",0,1,0,2015-12-23
"European Law Institute for State Aid",Germany,"< 9,999",0,0.75,1,2012-01-10
"European Leadership Network","United Kingdom","< 9,999",0,0.25,1,2015-09-15
"European Research Institute For Mediterranean and Euro-Arab Cooperation",Belgium,"< 9,999",1,1,0,2012-12-12
"European Services Strategy Unit",Ireland,"< 9,999",0,1,0,2011-12-27
"FONDATION ROBERT SCHUMAN",France,"< 9,999",3,0.25,6,2011-07-27
"FareAmbiente Movimento Ecologista Europeo",Italy,"< 9,999",0,0.25,0,2012-09-27
"Forum of European National Highway Research Laboratories",Belgium,"< 9,999",0,6,0,2009-09-10
"Friends of Europe",Belgium,"< 9,999",1,27.5,45,2011-09-23
"Fundamental Rights European Experts Group",Belgium,"< 9,999",3,5,0,2013-06-05
"GKI Economic Research Co.",Hungary,"< 9,999",0,0.25,0,2013-01-28
"Global Research Alliance",India,"< 9,999",0,12.5,0,2014-10-11
"Grande Loge Indépendante et Souveraine des Rites Unis (GLISRU)",France,"< 9,999",0,1,0,2015-05-22
"HELLENIC AGRICULTURAL ORGANIZATION ""DEMETER"" - INSTITUTE OF MEDITERRANEAN FOREST ECOSYSTEMS & FOREST PRODUCTS TECHNOLOGY",Greece,"< 9,999",0,0.75,0,2012-03-21
"INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE",France,"< 9,999",0,10,8,2013-09-10
"INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE",France,"< 9,999",1,2,2,2012-01-23
"INTEGRATE - Practical thinking for long-term investment in innovative social infrastructure across EU Regions",Italy,"< 9,999",0,1,0,2013-06-24
"Insitute of Research & training on European Affairs",Greece,"< 9,999",2,2.25,0,2014-10-06
"Institut Européen de Bioéthique",Belgium,"< 9,999",2,7.5,0,2011-12-08
"Institut für Mittelstandsforschung (IfM) Bonn",Germany,"< 9,999",0,0.25,0,2014-05-16
"Institute of global transformation",Netherlands,"< 9,999",0,1,0,2014-07-30
"Instituto Nacional de Engenharia Biomédica",Portugal,"< 9,999",0,0.75,0,2010-02-16
"Instituut voor Bestuurders / L'Institut des Administrateurs",Belgium,"< 9,999",0,13.5,0,2010-08-31
"International Bureau of Fiscal Documentation",Netherlands,"< 9,999",0,2.5,1,2013-05-02
"Istituto Analisi Biostrutturale Italia",Italy,"< 9,999",0,2,0,2014-08-27
"Italian National Agency for New Technologies, the Energy and the Sustainable Economic Development",Italy,"< 9,999",4,5,0,2012-11-28
"Kennisinstituut Duurzaam Verpakken",Netherlands,"< 9,999",0,0.25,1,2015-08-17
"Les Amis du Donjon de Jouy",France,"< 9,999",0,1,0,2015-06-17
"Lithuanian Free Market Institute",Lithuania,"< 9,999",0,1.5,0,2015-10-08
"New City Initiative","United Kingdom","< 9,999",0,1,2,2015-05-21
"Nexa Center for Internet & Society",Italy,"< 9,999",0,1,0,2014-01-27
"Partnership for European Environmental Research",France,"< 9,999",0,2,1,2011-09-19
"Peterson Institute for International Economics","United States","< 9,999",0,0.25,11,2015-06-11
"Potsdam-Institut für Klimafolgenforschung",Germany,"< 9,999",0,1.25,1,2015-08-06
"Rassemblement pour l'initiative citoyenne",France,"< 9,999",0,0.25,0,2009-12-29
"Romania Energy Center",Romania,"< 9,999",0,4.25,0,2015-08-13
"Royal Museums of Fine Arts of Belgium",Belgium,"< 9,999",0,0.25,1,2014-03-04
"SD-M GmbH",Germany,"< 9,999",0,1,0,2015-07-14
"Service de lutte contre la pauvreté, la précarité et l'exclusion sociale",Belgium,"< 9,999",0,6.75,0,2015-06-03
"Stichting Deltares",Netherlands,"< 9,999",0,0.5,0,2011-02-21
"Swerea MEFOS",Sweden,"< 9,999",0,0.25,0,2015-09-30
"The Genesis Initiative","United Kingdom","< 9,999",1,0.5,1,2012-04-09
"The Swedish Sustainable Economy Foundation",Sweden,"< 9,999",0,0.75,0,2015-08-20
"UN MONDO D'ITALIANI",Italy,"< 9,999",0,1.5,0,2010-06-19
"Viešoji įstaiga ""Mokslininkų sąjungos institutas""",Lithuania,"< 9,999",0,2,0,2015-09-09
"VoteWatch Europe AISBL",Belgium,"< 9,999",2,2,0,2013-02-18
"Wilfried Martens Centre for European Studies",Belgium,"< 9,999",0,0.75,13,2015-02-19
"indes institute structure design",Germany,"< 9,999",0,1,0,2014-06-11
"institut für finanzdienstleistungen",Germany,"< 9,999",0,0.25,0,2009-04-06
"Öko-Institut e.V.",Germany,"< 9,999",0,1.25,0,2014-03-18
"CONSEIL DE COOPERATION ECONOMIQUE",France,9500,0,2.5,19,2015-10-09
"Association des Chercheurs Iraniens",France,5000,0,2.25,0,2015-09-28
"Center for Politiske Studier",Denmark,5000,0,0.25,1,2015-08-06
"Bulgarian Young Professionals Society",Belgium,100,2,1,0,2014-03-04
"Roubini Global Economics","United States",0,0,1,6,2015-11-04
"Technology Policy Institute","United States",0,0,0.25,0,2015-12-04
"tiche srl",Italy,0,0,0.25,0,2015-12-21
"""Athena"" Research and Innovation Center in Information, Communication and Knowledge Technologies",Greece,"no figure available",0,7.75,0,2014-03-05
"ADAPT Centre",Ireland,"no figure available",0,3,0,2015-10-18
"AREL agenzia ricerche e legislazione fondata da nino andreatta",Italy,"no figure available",0,4,1,2015-02-04
"ASOCIACIÓN DE INVESTIGACIÓN DE LA INDUSTRIA TEXTIL",Spain,"no figure available",0,0.25,0,2011-10-04
"AT-One EEIG",Germany,"no figure available",0,1,0,2012-10-08
"Aerial Services",Germany,"no figure available",0,1,0,2014-11-03
"Agrofood Connect-EU Group",Spain,"no figure available",0,0.25,0,2011-02-03
"Akademie für Raumforschung und Landesplanung",Germany,"no figure available",0,0.25,0,2014-08-05
"Ars Electronica Linz GmbH",Austria,"no figure available",0,0.5,0,2014-12-04
"Aspen Institute Prague","Czech Republic","no figure available",0,5.75,0,2015-02-17
"Association Fondation Internet Nouvelle Génération",France,"no figure available",0,0.25,0,2009-08-11
"Association de Coordination Technique Agricole",France,"no figure available",0,17.5,0,2015-01-20
"Association française d'étude de la concurence",France,"no figure available",0,1.25,0,2009-07-29
"Association of European Research Estabishments in Aeronautics",Netherlands,"no figure available",0,1.25,4,2013-07-31
"Association of European-level Research Infrastructure Facilities",Belgium,"no figure available",0,1,0,2011-11-19
"Associazione Teriologica Italiana (Italian Theriological Association)",Italy,"no figure available",0,0.25,0,2012-03-28
"Atlantic Council","United States","no figure available",0,2,39,2015-02-20
"AustriaTech - Gesellschaft des Bundes für technologiepolitische Maßnahmen GmbH",Austria,"no figure available",0,2,0,2014-09-12
"Austrian Institute for European Law and Policy",Austria,"no figure available",0,0.5,0,2010-05-30
"Autism Causes Centre","United Kingdom","no figure available",0,0.25,0,2014-10-10
"BENAKI PHYTOPATHOLOGICAL INSTITUTE",Greece,"no figure available",0,19.5,0,2015-01-16
"BRIDGING EUROPE",Greece,"no figure available",0,11.25,0,2014-09-26
"Balearic Islands Coastal Observing and Forecasting System",Spain,"no figure available",0,2.5,0,2011-04-29
"Barilla Center for Food & Nutrition Foundation",Italy,"no figure available",0,1.75,5,2010-03-17
"Bayerischer Bankenverband e.V.",Germany,"no figure available",0,2.25,1,2011-06-28
Bruegel,Belgium,"no figure available",0,18.75,23,2011-09-27
"Buildings Performance Institute Europe",Belgium,"no figure available",1,4,4,2013-01-25
"Bureau de Recherches Géologiques et Minières",France,"no figure available",0,1,0,2013-08-23
"CAB International","United Kingdom","no figure available",0,0.25,0,2012-04-04
"CAMBRIDGE ASSOCIATION OF ENTREPRENEURS",Singapore,"no figure available",0,10,0,2014-07-25
CIRAD,France,"no figure available",0,0.25,0,2011-12-19
"CLARIN ATTIKI - Support and development of greek partners for the participation in the European Research Infrastructure Consortia",Greece,"no figure available",0,17.75,0,2014-03-05
"CMU RESEARCH INSTITUTE",Cyprus,"no figure available",0,0.5,0,2014-01-04
"CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI",Italy,"no figure available",0,50,0,2012-10-22
"COUNCIL OF EUROPEAN FORESTERS",Romania,"no figure available",0,0.5,0,2012-01-18
CSA-INCAS,Romania,"no figure available",0,2,0,2012-10-13
CableLabs,"United States","no figure available",0,0.25,0,2015-01-21
Cablexperts,Austria,"no figure available",0,1,0,2011-04-01
"Casa di cura San Francesco",Italy,"no figure available",0,0.75,0,2014-12-27
"Center for Data Innovation",Belgium,"no figure available",0,1,1,2015-10-16
"Center for the Study of Democracy",Bulgaria,"no figure available",0,32,2,2010-11-17
"Centre Européen de Recherche et de Prospective Politique",France,"no figure available",3,2,0,2012-08-17
"Centre Maurits Coppieters",Belgium,"no figure available",0,1.5,0,2011-02-15
"Centre d'Etudes Internationales de la Propriété Intellectuelle",France,"no figure available",0,1.25,0,2014-01-29
"Centre de Réflexion sur la Sécurité Intérieure",France,"no figure available",0,0.5,0,2015-10-14
"Centre for Efficient Transport (Centrum pro efektivní dopravu)","Czech Republic","no figure available",0,1.5,0,2014-07-27
"Centre for European Reform","United Kingdom","no figure available",1,13,36,2015-01-19
"Centre for Public Policy PROVIDUS",Latvia,"no figure available",0,1,0,2015-03-10
"Centre on Regulation in Europe",Belgium,"no figure available",0,4,5,2013-08-21
"Centro Studi ‘Intelligence, Scienze strategiche e Sicurezza’",Italy,"no figure available",0,0.25,0,2013-11-04
"Centro Tecnológico Naval y del Mar",Spain,"no figure available",0,2.5,0,2015-02-19
"Climate Economics Chair (Paris-Dauphine University -  Europlace Institute of Finance)",France,"no figure available",0,2.5,1,2013-01-25
"Club des organismes de recherche associés",Belgium,"no figure available",0,10,0,2012-02-13
"Comité Colbert",France,"no figure available",0,0.75,2,2009-09-14
"Commissariat à l'Energie atomique et aux énergies alternatives",France,"no figure available",2,50,8,2011-09-26
Concawe,Belgium,"no figure available",0,15.5,2,2011-07-26
"Confrontations Europe",France,"no figure available",1,15,3,2011-10-05
"Corporazione del Giglio del Beccaio 2013",Italy,"no figure available",0,0.25,0,2014-04-08
"Council of Geopolitics",Hungary,"no figure available",0,32.75,0,2008-07-01
Creis-Terminal,France,"no figure available",0,2.5,0,2011-01-03
"Czech Geological Survey","Czech Republic","no figure available",0,0.25,0,2012-10-19
"DATAJOCKEY: Aktionsforschung & Dialog",Germany,"no figure available",0,0.25,0,2012-08-07
"DEMOGRAFICI ASSOCIATI",Italy,"no figure available",0,0.5,0,2011-03-04
DataCite,Germany,"no figure available",0,2,0,2014-09-30
"Democratization Policy Council",Germany,"no figure available",0,3.5,0,2015-02-18
"Deutsche Gesellschaft für Recht und Informatik e.V.",Germany,"no figure available",0,0.75,0,2011-01-14
"Deutsches Forschungszentrum für Künstliche Intelligenz DFKI GmbH",Germany,"no figure available",0,0.25,2,2014-12-01
"Deutsches Institut für Wirtschaftsforschung",Germany,"no figure available",0,0.25,1,2013-08-28
"EGALE Egalité-laïcité-Europe",France,"no figure available",0,1.75,0,2012-04-18
EUMOS,Belgium,"no figure available",0,2.5,0,2014-12-20
EUROFI,France,"no figure available",0,4,5,2015-01-23
"EUROPEAN BUSINESS AVIATION ASSOCIATION",Belgium,"no figure available",4,5,7,2014-03-28
"EUROPEAN SPALLATION SOURCE",Sweden,"no figure available",0,7.5,0,2015-04-28
"EUROPEX - Association of European Energy Exchanges",Belgium,"no figure available",0,2,1,2010-04-29
"EUROSAFE GmbH",Germany,"no figure available",0,6.25,0,2014-12-20
"Egmont Institute",Belgium,"no figure available",0,14,0,2015-03-10
"Elettra - Sincrotrone Trieste SCpA",Italy,"no figure available",0,0.25,0,2012-10-18
"Elinkeinoelämän Valtuuskunta EVA ry",Finland,"no figure available",0,0.75,2,2015-02-19
"Ellen MacArthur Foundation","United Kingdom","no figure available",0,3.75,4,2015-04-14
"Energy Institute Hrvoje Požar",Croatia,"no figure available",0,78,0,2015-02-26
"Energy Institute at the Johannes Kepler University Linz",Austria,"no figure available",0,20.25,0,2013-05-22
EuroComment,Belgium,"no figure available",0,2,6,2015-01-13
"European Alliance for Responsible Tourism and Hospitality",Belgium,"no figure available",0,0.25,0,2012-06-13
"European Bitumen Association",Belgium,"no figure available",0,0.25,0,2012-10-19
"European Capital Markets Institute",Belgium,"no figure available",0,1,2,2011-11-23
"European Centre for International Political Economy",Sweden,"no figure available",0,7,5,2014-12-06
"European Centre for Public Affairs 2.0",Belgium,"no figure available",0,1,0,2014-05-28
"European Copyright Society",France,"no figure available",0,0.25,0,2015-10-30
"European Council on Foreign Relations","United Kingdom","no figure available",0,30,14,2015-01-14
"European Federation for Investment Law and Arbitration",Belgium,"no figure available",4,1,0,2014-11-01
"European Forest Institute",Finland,"no figure available",4,104,22,2012-10-22
"European Foundation for Democracy",Belgium,"no figure available",6,6,1,2011-09-15
"European Gravitational Observatory",Italy,"no figure available",0,3.75,0,2012-10-19
"European Information Society Institute, o.z.",Slovakia,"no figure available",0,0.25,0,2012-09-06
"European Institute for Asian Studies",Belgium,"no figure available",5,14,1,2013-07-03
"European Institute for Export Compliance",Belgium,"no figure available",0,25,0,2011-12-05
"European Law Institute",Austria,"no figure available",3,6.5,10,2013-10-03
"European Link Coalition","United Kingdom","no figure available",0,1,0,2015-11-29
