"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"UNIÓN GENERAL DE TRABAJADORES, SECTOR DE LAS COMUNICACIONES",Spain,23519840,0,3,0,2015-09-14
"Accountancy Europe",Belgium,2200000,5,12,5,2008-09-16
"Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.",Germany,"1750000 - 1999999",5,14,47,2008-12-01
"Vereniging FME-CWM",Netherlands,"1750000 - 1999999",0,12.5,0,2017-06-01
Museumvereniging,Netherlands,1672418,0,0.25,0,2016-12-02
"Kon. BLN-Schuttevaer",Netherlands,1500000,0,19.75,0,2019-03-10
"Syndicat national des entreprises artistiques et culturelles",France,"1250000 - 1499999",0,9.75,0,2010-07-29
"Conseil des Notariats de l'Union Européenne",Belgium,"1000000 - 1249999",5,8,4,2011-08-26
"EBU-UER (European Broadcasting Union)",Belgium,"1000000 - 1249999",5,7.75,41,2009-04-30
"EUROPEAN TRADE UNION CONFEDERATION",Belgium,"1000000 - 1249999",8,22.25,196,2009-02-02
"GSMA Europe","United Kingdom","1000000 - 1249999",7,6.75,56,2011-12-22
"Toimihenkilökeskusjärjestö STTK",Finland,"1000000 - 1249999",0,15,5,2016-12-20
"Buurtsuper.be, de UNIZO organisatie van zelfstandige supermarkten",Belgium,1000000,0,1.25,0,2019-05-20
"European Working Community for Food Inspection and Consumer Protection",France,"900000 - 999999",0,1.5,0,2010-09-20
"Institute of Chartered Accountants in England and Wales","United Kingdom","900000 - 999999",0,1.5,7,2008-12-04
"Ogólnopolskie Porozumienie Związków Zawodowych",Poland,"900000 - 999999",0,2.5,2,2017-05-30
"Standing Committee of European Doctors",Belgium,"800000 - 899999",6,6.75,19,2008-09-18
"Chambre des Métiers du Grand-Duché du Luxembourg",Luxembourg,860000,0,3.75,3,2014-10-22
"Federimpreseitalia Associazione Datoriale della PMI",Italy,800000,0,30.25,0,2017-01-17
"Association Française de la Gestion financière",France,"700000 - 799999",3,5,13,2008-07-10
"European Federation of Public Service Unions",Belgium,"700000 - 799999",7,4.5,43,2009-04-16
"Industrianställda i Norden",Sweden,"700000 - 799999",0,3.5,1,2018-09-12
"Fédération Nationale des Producteurs de Chanvre",France,750000,1,4,0,2019-04-11
"European Documentary Network",Denmark,708190,0,5.5,0,2015-04-17
"Belgische federatie van de industrie van de medische technologieën",Belgium,700000,0,3.5,0,2019-05-22
"Association pour un Hébergement et un TOurisme Professionnels",France,"600000 - 699999",0,1.5,0,2015-12-24
"European Aluminium AISBL",Belgium,"600000 - 699999",15,4.75,33,2008-08-01
"Federation of Veterinarians of Europe",Belgium,"600000 - 699999",2,6,6,2008-12-05
"Fundación Centro Tecnológico Soermar",Spain,"600000 - 699999",0,5,0,2012-02-21
"National Farmers' Union","United Kingdom","600000 - 699999",0,6.5,9,2016-03-07
"Asociación Española de Abastecimientos de Agua y Saneamiento",Spain,615000,0,3,0,2017-01-23
"ASSOCIATION DE LA TRANSFORMATION LATIERE",France,"500000 - 599999",0,2.5,0,2018-01-30
"American Health Information Management Association","United States","500000 - 599999",0,4,0,2019-09-25
"Associazione degli Enti Previdenziali Privati",Italy,"500000 - 599999",1,11,2,2015-09-30
"Associação Portuguesa da Indústria Farmacêutica",Portugal,"500000 - 599999",0,3.25,0,2015-09-15
"Bioenergy Europe",Belgium,"500000 - 599999",6,6,11,2010-10-28
"Council of European Dentists",Belgium,"500000 - 599999",5,3,2,2009-01-15
"FEDERAZIONE ITALIANA DELLA CACCIA BRESCIA",Italy,"500000 - 599999",0,1,0,2015-03-12
"French association of industries and companies in the water and environment sectors",France,"500000 - 599999",0,4,0,2017-01-25
"Fédération Nationale du Crédit Agricole",France,"500000 - 599999",0,1,0,2015-04-17
"Naczelna Izba Aptekarska",Poland,"500000 - 599999",0,0.25,0,2018-08-02
"Nordic Financial Unions",Sweden,"500000 - 599999",0,3.5,2,2008-09-04
"Rederscentrale cvba",Belgium,"500000 - 599999",0,4.75,0,2009-12-21
"The Swedish Trade Union Confederation",Sweden,"500000 - 599999",0,5.5,6,2015-06-26
"Tjänstemännens centralorganisation",Sweden,"500000 - 599999",0,5,5,2012-09-19
"UNI Europa",Belgium,"500000 - 599999",6,6,18,2012-02-06
spiritsEUROPE,Belgium,"500000 - 599999",8,3.5,62,2011-11-02
"Confederazione Italiana Sindacati Lavoratori",Italy,567331,0,9.5,5,2017-01-05
"Szakszervezetek Együttműködési Fóruma",Hungary,502073,0,5,2,2017-05-13
"SGF International e.V.",Germany,500000,0,0.75,0,2015-11-24
"ASSOCIAZIONE ITALIANA IMPRESE DI LOGISTICA,MAGAZZINI GENERALI E FRIGORIFERI,TERMINAL OPERATORS PORTUALI,INTERPORTUALI E AEROPORTUALI",Italy,"400000 - 499999",0,6,0,2010-01-15
"Association de Lutte contre la Piraterie Audiovisuelle",France,"400000 - 499999",0,7.5,0,2016-04-04
Assomela,Italy,"400000 - 499999",0,0.75,0,2009-06-10
"Bundesarbeitskammer Österreich",Austria,"400000 - 499999",0,7.5,5,2009-06-26
"Confederazione Generale Italiana del Lavoro",Italy,"400000 - 499999",0,12.25,13,2016-11-30
"Cyprus Hotel Association",Cyprus,"400000 - 499999",0,0.75,0,2015-07-24
"Deutscher Gewerkschaftsbund",Germany,"400000 - 499999",4,9,30,2009-09-30
"European CanCer Organisation",Belgium,"400000 - 499999",6,5,4,2011-07-20
"European Council for Automotive R&D",Belgium,"400000 - 499999",0,2.75,2,2019-04-17
"European Transport Workers' Federation",Belgium,"400000 - 499999",15,5.25,50,2009-02-12
"Fédération Nationale de la Mutualité Française",France,"400000 - 499999",0,3,0,2008-09-15
"Nautilus International","United Kingdom","400000 - 499999",0,7.5,0,2012-04-11
"Union luxembourgeoise de l'économie sociale et solidaire",Luxembourg,"400000 - 499999",0,0.25,0,2015-02-20
"Think Smartgrids",France,475000,0,0.25,0,2016-03-08
