"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"European agri-cooperatives",Belgium,"1000000 - 1249999",6,18,127,2009-02-25
"European farmers",Belgium,"1000000 - 1249999",9,18,149,2009-02-25
"F. Hoffmann-La Roche Ltd",Switzerland,"1000000 - 1249999",0,3.5,1,2009-05-20
"FUNDACION TOMILLO",Spain,"1000000 - 1249999",0,6,0,2018-05-29
"Fair Trials","United Kingdom","1000000 - 1249999",0,5.5,3,2015-03-04
"Federação Portuguesa de Golfe",Portugal,"1000000 - 1249999",0,1.5,0,2017-01-04
"Finnish Energy - Energiateollisuus ry",Finland,"1000000 - 1249999",1,5.75,21,2009-06-26
"Frequentis AG",Austria,"1000000 - 1249999",0,1.25,0,2014-02-12
"GSMA Europe","United Kingdom","1000000 - 1249999",9,6.75,56,2011-12-22
"GroentenFruit Huis",Netherlands,"1000000 - 1249999",0,0.25,0,2018-03-28
"Groupement d'Intéret Public - Réseau des Acheteurs Hospitaliers",France,"1000000 - 1249999",0,2.75,0,2013-05-21
"Hanover Communications International",Belgium,"1000000 - 1249999",10,13,4,2014-10-10
"Hitachi Corporate Office, Europe",Japan,"1000000 - 1249999",4,6,11,2009-04-24
"IFPI Representing recording industry worldwide","United Kingdom","1000000 - 1249999",9,8.5,65,2009-06-29
"INOVYN ChlorVinyls","United Kingdom","1000000 - 1249999",0,4,0,2015-07-03
"Inserm Transfert",France,"1000000 - 1249999",0,20.25,0,2017-03-22
"Institut für Weltwirtschaft",Germany,"1000000 - 1249999",0,6,0,2015-06-11
"International Council on Clean Transportation","United States","1000000 - 1249999",0,8.75,10,2010-12-14
"International Union for Conservation of Nature EU Representative Office",Belgium,"1000000 - 1249999",3,13.25,29,2012-04-03
"Invest Europe",Belgium,"1000000 - 1249999",6,3.5,15,2009-04-28
"Istituto Sindacale per la Cooperazione allo Sviluppo",Italy,"1000000 - 1249999",0,0.5,0,2011-01-14
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,"1000000 - 1249999",6,5,0,2012-11-28
"Johnson & Johnson","United States","1000000 - 1249999",17,5,10,2009-03-06
"LVMH Publica",Belgium,"1000000 - 1249999",4,3.25,33,2009-09-22
"Liberty Global BV",Netherlands,"1000000 - 1249999",4,3.5,32,2012-02-02
LightingEurope,Belgium,"1000000 - 1249999",6,5.25,2,2010-06-08
"Links Management and Technology S.p.A.",Italy,"1000000 - 1249999",0,25,0,2017-07-31
"Managed Funds Association","United States","1000000 - 1249999",0,3.25,23,2014-12-05
"Mémorial de la Shoah",France,"1000000 - 1249999",0,3.75,0,2017-04-07
"Non Profit Enterprise and Self-sustainability Team","United States","1000000 - 1249999",0,1,0,2015-03-02
Nove,Belgium,"1000000 - 1249999",14,11,14,2014-01-14
Orange,France,"1000000 - 1249999",6,5,76,2009-12-07
"People for the Ethical Treatment of Animals Foundation","United Kingdom","1000000 - 1249999",2,6.25,0,2018-03-16
"Plataforma per la Llengua",Spain,"1000000 - 1249999",0,23.25,1,2016-06-09
"Polish Electricity Association",Poland,"1000000 - 1249999",3,10.75,28,2013-01-11
"RINA CONSULTING-Centro Sviluppo Materiali",Italy,"1000000 - 1249999",0,10,0,2016-12-02
Rante,"United States","1000000 - 1249999",0,8.5,0,2018-04-20
"Robert Bosch GmbH",Germany,"1000000 - 1249999",4,10.5,42,2008-10-24
"Royal Automobile Club Spa",Belgium,"1000000 - 1249999",0,0.25,0,2017-10-17
SANOFI,France,"1000000 - 1249999",4,3.75,17,2009-12-11
SAP,Germany,"1000000 - 1249999",4,2.5,29,2013-07-22
"STARCH EUROPE",Belgium,"1000000 - 1249999",6,7,11,2011-09-01
"Save the Children International","United Kingdom","1000000 - 1249999",5,7.5,36,2009-11-20
"Savjetodavna služba (Advisory Service Croatia)",Croatia,"1000000 - 1249999",0,1,0,2017-12-12
"Sociedade Portuguesa para o Estudo das Aves",Portugal,"1000000 - 1249999",0,2,1,2015-02-19
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"1000000 - 1249999",6,17.5,10,2013-03-08
"Suade Labs Limited","United Kingdom","1000000 - 1249999",0,0.25,1,2016-02-11
"Swedish Association of Local Authorities and Regions",Sweden,"1000000 - 1249999",0,10.5,3,2016-06-13
"Terre des Hommes International Federation",Switzerland,"1000000 - 1249999",0,6.5,4,2015-04-22
"The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association",Belgium,"1000000 - 1249999",4,4,21,2011-09-14
"The German Marshall Fund of the United States - The Transatlantic Foundation",Belgium,"1000000 - 1249999",6,9.75,20,2015-11-27
