"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Stargames Oy",Finland,"> 10,000,000",0,1,0,2018-10-14
EUROCITIES,Belgium,"6000000 - 6249999",6,20,51,2009-12-18
Altroconsumo,Italy,"5250000 - 5499999",0,1.5,2,2009-01-13
"European Environmental Bureau",Belgium,"4500000 - 4749000",9,32,101,2009-03-06
"Asociación para la Defensa de la Naturaleza",Spain,4706150,0,39.75,3,2015-09-25
"IBON International Foundation, Inc.",Philippines,"3500000 - 3749999",0,9,0,2016-12-08
"European Youth Forum",Belgium,"2750000 - 2999999",3,27.5,36,2012-01-18
"WWF European Policy Programme",Belgium,"2750000 - 2999999",6,26.25,156,2008-09-23
"Bureau Européen des Unions de Consommateurs",Belgium,"2500000 - 2749000",9,24.75,197,2008-10-29
"EUREKA Association AISBL",Belgium,"2250000 - 2499999",0,13.5,0,2019-01-04
"European Cyclists' Federation",Belgium,"2250000 - 2499999",1,16.75,17,2011-04-27
"Bodensee-Stiftung (Lake Constance Foundation)",Germany,"1750000 - 1999999",0,12.75,0,2015-01-09
"The Applied Research Institute - Jerusalem","Palestinian Territories","1750000 - 1999999",0,19.75,0,2016-03-23
"Organización Mundial de Ciudades y Gobiernos Locales Unidos - United Cities and Local Governments",Spain,"1500000 - 1749999",0,34.75,1,2016-11-10
Konrad-Adenauer-Stiftung,Germany,"1500000 - 1749000",4,12.5,13,2017-05-24
"Eurochild AISBL",Belgium,"1250000 - 1499999",0,15,11,2009-02-18
"European Environmental Citizens' Organisation for Standardisation",Belgium,"1250000 - 1499999",1,14,7,2010-05-21
"King Baudouin Foundation",Belgium,"1250000 - 1499999",0,2,0,2015-05-29
"Plastic Soup Foundation",Netherlands,"1250000 - 1499999",0,15.75,0,2013-12-11
"Stichting BirdLife Europe",Netherlands,"1250000 - 1499999",5,14,72,2008-12-04
"Transparency International",Germany,"1250000 - 1499999",5,25,47,2008-06-23
"Alianza Cooperativa Internacional para las Americas","Costa Rica","1000000 - 1249999",0,0.25,0,2016-11-30
"Association of Cities and Regions for sustainable Resource management",Belgium,"1000000 - 1249999",1,13.5,0,2014-12-22
"Associazione Volontari Italiani del Sangue Sede Nazionale",Italy,"1000000 - 1249999",0,1,1,2015-09-28
"BirdLife Suomi - BirdLife Finland",Finland,"1000000 - 1249999",0,0.25,5,2015-02-06
"British Council","United Kingdom","1000000 - 1249999",0,11,12,2012-06-19
"Caritas Europa",Belgium,"1000000 - 1249999",5,19,24,2009-01-06
"Coordinamento delle associazioni e dei comitati di tutela dell’ambiente e dei diritti degli utenti e dei consumatori",Italy,"1000000 - 1249999",0,0.25,1,2016-03-14
"Council of European Energy Regulators",Belgium,"1000000 - 1249999",2,8.25,9,2011-10-25
"ELLINIKOS XRIMATOIKONOMIKOS MESOLAVITIS - ASTIKI MI KERDOSKOPIKI ETERIA ENALLAKTIKIS EPILISIS DIAFORON",Greece,"1000000 - 1249999",0,7,0,2016-09-22
"Erasmus Student Network",Belgium,"1000000 - 1249999",0,18.5,2,2010-01-14
"European Association for Quality Assurance in Higher Education",Belgium,"1000000 - 1249999",0,5.75,0,2014-05-21
"European Disability Forum",Belgium,"1000000 - 1249999",8,14,30,2010-07-19
"European Festivals Association",Belgium,"1000000 - 1249999",0,3.5,11,2015-03-04
"European Health Forum Gastein",Austria,"1000000 - 1249999",0,6,8,2014-05-28
"European Network of National Human Rights Institutions",Belgium,"1000000 - 1249999",0,14,3,2015-05-19
"Europäisches Zentrum für Presse- und Medienfreiheit",Germany,"1000000 - 1249999",0,10.25,7,2017-12-14
"F&A Manager",Belgium,"1000000 - 1249999",0,5.5,3,2009-08-19
"FUNDACION TOMILLO",Spain,"1000000 - 1249999",0,6,0,2018-05-29
"International Council on Clean Transportation","United States","1000000 - 1249999",0,9,10,2010-12-14
"International Step by Step Association",Netherlands,"1000000 - 1249999",0,6.5,0,2018-11-05
