"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"European Network of Transmission System Operators for Electricity",Belgium,"> 10,000,000",2,,41,2012-02-10
"Club des organismes de recherche associés",Belgium,"1000000 - 1250000",3,,0,2012-02-13
"Hogeschool van Arnhem en Nijmegen",Netherlands,"1000000 - 1250000",0,,0,2012-09-26
"Caribbean Research and Management of Biodiversity","Netherlands Antilles","600000 - 700000",0,,0,2012-02-02
"Action for Teens",Belgium,"400000 - 499999",0,,0,2011-09-08
"European Fashion Council",Bulgaria,"400000 - 450000",0,,0,2010-01-15
"European Public Health Association",Netherlands,"350000 - 400000",0,,6,2012-10-18
"FONDACA - fondazione per la cittadinanza attiva - Active Citizenship Foundation",Italy,"350000 - 400000",0,,0,2009-09-02
"Raul Villar Martínez",Spain,"350000 - 400000",0,,0,2011-10-06
"Associação BLC3 - Plataforma para o Desenvolvimento da Região Interior Centro",Portugal,"300000 - 350000",0,,0,2012-12-14
"Fundación TEKNIKER",Spain,"300000 - 350000",0,,0,2012-01-24
"Pematic bvba",Belgium,"300000 - 350000",0,,0,2012-05-13
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"250000 - 300000",3,,12,2011-09-19
"European Institute for Export Compliance",Belgium,"250000 - 300000",1,,0,2011-12-05
"Guffens & Co",Belgium,"250000 - 300000",0,,0,2012-10-18
HISPAFRICA,Spain,"250000 - 300000",0,,0,2012-06-25
INERIS,France,"250000 - 300000",0,,0,2010-07-29
"Commissariat à l'Energie atomique et aux énergies alternatives",France,"150000 - 200000",2,,8,2011-09-26
Hanns-Seidel-Stiftung,Germany,"150000 - 200000",5,,17,2012-03-16
"International Institute for Sustainability Analysis and Strategy",Germany,"150000 - 200000",0,,0,2012-10-23
"Netherlands Organisation for Applied Scientific Research TNO",Netherlands,"150000 - 200000",1,,9,2010-07-27
"The Gallup Organisation Europe",Belgium,"150000 - 200000",0,,0,2012-02-08
"Alfred-Wegener-Institut für Polar- und Meeresforschung",Germany,"100000 - 150000",0,,0,2012-07-30
"Bay Zoltán Nonprofit Ltd. for Applied Research",Hungary,"100000 - 150000",1,,0,2012-06-12
"Bayerische Forschungsallianz GmbH",Germany,"100000 - 150000",1,,0,2012-10-09
"Consorzio per il Centro Interuniversitario di Biologia Marina ed Ecologia Applicata G. Bacci",Italy,"100000 - 150000",0,,0,2009-05-25
"German Marine Research Consortium",Germany,"100000 - 150000",2,,0,2011-06-06
"Independent Academic Research Studies","United Kingdom","100000 - 150000",0,,0,2011-02-03
"Initiative and Referendum Institute Europe",Germany,"100000 - 150000",0,,0,2010-01-20
"Nationaal Lucht- en Ruimtevaartlaboratorium",Netherlands,"100000 - 150000",0,,0,2012-08-29
"National Research Council of Italy",Italy,"100000 - 150000",1,,3,2011-09-01
"Associazione ""Alessandro Bartola""",Italy,"50000 - 100000",0,,0,2011-12-05
BalticSea2020,Sweden,"50000 - 100000",0,,0,2009-10-01
"Center for Development and Democratization of Institutions",Albania,"50000 - 100000",0,,0,2012-03-19
"Centre Maurits Coppieters",Belgium,"50000 - 100000",0,,0,2011-02-15
"Confrontations Europe",France,"50000 - 100000",1,,3,2011-10-05
ECOFOR,France,"50000 - 100000",0,,0,2012-05-30
"Enviva LP","United States","50000 - 100000",0,,0,2011-03-28
"European Risk Forum",Belgium,"50000 - 100000",0,,8,2010-11-18
"Fundación AZTI - AZTI Fundazioa",Spain,"50000 - 100000",0,,0,2009-10-05
"OFE Limited","United Kingdom","50000 - 100000",1,,6,2008-11-28
"Partnership for European Environmental Research",Finland,"50000 - 100000",0,,1,2011-09-19
"Peter Jens",Belgium,"50000 - 100000",0,,0,2011-07-04
"Research for Science, Art and Technology (RFSAT) Ltd","United Kingdom","50000 - 100000",0,,0,2009-12-16
"Stiftelsen SINTEF",Norway,"50000 - 100000",0,,1,2011-06-15
"The Israeli Center for Assistive Technology and Aging",Israel,"50000 - 100000",0,,0,2011-10-03
"Trans Europe Experts",France,"50000 - 100000",0,,0,2012-09-20
"ACCADEMIA ERACLITEA DEGLI STUDI",Italy,"< 50,000",0,,0,2009-12-05
"AMDOC Europe Foundation",Netherlands,"< 50,000",0,,0,2012-11-12
"APULIAE Open University",Italy,"< 50,000",0,,0,2010-02-24
"AT-One EEIG",Germany,"< 50,000",0,,0,2012-10-08
"Alkedo Onlus",Italy,"< 50,000",0,,0,2011-11-23
AlterNord,France,"< 50,000",0,,0,2012-08-01
Archumankind,Belgium,"< 50,000",0,,0,2012-11-29
"Asociación de Investigación de las Industrias Cerámicas - ITC",Spain,"< 50,000",0,,0,2010-08-04
"Association française d'étude de la concurence",France,"< 50,000",0,,0,2009-07-29
"Associazione Liberal Democratici Parmense",Italy,"< 50,000",0,,0,2012-08-06
"Associazione Teriologica Italiana (Italian Theriological Association)",Italy,"< 50,000",0,,0,2012-03-28
"Austrian Institute for European Law and Policy",Austria,"< 50,000",0,,0,2010-05-30
"Baltic Innovation, Entrepreneurship and Communications Research Institute",Lithuania,"< 50,000",0,,0,2011-03-15
"Barilla Center for Food & Nutrition",Italy,"< 50,000",0,,5,2010-03-17
"Bayerischer Bankenverband e.V.",Germany,"< 50,000",0,,1,2011-06-28
"Bertelsmann Stiftung",Germany,"< 50,000",1,,29,2011-04-20
"Botanic Garden, Delft University of Technology",Netherlands,"< 50,000",0,,0,2011-12-30
Bruegel,Belgium,"< 50,000",0,,23,2011-09-27
"CAB International","United Kingdom","< 50,000",0,,0,2012-04-04
"CENTRO STUDI CTP",Italy,"< 50,000",0,,0,2012-09-30
"CERCLE DES EXPERTS FRANCOPHONES INTERNATIONAUX",Belgium,"< 50,000",1,,0,2012-05-31
"CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI",Italy,"< 50,000",0,,0,2012-10-22
"CREATE Centre for Resource Efficient Applied Technologies in Environment",Hungary,"< 50,000",0,,0,2012-03-30
CSA-INCAS,Romania,"< 50,000",0,,0,2012-10-13
"CSR INSIGHT LLC","United States","< 50,000",0,,0,2011-01-27
"Center for the Study of Democracy",Bulgaria,"< 50,000",0,,2,2010-11-17
"Centre Europeen de Droit et d'Economie (European Centrer of Law and Economics)",France,"< 50,000",0,,0,2011-02-18
"Centre Européen de Recherche et de Prospective Politique",France,"< 50,000",3,,0,2012-08-17
"Centre for European Policy Studies",Belgium,"< 50,000",2,,63,2011-09-16
"Centre for Health and International Relations","United Kingdom","< 50,000",0,,0,2009-11-30
"Centro Nacional de Experimentación de Tecnologías de Hidrógeno y Pilas de Combustible",Spain,"< 50,000",0,,0,2012-10-02
"Centro Studi Europeo Sicurezza Stradale onlus",Italy,"< 50,000",0,,0,2012-10-09
"Centro Studi Europeo per la Sicurezza Stradale",Italy,"< 50,000",0,,0,2012-04-26
