"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Epilepsy Advocacy Europe",Ireland,"5750000 - 6000000",0,,0,2011-12-22
ClientEarth,"United Kingdom",4813709,0,,39,2011-12-21
"B'nai B'rith",Belgium,"2250000 - 2500000",0,,0,2011-12-09
"Associazione Italiana Celiachia",Italy,"1500000 - 1999999",0,,0,2011-07-05
"Bureau Européen des Unions de Consommateurs",Belgium,"1500000 - 1999999",0,,197,2008-10-29
"European Cyclists' Federation",Belgium,"1500000 - 1999999",0,,17,2011-04-27
"European Landowners'  Organization asbl",Belgium,"1500000 - 1999999",0,,24,2009-02-25
"BirdLife Europe",Belgium,"1500000 - 1749000",0,,72,2008-12-04
"European Network Against Racism",Belgium,"1250000 - 1500000",0,,14,2009-12-14
"NAMUALI-Associacao Para Odesenvolvimento da Crianca e Educacao da Rapariga",Mozambique,"1250000 - 1500000",0,,0,2012-02-02
"The Pew Charitable Trusts","United States","1000000 - 1250000",0,,43,2011-10-21
"World Council of Nuclear Workers",France,"1000000 - 1250000",0,,0,2012-01-19
"Greenpeace European Unit",Belgium,"1000000 - 1249999",0,,119,2008-10-29
"AGE Platform Europe",Belgium,"> 1,000,000",0,,20,2009-07-29
"Confederation of Family Organisations in the European Union",Belgium,"> 1,000,000",0,,15,2011-09-26
"Eurogroup for Animals",Belgium,"> 1,000,000",0,,41,2008-10-10
"Fundacja im. Stefana Batorego",Poland,"> 1,000,000",0,,0,2010-08-17
"THE INTERNATIONAL ORGANISATION OF PERFORMERS' COLLECTING SOCIETIES",Belgium,"> 1,000,000",0,,0,2010-08-14
"Women in Europe for a Common Future",Netherlands,"> 1,000,000",0,,0,2009-07-14
APRODEV,Belgium,"900000 - 1000000",0,,25,2008-12-01
"European Women's Lobby",Belgium,"950000 - 1000000",0,,21,2011-09-16
Neth-ER,Belgium,"900000 - 1000000",0,,10,2011-10-20
"UK Faculty of Public Health","United Kingdom","950000 - 1000000",0,,0,2011-09-30
"asociación dianova españa",Spain,"900000 - 1000000",0,,0,2012-01-20
"Allgemeiner Deutscher Automobil-Club e.V.",Germany,"900000 - 999999",0,,2,2010-07-28
"European Disability Forum",Belgium,"900000 - 999999",0,,30,2010-07-19
"Verbraucherzentrale Bundesverband",Germany,"900000 - 999999",0,,16,2008-12-09
"CARE International Switzerland",Sudan,"800000 - 900000",0,,0,2011-12-04
