"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"FUNDACIÓ EURECAT",Spain,24400000,0,28,0,2016-07-01
"European Forest Institute",Finland,"9750000 - 9999999",5,53.25,22,2012-10-22
"European Centre for Development Policy Management",Netherlands,"6250000 - 6499999",2,62.75,4,2015-01-22
"European Council on Foreign Relations","United Kingdom","5500000 - 5749000",0,35,14,2015-01-14
"The Brookings Institution","United States","5000000 - 5249999",0,14.25,6,2015-05-18
"Wilton Park Executive Agency","United Kingdom",5217609,0,50,0,2016-06-15
Bruegel,Belgium,"3750000 - 3999999",0,18.75,23,2011-09-27
"INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA",Spain,"3750000 - 3999999",0,7.5,0,2016-10-17
"Stichting ElaadNL",Netherlands,3600000,0,0.5,0,2016-12-21
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3250000 - 3499999",0,28.25,4,2009-11-18
"Instytut Gospodarki Surowcami Mineralnymi i Energią Polskiej Akademii Nauk",Poland,"3000000 - 3249999",0,12.75,0,2016-11-14
"Third Generation Environmentalism Ltd","United Kingdom",2782638,6,25,61,2012-01-11
"Barilla Center for Food & Nutrition Foundation",Italy,"2500000 - 2749000",0,3.25,5,2010-03-17
"Friends of Europe",Belgium,"2250000 - 2499999",1,26.5,45,2011-09-23
"Centro Sviluppo Materiali",Italy,"2000000 - 2249999",0,10,0,2016-12-02
"European Policy Centre",Belgium,"2000000 - 2249999",0,24,49,2009-01-22
"Institute of European Environmental Policy","United Kingdom","2000000 - 2249999",2,14.5,12,2016-10-31
"Institute for Climate Economics",France,2191358,0,22,0,2016-11-23
Konrad-Adenauer-Stiftung,Germany,"1500000 - 1749000",7,14,12,2008-08-20
Concawe,Belgium,1600000,0,5,2,2011-07-26
"Antall József Knowledge Center",Hungary,"1250000 - 1499999",1,6,0,2016-05-16
"Centre for European Reform","United Kingdom","1250000 - 1499999",0,13,36,2015-01-19
"Institut français de recherche pour l’exploitation de la mer",France,"1250000 - 1499999",0,12,0,2016-05-24
"Carnegie Europe",Belgium,"1000000 - 1249999",0,13.5,14,2015-09-24
"European Institute for Export Compliance",Belgium,"1000000 - 1249999",0,69,0,2011-12-05
"Institut Jacques Delors",France,"1000000 - 1249999",0,9.75,27,2015-05-12
"The Lisbon Council for Economic Competitiveness and Social Renewal asbl",Belgium,"1000000 - 1249999",0,6,16,2008-10-05
"Groupe de Recherche et d'Information sur la Paix et la sécurité",Belgium,1222196,0,3,0,2015-07-07
