"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Statens väg och transportforskningsinstitut",Sweden,22527445,0,50,0,2016-12-30
"Aristotle University of Thessaloniki",Greece,"> 10,000,000",0,0.25,0,2016-11-16
"Vrije Universiteit Brussel",Belgium,"> 10,000,000",0,170.5,2,2016-12-19
"Institut d’ Investigació en Ciències de la Salut Germans Trias i Pujol",Spain,2943000,0,4.5,0,2016-11-09
"Goldsmiths, University of London","United Kingdom","2250000 - 2499999",0,50,0,2016-10-13
"University of Warwick","United Kingdom","1250000 - 1499999",0,86,3,2015-01-30
"Institut de Recherche pour le Développement",France,1000000,2,8,5,2015-05-13
"KMETIJSKI INŠTITUT SLOVENIJE",Slovenia,"900000 - 999999",0,37.5,0,2016-10-27
"Technische Universität Dresden",Germany,"900000 - 999999",0,2,0,2015-06-01
"The Joint Institute for Nuclear Research",Russia,"900000 - 999999",0,47.5,0,2015-07-23
"Universität Stuttgart",Germany,"900000 - 999999",0,7.25,2,2016-07-18
"Harper Adams University","United Kingdom","700000 - 799999",0,5,0,2016-12-05
"Centrum Badań Kosmicznych Polskiej Akademii Nauk",Poland,"600000 - 699999",0,0.25,0,2016-10-26
"Council for European Studies","United States","600000 - 699999",0,16.5,0,2016-07-26
"World Maritime University",Sweden,"600000 - 699999",0,5,0,2015-09-07
"Universität Wien",Austria,"500000 - 599999",0,8,2,2016-10-07
"Universitatea Babeș-Bolyai",Romania,"400000 - 499999",0,19.5,0,2015-12-22
"Faculty of Technical Sciences, University of Novi Sad",Serbia,"300000 - 399999",0,0.25,0,2016-03-10
"Technical University of Denmark",Denmark,"300000 - 399999",1,5.75,0,2016-11-25
"University of Southern Denmark",Denmark,"300000 - 399999",0,3.5,0,2016-05-30
"Erasmus MC Universitair Medisch Centrum Rotterdam",Netherlands,350000,0,3,1,2016-04-19
"University of Salford","United Kingdom",325000,0,4,0,2015-03-13
"Digital Economy Lab, University of Warsaw",Poland,300000,0,12.5,2,2015-10-30
"Agrifood Campus of International Excellence",Spain,"200000 - 299999",0,4.5,0,2016-08-03
"Galway-Mayo Institute of Technology",Ireland,"200000 - 299999",0,3,0,2016-06-10
"The Royal Society","United Kingdom","200000 - 299999",0,2,5,2013-01-16
"Šiaulių valstybinė kolegija",Lithuania,"200000 - 299999",0,2,0,2015-12-23
"European Academies' Science Advisory Council",Germany,275770,0,4,4,2013-07-26
"Kühne Logistics University",Germany,250000,0,1.5,0,2016-07-05
"Università degli Studi di Catania",Italy,250000,0,1,0,2016-06-03
"EUROPEAN ASSOCIATION OF ESTABLISHMENTS FOR VETERINARY EDUCATION",Austria,242210,0,5.5,0,2016-01-06
"Graz University of Technology",Austria,225000,0,3.25,0,2016-07-20
"All European Academies",Germany,208000,0,2.75,3,2015-02-11
"UNIVERSITA' DEGLI STUDI DI TRIESTE",Italy,200000,0,2.5,0,2016-12-12
"Deutscher Akademischer Austauschdienst",Germany,"100000 - 199999",1,5.25,1,2012-02-01
"European Council of Academies of Applied Sciences, Technologies & Engineering",France,"100000 - 199999",0,5,1,2015-03-04
"FUNDACIÓ PER A LA UNIVERSITAT OBERTA DE CATALUNYA",Spain,"100000 - 199999",0,2,0,2015-12-04
"Faculdade de Engenharia da Universidade do Porto",Portugal,"100000 - 199999",0,3,0,2016-03-23
"Lancaster University","United Kingdom","100000 - 199999",0,4.75,0,2015-11-06
"Maynooth University",Ireland,"100000 - 199999",0,4.25,0,2016-09-01
"National University of Ireland Galway",Ireland,"100000 - 199999",0,2.5,2,2015-12-04
"Royal Holloway and Bedford New College","United Kingdom","100000 - 199999",0,1.5,0,2016-09-28
"UNIVERSIDAD DE ALCALÁ",Spain,"100000 - 199999",0,4,1,2016-10-05
"UNIVERSIDAD DE CÁDIZ",Spain,"100000 - 199999",0,4,0,2016-05-20
"University College Dublin – National University of Ireland, Dublin",Ireland,"100000 - 199999",0,2.5,3,2015-11-30
"Università degli Studi di Trento",Italy,"100000 - 199999",0,2,0,2016-06-17
"Veterinärmedizinische Universität Wien",Austria,"100000 - 199999",0,10,0,2016-12-14
"Welsh Higher Education Brussels","United Kingdom","100000 - 199999",3,3,2,2013-09-10
"Polish Science Contact Agency",Belgium,179817,3,2.25,0,2016-04-26
"Open Universiteit in the Netherlands",Netherlands,175000,0,2.25,0,2016-01-25
"Universiteit Utrecht",Netherlands,125000,0,3.5,1,2016-12-16
"Faculdade de Ciências da Universidade de Lisboa",Portugal,105000,0,4,2,2015-06-16
"Freie Universitaet Berlin",Germany,100000,0,1,3,2012-11-19
"Warszawska Wyższa Szkoła Humanistyczna im. Bolesława Prusa",Poland,100000,0,2.5,0,2015-10-30
"Ghent University",Belgium,"50000 - 99999",2,0.5,3,2013-04-02
"Hellenic Naval Academy",Greece,"50000 - 99999",0,16.25,0,2016-11-12
"Kingston University Higher Education Corporation","United Kingdom","50000 - 99999",0,3.5,0,2015-12-03
"National Technical University of Athens (Centre for Hydrology and Informatics)",Greece,"50000 - 99999",0,6.5,0,2016-06-24
"Norwegian University of Science and Technology",Norway,"50000 - 99999",1,0.5,13,2016-03-11
"Practising Law Institute","United States","50000 - 99999",0,0.25,0,2015-06-17
"Universidade de Aveiro",Portugal,"50000 - 99999",0,2,1,2016-05-30
"Universidade de Coimbra",Portugal,"50000 - 99999",0,1.5,4,2015-04-17
"Universiteit Leiden",Netherlands,"50000 - 99999",0,0.75,4,2016-10-25
"Universitetet i Bergen",Norway,"50000 - 99999",0,1,0,2016-05-30
"University College Cork, National University of Ireland, Cork",Ireland,"50000 - 99999",0,2.5,2,2016-02-11
"Università degli Studi di Perugia",Italy,"50000 - 99999",0,6.75,0,2016-08-25
"Université libre de Bruxelles",Belgium,"50000 - 99999",0,5.5,3,2016-04-19
"WWU Centre for Europe of the University of Münster",Germany,"50000 - 99999",1,1.5,0,2016-09-19
DANZARIA,Italy,83037,0,0.25,0,2012-06-12
"Bureau des relations d' INGENIERIE & FORMATION  AFPIA auprès des Institutions de l'Union Européenne",France,55000,0,3,0,2015-09-27
"Academy of European Law",Germany,52000,2,1.25,6,2012-03-06
"ESMOD France",France,50000,0,1.75,0,2016-02-26
"Ege University",Turkey,50000,0,5,0,2016-09-03
"Institut für interdisziplinäre dermatologische Prävention und Rehabilitation",Germany,50000,0,2,1,2015-05-18
"Alma Mater Studiorum - University of Bologna, European School of Advanced Fiscal Studies",Italy,"25000 - 49999",0,0.75,0,2016-09-14
"Consejo Superior de Investigaciones Científicas",Spain,"25000 - 49999",4,1,0,2012-10-03
"Ecole Polytechnique Fédérale de Lausanne",Switzerland,"25000 - 49999",0,0.5,6,2014-12-17
"Società Italiana per l'Organizzazione Internazionale",Italy,"25000 - 49999",0,5,0,2015-03-27
"Universidade dos Açores",Portugal,"25000 - 49999",0,0.25,0,2016-05-25
"Universiteit Hasselt",Belgium,"25000 - 49999",0,0.75,0,2015-11-20
"Università Cattolica del Sacro Cuore",Italy,"25000 - 49999",1,7.75,1,2015-05-14
"Val Videregående Skole AS",Norway,"25000 - 49999",0,0.5,0,2016-05-23
"ZBW - Leibniz Information Centre for Economics",Germany,"25000 - 49999",0,1,0,2011-08-10
"University of Ulm, Institute for Complex Quantum Systems",Germany,45000,0,0.75,12,2015-03-04
"European Dental Students Association",Ireland,42500,0,4,0,2015-10-15
"University of Oxford","United Kingdom",40000,0,1.25,2,2016-01-29
"Regent's University London","United Kingdom",37000,0,3.5,1,2016-04-15
"Luleå tekniska universitet",Sweden,30000,0,0.25,0,2016-09-07
"UNIVERSITY OF CYPRUS",Cyprus,25000,0,0.75,0,2016-11-28
"Académie des sciences",France,"10000 - 24999",0,1,7,2016-11-30
"Conférence des Présidents d'Université",France,"10000 - 24999",3,4,1,2011-09-12
"Cranfield University","United Kingdom","10000 - 24999",0,2.5,0,2016-05-27
"Diplomatic Corps Institute","United Kingdom","10000 - 24999",2,0.5,0,2015-11-11
"EDHEC Business School",France,"10000 - 24999",0,0.25,0,2013-06-11
EDU,Belgium,"10000 - 24999",1,0.5,0,2011-08-07
"Københavns Universitet",Denmark,"10000 - 24999",0,2.5,1,2016-08-17
"Lappeenranta University of Technology",Finland,"10000 - 24999",0,0.5,0,2014-09-30
"Politecnico di Torino",Italy,"10000 - 24999",0,5,0,2015-07-28
"RWTH Aachen University",Germany,"10000 - 24999",0,1,0,2015-10-15
"UNIVERSIDAD DE ALICANTE",Spain,"10000 - 24999",0,28,0,2010-10-25
"UNIVERSITA' DEGLI STUDI DI PARMA",Italy,"10000 - 24999",0,1.5,0,2016-04-23
"Universitatea Ovidius din Constanta",Romania,"10000 - 24999",0,1,0,2015-12-31
"University of Liverpool","United Kingdom","10000 - 24999",0,2.5,0,2015-09-29
"University of Strathclyde","United Kingdom","10000 - 24999",0,0.5,0,2015-12-01
"Università Ca' Foscari Venezia",Italy,"10000 - 24999",0,1.25,0,2016-04-26
"Università Iuav di Venezia",Italy,"10000 - 24999",0,0.5,0,2016-05-27
"Università degli Studi di Foggia",Italy,"10000 - 24999",1,1.75,0,2016-09-05
"Riga Techical University",Latvia,23429,0,1.5,0,2016-09-22
"Universidad Internacional de la Rioja S.A",Spain,21010,0,100,0,2015-11-11
"Biobanking and Biomolecular resources Research Infrastructure-European Research Infrastructure Consortium",Austria,20000,0,0.25,0,2015-06-23
"Dipartimento di Comunicazione e ricerca sociale Sapienza",Italy,15000,0,2.5,0,2016-08-11
"Centre DEV Attitude",Belgium,14000,1,1.5,0,2016-09-29
"Ecole d'Ingénieurs Généralistes la Rochelle",France,10000,0,0.25,0,2016-12-21
"Roskilde University",Denmark,10000,1,0.75,1,2015-12-13
"ALDERSGATE COLLEGE[UNIVERSIDAD ALDERSGATE]",Philippines,"< 9,999",0,13,0,2013-04-13
"ARISTOTLE UNIVERSITY OF THESSALONIKI",Greece,"< 9,999",0,0.25,0,2016-11-02
"ATHENEUM LIBERAL STUDIES",Greece,"< 9,999",0,0.25,0,2011-08-03
"Aalto-korkeakoulusäätiö / Aalto University",Finland,"< 9,999",0,25.75,6,2011-06-14
"Aarhus University",Denmark,"< 9,999",0,1.5,2,2011-11-30
"Academia Melitense",Spain,"< 9,999",0,7.5,0,2015-05-01
"Academia de Letras do Brasil/Seccional-Suíça",Switzerland,"< 9,999",0,2.5,0,2013-10-04
"Académie Belgo-Espagnole d'Histoire",Spain,"< 9,999",0,12.5,0,2015-05-01
"Adam Mickiewicz University in Poznań",Poland,"< 9,999",0,1,0,2016-10-27
"Aix-Marseille Université",France,"< 9,999",1,1,2,2016-02-02
"Alma Mater Studiorum - Università di Bologna",Italy,"< 9,999",0,10,0,2013-03-14
"Amsterdam Centre For Tax Law",Netherlands,"< 9,999",0,5,0,2013-05-06
"Asociación Estatal de Programas Universitarios para Personas Mayores",Spain,"< 9,999",0,2.5,0,2014-11-19
"BUNDESARBEITSKREIS DER SEMINAR- UND FACHLEITER/INNEN E.V.",Germany,"< 9,999",1,0.5,0,2016-06-07
"BeCHANGE Research Group, Institute for Public Communication, Università della Svizzera italiana",Switzerland,"< 9,999",0,0.25,0,2014-07-02
"Bijvoet Center for Biomolecular Research",Netherlands,"< 9,999",0,0.25,0,2012-10-22
"British and Irish Law Education and Technology Association","United Kingdom","< 9,999",0,4.5,0,2015-08-29
"Centre Europeen de Droit et d'Economie",France,"< 9,999",0,6.25,0,2013-03-19
"Centre for Advanced Medical Imaging",Ireland,"< 9,999",0,5,0,2012-10-22
"Centre for Antitrust and Regulatory Studies",Poland,"< 9,999",0,10,0,2016-07-12
"Centre for Intellectual Property Policy and Management","United Kingdom","< 9,999",0,8.25,0,2014-01-15
"Centre for Measurement and Information Systems",Finland,"< 9,999",0,0.25,0,2012-12-13
"Centro studi di Diritto Pubblico - Dipartimento di Management dell'Università degli Studi di Torino",Italy,"< 9,999",0,7.5,0,2011-01-29
"Chalmers Tekniska Hoegskola AB",Sweden,"< 9,999",0,0.25,0,2016-11-08
"Cif2Ei ""Centro Internacional de Formación e Investigación de Estudios Estratégicos e Inteligencia""",Spain,"< 9,999",0,0.5,0,2014-11-29
"Conference of European Schools for Advanced Engineering Education and Research",Belgium,"< 9,999",0,1.5,8,2015-02-10
"Council for Finnish University Libraries",Finland,"< 9,999",0,0.25,0,2016-05-19
"Dharma Gate Buddhist College",Hungary,"< 9,999",0,0.5,0,2015-12-23
"ETH Zürich",Switzerland,"< 9,999",0,125,4,2014-12-17
"EUROPEAN OFFICE OF CYPRUS",Cyprus,"< 9,999",0,1,0,2012-03-05
"Eberhard Karls Universität Tübingen",Germany,"< 9,999",0,0.25,0,2016-07-12
"Edinburgh Napier University","United Kingdom","< 9,999",0,6.5,0,2015-11-17
"Escola Superior de Educação de Paula Frassinetti",Portugal,"< 9,999",0,0.25,0,2014-02-05
"EuroTech Universities Alliance",Belgium,"< 9,999",2,2.5,4,2014-07-15
"European Accounting Association",Belgium,"< 9,999",0,0.25,0,2014-07-17
"European Association of Faculties of Pharmacy",Malta,"< 9,999",0,0.25,0,2011-09-19
"European Association of Tax Law Professors",Netherlands,"< 9,999",0,1.25,4,2014-04-16
"European Consortium of Innovative Universities",Netherlands,"< 9,999",0,0.75,0,2012-01-17
"European Society for Rural Sociology",Finland,"< 9,999",0,50,0,2014-02-19
"Faculdade de Arquitetura da ULisboa",Portugal,"< 9,999",0,0.25,0,2016-09-29
"Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa",Portugal,"< 9,999",0,15,1,2014-12-01
"Faculté de droit - Institut catholique de Lille",France,"< 9,999",0,6,0,2015-01-16
"Friedrich-Alexander-Universität Erlangen-Nürnberg",Germany,"< 9,999",0,0.25,0,2015-02-12
