"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Horticonsult Global Partners BV",Netherlands,2159000,0,1,0,2011-09-18
"Plataforma de Fidelización Pensumo S.L.",Spain,"400000 - 499999",0,9.75,0,2016-08-08
"Carine Moitier",Belgium,400000,0,0.25,0,2016-12-22
"Agalloco & Associates Inc","United States","300000 - 399999",0,3,0,2018-02-07
"Aviation Strategy & Concepts",Belgium,"200000 - 299999",1,2,3,2012-08-23
"European Pari Mutuel Association",Belgium,250000,1,1,3,2010-01-29
"Elisabeth Opie, trading as the Office of Elisabeth Opie",Germany,"100000 - 199999",0,3.5,0,2018-05-29
"Acustica Limited","United Kingdom","50000 - 99999",0,1,0,2017-10-17
"BMGindroz Consulting",Switzerland,"50000 - 99999",1,1,0,2016-10-04
"BSH advisors",Austria,"50000 - 99999",0,1,1,2017-10-11
"Brucovie Consult sprl",Belgium,"50000 - 99999",0,0.75,0,2012-05-23
"Cabinet Bob Schmitz",Belgium,"50000 - 99999",1,2,1,2012-11-18
"Cultivate Partners",Belgium,"50000 - 99999",0,1,1,2018-09-12
"Dr Graeme Sweeney",Belgium,"50000 - 99999",0,1,1,2018-05-10
"Dr. Horst Hejny Consulting",Germany,"50000 - 99999",0,1.25,0,2015-05-29
"IPK European Strategy Ltd","United Kingdom","50000 - 99999",0,1,1,2018-04-23
"International Business Diplomacy Consulting Sarl",Switzerland,"50000 - 99999",0,1,0,2017-01-18
"João de Almeida",Portugal,"50000 - 99999",0,1,0,2018-10-04
"Kristian Petrick",Spain,"50000 - 99999",0,1,0,2018-03-07
"Marking Public Affairs bvba",Belgium,"50000 - 99999",1,1,0,2011-12-19
"OD Communications",Ireland,"50000 - 99999",0,0.75,1,2018-05-15
"Pulse Europe Policy & Communications SPRL",Belgium,"50000 - 99999",1,1,0,2015-05-08
"STRATEGY & REGULATION",France,"50000 - 99999",0,1,0,2017-07-24
"Shifting Values e.U.",Austria,"50000 - 99999",0,1.75,0,2013-03-07
"Smart Business Diplomacy",Belgium,"50000 - 99999",1,1,0,2011-05-07
