"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Covington & Burling LLP","United States","1000000 - 1249999",6,8,11,2015-05-15
"Squire Patton Boggs LLP","United States","800000 - 899999",3,9.5,5,2016-08-01
"SALESAS TRES CENTRO DE ESTUDIOS",Spain,"600000 - 699999",3,3.25,18,2013-02-27
"Grant Thornton Société d'Avocats",France,"300000 - 399999",0,0.5,0,2015-09-07
"HEUKING KÜHN LÜER WOJTEK",Germany,"300000 - 399999",0,2,1,2017-11-29
"Freshfields Bruckhaus Deringer LLP","United Kingdom","200000 - 299999",4,1,7,2015-10-22
"A TURQUOISE",France,"100000 - 199999",0,0.5,2,2015-01-22
"Alber & Geiger",Germany,"100000 - 199999",8,6.75,7,2011-09-19
COPPET,Belgium,"100000 - 199999",0,5,0,2015-07-16
"DLA Piper UK LLP - Belgium",Belgium,"100000 - 199999",8,2.25,6,2014-10-03
"FAU Bernard",France,"100000 - 199999",0,5,0,2013-02-15
FIDAL,France,"100000 - 199999",0,1.5,9,2015-07-01
"Latham & Watkins LLP",Belgium,"100000 - 199999",0,0.75,3,2015-11-06
"Mayer Brown Europe-Brussels LLP",Belgium,"100000 - 199999",1,0.75,2,2015-02-20
"Norton Rose Fulbright LLP","United Kingdom","100000 - 199999",7,7.5,2,2016-09-21
"Steptoe & Johnson LLP","United States","100000 - 199999",5,1.5,6,2015-12-30
"Wiggin LLP","United Kingdom","100000 - 199999",0,0.5,1,2015-05-13
"everis Energía y MedioAmbiente S.L.U",Spain,"100000 - 199999",0,1.75,1,2016-02-03
"L4L LEGAL ADVICE PLC","United Kingdom",105885,0,5.25,0,2017-02-21
"Advokatfirman Vinge KB",Sweden,"50000 - 99999",0,1.5,1,2015-03-27
"Alinea, Avocats associés AARPI",France,"50000 - 99999",1,1.75,3,2012-10-05
"Arthur's Legal B.V.",Netherlands,"50000 - 99999",0,2,0,2015-12-20
"Becker Büttner Held PartGmbB",Germany,"50000 - 99999",5,3,0,2016-01-21
"Beiten Burkhardt",Germany,"50000 - 99999",0,2,2,2017-01-17
"Cabinet d'avocats SAMMAN",France,"50000 - 99999",2,2.5,1,2016-03-21
"Fragomen Global LLP","United States","50000 - 99999",0,2.25,0,2016-08-18
"Gide Loyrette Nouel",France,"50000 - 99999",1,2,5,2016-04-19
"Grimaldi Studio legale",Italy,"50000 - 99999",3,2,0,2014-07-24
"Hogan Lovells International LLP","United Kingdom","50000 - 99999",0,1.25,0,2017-12-21
"LK Shields Solicitors",Ireland,"50000 - 99999",0,1.25,0,2016-01-08
"Linklaters LLP","United Kingdom","50000 - 99999",6,3.75,3,2012-01-30
"PwC Legal",Belgium,"50000 - 99999",0,1.25,3,2015-05-28
"Rechtsanwälte Lenz und Johlen",Germany,"50000 - 99999",0,0.25,0,2015-04-23
"Simmons & Simmons LLP","United Kingdom","50000 - 99999",0,0.5,0,2017-01-12
"BDGS Associés",France,"25000 - 49999",0,0.5,1,2015-01-06
"Dechert UK LLP","United States","25000 - 49999",2,0.75,0,2018-02-23
"EJC-Roberti & Associati / Juriscoop Scrl",Belgium,"25000 - 49999",6,1.5,0,2015-12-11
"European Competition Lawyers Forum",Belgium,"25000 - 49999",0,0.25,3,2016-10-19
"Kelley Drye & Warren LLP","United States","25000 - 49999",3,0.75,0,2014-05-28
"Mihut Law Office",Belgium,"25000 - 49999",0,1.5,0,2016-10-17
"NCTM Studio Legale Associato",Italy,"25000 - 49999",2,1.25,1,2012-06-26
TERRAQUI,Spain,"25000 - 49999",0,0.5,0,2012-01-09
"bxl-law SPRL",Belgium,"25000 - 49999",0,1,0,2013-01-18
