"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Pillar Project Worldwide Ltd","United Kingdom",8387449,0,0.5,0,2017-10-06
EUROCITIES,Belgium,"6000000 - 6249999",14,20,51,2009-12-18
Altroconsumo,Italy,"5000000 - 5249999",0,2,2,2009-01-13
"People for the Ethical Treatment of Animals Foundation","United Kingdom","4000000 - 4249999",2,6.25,0,2018-03-16
"Asociación para la Defensa de la Naturaleza",Spain,4240961,0,39.75,3,2015-09-25
"European Environmental Bureau",Belgium,"3750000 - 3999999",17,20,101,2009-03-06
"Irish Congress Trade Unions",Ireland,"3750000 - 3999999",0,17.5,2,2014-07-02
"IBON International Foundation, Inc.",Philippines,"3250000 - 3499999",0,9,0,2016-12-08
"European Youth Forum",Belgium,"2750000 - 2999999",15,29,36,2012-01-18
"Bureau Européen des Unions de Consommateurs",Belgium,"2500000 - 2749000",29,26.25,197,2008-10-29
"European Institute of Peace",Belgium,"2500000 - 2749000",1,25.5,9,2015-05-07
"Stiftung Mercator",Germany,"2500000 - 2749000",0,2.25,2,2015-02-25
"AFEW International",Netherlands,2627812,0,2.5,0,2016-07-11
"European Cyclists' Federation",Belgium,"2250000 - 2499999",3,16.75,17,2011-04-27
"WWF European Policy Programme",Belgium,"2250000 - 2499999",20,21,156,2008-09-23
"Carnegie Climate Governance Initiative","United States",2354500,0,16,3,2019-10-16
"Climate Action Network Europe",Belgium,2255005,11,28.5,103,2009-02-11
"Transparency International",Germany,"1750000 - 1999999",14,18.75,47,2008-06-23
"EUREKA Association AISBL",Belgium,1947501,0,15,0,2019-01-04
Konrad-Adenauer-Stiftung,Germany,"1500000 - 1749000",4,11,13,2017-05-24
"Open Society European Policy Institute",Belgium,"1500000 - 1749000",5,19,61,2008-08-21
"Organización Mundial de Ciudades y Gobiernos Locales Unidos - United Cities and Local Governments",Spain,1610000,0,34.75,1,2016-11-10
"SNOMED International","United Kingdom",1500000,0,2,0,2019-08-05
"Eurochild AISBL",Belgium,"1250000 - 1499999",6,12.25,11,2009-02-18
"European Environmental Citizens' Organisation for Standardisation",Belgium,"1250000 - 1499999",4,14.5,7,2010-05-21
"King Baudouin Foundation",Belgium,"1250000 - 1499999",0,2,0,2015-05-29
"Stichting BirdLife Europe",Netherlands,"1250000 - 1499999",5,14,72,2008-12-04
"The Applied Research Institute - Jerusalem","Palestinian Territories","1250000 - 1499999",0,19.75,0,2016-03-23
"ANIMA Investment Network",France,"1000000 - 1249999",0,9.25,0,2016-02-03
"Associazione Volontari Italiani del Sangue Sede Nazionale",Italy,"1000000 - 1249999",0,1,1,2015-09-28
"Bodensee-Stiftung (Lake Constance Foundation)",Germany,"1000000 - 1249999",0,12,0,2015-01-09
"British Council","United Kingdom","1000000 - 1249999",1,11,12,2012-06-19
"Caritas Europa",Belgium,"1000000 - 1249999",10,19.75,24,2009-01-06
"Coompanion Sverige ekonomisk förening",Sweden,"1000000 - 1249999",0,0.25,0,2017-09-27
"Council of European Energy Regulators",Belgium,"1000000 - 1249999",5,8.25,9,2011-10-25
"European Council on Refugees and Exiles",Belgium,"1000000 - 1249999",5,5.5,3,2009-08-19
"European Disability Forum",Belgium,"1000000 - 1249999",10,14,30,2010-07-19
"European Festivals Association",Belgium,"1000000 - 1249999",0,5.75,11,2015-03-04
"European Health Forum Gastein",Austria,"1000000 - 1249999",0,6.75,8,2014-05-28
"European Partnership for Democracy",Belgium,"1000000 - 1249999",3,5,7,2014-08-18
"European Women's Lobby",Belgium,"1000000 - 1249999",11,10,21,2011-09-16
"FUNDACION TOMILLO",Spain,"1000000 - 1249999",0,6,0,2018-05-29
"Fair Trials","United Kingdom","1000000 - 1249999",5,7,3,2015-03-04
"First Draft","United States","1000000 - 1249999",0,0.75,0,2018-01-18
"Funding Fish","United Kingdom","1000000 - 1249999",0,4,16,2017-05-12
"International Council on Clean Transportation","United States","1000000 - 1249999",0,9,10,2010-12-14
"International Step by Step Association",Netherlands,"1000000 - 1249999",0,1.75,0,2018-11-05
"International Union for Conservation of Nature EU Representative Office",Belgium,"1000000 - 1249999",3,13.25,29,2012-04-03
