"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Plataforma de Fidelización Pensumo S.L.",Spain,"400000 - 499999",0,9.75,0,2016-08-08
"Aviation Strategy & Concepts",Belgium,"200000 - 299999",1,2,3,2012-08-23
"Agalloco & Associates Inc","United States","100000 - 199999",0,3,0,2018-02-07
"Elisabeth Opie, trading as the Office of Elisabeth Opie",Germany,"100000 - 199999",0,4.5,0,2018-05-29
"Fundacio Privada Internacional Josep Carreras",Spain,"100000 - 199999",0,0.75,0,2010-01-08
"Smart Business Diplomacy",Belgium,"100000 - 199999",0,1,0,2011-05-07
"Lejeune Consulting",Germany,120000,1,1,0,2015-01-29
"Aboubakar COULIBALY","Ivory Coast","50000 - 99999",0,1,0,2019-04-02
"Acceleratio B.V.",Netherlands,"50000 - 99999",0,1,0,2016-09-29
"Acustica Limited","United Kingdom","50000 - 99999",0,1,0,2017-10-17
"Association des utilisateurs et des distributeurs de l'agrochimie européenne",France,"50000 - 99999",0,2.25,0,2018-01-12
"BMGindroz Consulting",Switzerland,"50000 - 99999",1,1,0,2016-10-04
"BSH advisors",Austria,"50000 - 99999",0,1,1,2017-10-11
"Bartholomew  Advisors SCS",Belgium,"50000 - 99999",1,1,5,2013-08-21
"Better Europe",Belgium,"50000 - 99999",1,0.75,1,2017-03-14
"Cultivate Partners",Belgium,"50000 - 99999",0,1,1,2018-09-12
"Dr Graeme Sweeney",Belgium,"50000 - 99999",0,1,1,2018-05-10
"Dr. Rainer Brandsch",Germany,"50000 - 99999",0,1,0,2019-02-17
Grahambishop.com,"United Kingdom","50000 - 99999",0,2.75,1,2018-12-08
"IPK European Strategy Ltd","United Kingdom","50000 - 99999",0,1,1,2018-04-23
"IXL Editorial Limited",Ireland,"50000 - 99999",0,0.5,0,2019-05-14
"Kristian Petrick",Spain,"50000 - 99999",0,1,0,2018-03-07
"Laurence Modrego",Belgium,"50000 - 99999",0,1,0,2019-01-23
"Marco Casali ditta individuale",Italy,"50000 - 99999",0,1,0,2017-04-27
"Marking Public Affairs bvba",Belgium,"50000 - 99999",0,1,0,2011-12-19
"Mathieu Fonteneau",Belgium,"50000 - 99999",0,0.75,2,2015-03-24
"OD Communications",Ireland,"50000 - 99999",0,1,1,2018-05-15
"Pulse Europe Policy & Communications SPRL",Belgium,"50000 - 99999",1,1,0,2015-05-08
"Regulatory Communication",Netherlands,"50000 - 99999",1,1,0,2015-06-16
"Robert VIERHOUT",Belgium,"50000 - 99999",1,0.75,0,2014-10-28
"SFE Consulting Ltd","United Kingdom","50000 - 99999",0,1,0,2019-11-08
"STRATEGY & REGULATION",France,"50000 - 99999",0,1,0,2017-07-24
"Schellter Strategy Consulting bvba",Belgium,"50000 - 99999",0,2,0,2011-07-22
"Sustainable Innovation Lab","United Kingdom","50000 - 99999",0,6,0,2016-09-19
"The Fullilove Consulting Group","United States","50000 - 99999",1,1,0,2009-02-10
"The Skill Set",Ireland,"50000 - 99999",1,1,0,2012-04-22
"Timothée Fechner",Belgium,"50000 - 99999",1,1,0,2018-05-05
ALTERTOX,Belgium,60000,1,0.5,0,2014-04-29
"HS Data Analysis and Consultancy",Germany,60000,0,1,0,2016-08-16
"Gray EU",Belgium,50000,0,1,0,2018-05-18
"2thePoint Consulting",Belgium,"25000 - 49999",1,1,0,2015-01-29
"ANILKUMAR DAVE",Italy,"25000 - 49999",0,1,1,2015-06-15
"Anemone Technology",Denmark,"25000 - 49999",1,0.25,0,2017-08-30
"Anja Siegemund",Belgium,"25000 - 49999",1,1,0,2011-09-11
"Bastien Farges",France,"25000 - 49999",1,1,0,2018-08-18
"CHARHON CONSULTANTS",Belgium,"25000 - 49999",0,1,0,2019-01-21
"Cabinet Bob Schmitz",Belgium,"25000 - 49999",1,1,1,2012-11-18
"Christopher Irwin","United Kingdom","25000 - 49999",0,0.25,0,2009-03-20
"Dario Faustino Ruivo",Portugal,"25000 - 49999",1,1,0,2018-02-09
"David Mendes",Portugal,"25000 - 49999",0,1,0,2018-04-13
"Diane Luquiser",Belgium,"25000 - 49999",1,1,0,2016-06-13
"E J Consultants (London) Limited","United Kingdom","25000 - 49999",0,1,0,2015-02-02
"Eisotero Group Associated",Italy,"25000 - 49999",0,1,0,2016-11-22
FishFix,Portugal,"25000 - 49999",0,1,0,2018-08-22
Fortzer,Belgium,"25000 - 49999",1,1,0,2011-09-01
"Governance Perspectives Ltd","United Kingdom","25000 - 49999",0,1,0,2016-02-24
