"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"SINTEF AS",Norway,"8500000 - 8749000",0,7.5,1,2011-06-15
"European Centre for Development Policy Management",Netherlands,"7250000 - 7499999",0,37,4,2015-01-22
"Sieć Badawcza Łukasiewicz - Instytut Logistyki i Magazynowania",Poland,"6000000 - 6249999",0,8.5,0,2016-08-30
Bruegel,Belgium,5001006,0,30.5,16,2018-05-23
"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe",Belgium,"3750000 - 3999999",0,33.5,4,2009-11-18
"Friends of Europe",Belgium,"3250000 - 3499999",0,27,45,2011-09-23
"Consorzio per il Centro Interuniversitario di Biologia Marina ed Ecologia Applicata G. Bacci",Italy,"3000000 - 3249999",0,4,0,2009-05-25
"World Resources Institute","United States","3000000 - 3249999",0,1,14,2015-01-15
Concawe,Belgium,3125000,0,6,2,2011-07-26
"European Policy Centre",Belgium,"2500000 - 2749999",0,33.5,49,2009-01-22
"The Brookings Institution","United States","2250000 - 2499999",0,13.5,6,2015-05-18
GUBERNA,Belgium,"2000000 - 2249999",0,16.75,0,2010-08-31
"The Royal United Services Institute for Defence and Security Studies","United Kingdom","2000000 - 2249999",0,12.25,0,2015-07-14
"Centre for European Reform","United Kingdom","1750000 - 1999999",0,14,36,2015-01-19
"Sieć Badawcza Łukasiewicz - Instytut Metali Niezelaznych",Poland,1953100,0,16,0,2015-06-18
"Agora Energiewende",Germany,"1250000 - 1499999",0,6,8,2016-03-17
"Asociación Empresarial de Investigación Centro Tecnológico del Mármol, Piedra y Materiales",Spain,"1250000 - 1499999",0,1.5,0,2016-12-07
"Institut Jacques Delors / Jacques Delors Institute",France,"1250000 - 1499999",1,12.25,27,2015-05-12
"Stiftung Ordnungspolitik - Centrum für Europäische Politik",Germany,"1250000 - 1499999",8,19,10,2013-03-08
"""Athena"" Research and Innovation Center in Information, Communication and Knowledge Technologies",Greece,"1000000 - 1249999",0,22.5,0,2014-03-05
"Bay Zoltan Nonprofit Ltd for Applied Research",Hungary,"1000000 - 1249999",0,2.5,0,2019-01-08
"Buildings Performance Institute Europe, BPIE ASBL",Belgium,"1000000 - 1249999",2,19,4,2013-01-25
"CARES srcl - Osservatorio di Pavia",Italy,"1000000 - 1249999",0,3.5,0,2017-12-07
"Elettra - Sincrotrone Trieste S.C.p.A.",Italy,"1000000 - 1249999",0,10.5,0,2012-10-18
"European Science Foundation",France,"1000000 - 1249999",0,10.75,4,2016-09-16
"FOUNDATION FOR RESEARCH AND TECHNOLOGY - HELLAS",Greece,"1000000 - 1249999",0,7.25,0,2019-09-17
"Fundació Institut d’Investigació en Ciències de la Salut Germans Trias i Pujol",Spain,"1000000 - 1249999",0,8,0,2016-11-09
"Institut für Weltwirtschaft",Germany,"1000000 - 1249999",0,6.75,0,2015-06-11
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,"1000000 - 1249999",6,5,0,2012-11-28
"Leibniz Institute of Ecological Urban and Regional Development",Germany,"1000000 - 1249999",0,8.25,0,2012-08-16
"Observatoire social européen, asbl",Belgium,"1000000 - 1249999",0,12,2,2015-07-28
"RINA CONSULTING-Centro Sviluppo Materiali",Italy,"1000000 - 1249999",0,10,0,2016-12-02
"The German Marshall Fund of the United States - The Transatlantic Foundation",Belgium,"1000000 - 1249999",1,14.75,20,2015-11-27
"The Regulatory Assistance Project","United States","1000000 - 1249999",0,8.5,2,2012-12-06
"alchemia-nova GmbH",Austria,"1000000 - 1249999",0,16.5,0,2013-06-12
"The Lisbon Council for Economic Competitiveness and Social Renewal asbl",Belgium,1214632,0,8,16,2008-10-05
"Institut de Recherche pour le Développement",France,1000000,0,6,5,2015-05-13
"TS Corporation Srl",Italy,1000000,0,10,0,2017-04-02
"Energieinstitut an der Johannes Kepler Universität Linz",Austria,"900000 - 999999",0,13.5,0,2016-04-21
"INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA",Spain,"900000 - 999999",0,7.5,0,2016-10-17
NOVETHIC,France,"900000 - 999999",0,18,0,2016-11-24
"Rosa Luxemburg Stiftung Brussels Office",Germany,"900000 - 999999",1,8.75,0,2017-04-25
"Stichting ElaadNL",Netherlands,"900000 - 999999",0,0.5,0,2016-12-21
"Third Generation Environmentalism Ltd","United Kingdom","900000 - 999999",1,15.75,61,2012-01-11
"WORLDFISH (ALSO KNOWN AS INTERNATIONAL CENTER FOR LIVING AQUATIC RESOURCES MANAGEMENT (ICLARM))",Malaysia,"900000 - 999999",0,0.75,3,2017-01-24
"League of European Research Universities",Belgium,989000,0,7,6,2014-01-24
"Carnegie Europe",Belgium,"800000 - 899999",0,8.5,14,2015-09-24
"Deutsches Zentrum für Luft- und Raumfahrt e.V.",Germany,"800000 - 899999",0,11.75,12,2011-09-19
"Fundación Alternativas",Spain,"800000 - 899999",0,2,0,2015-10-31
"Heinrich Böll Stiftung e.V.",Germany,"800000 - 899999",9,7,2,2012-02-17
"Hellenic Foundation for European and Foreign Policy",Greece,"800000 - 899999",0,20.75,0,2019-07-26
